date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,Cleveland State,L,20-13,20,20,0,0,0,0,2.1,1,3,2,7.71,4,3,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Jan 30,home,Cleveland State,W,10-0,10,10,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Jan 31,away,Cleveland State,L,4-3,4,4,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Jan 31,away,Cleveland State,W,15-4,15,15,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 4,away,Roane State,W,5-0,5,5,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 4,away,Roane State,W,7-3,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 6,home,Roane State,L,12-1,12,12,0,0,0,0,1.0,1,1,1,9.00,1,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 6,home,Roane State,W,12-1,12,12,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 10,away,Chattanooga State,L,7-2,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 10,away,Chattanooga State,L,9-1,9,9,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 17,home,Dyersburg State,,,,,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 17,home,Dyersburg State,,,,,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 20,away,Jackson State,,,,,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 20,away,Jackson State,,,,,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 24,home,Motlow State,L,10-8,10,10,0,0,0,0,1.0,1,1,,0.00,,1,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Feb 24,home,Motlow State,L,9-0,9,9,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 1,away,Southwest Tennessee,L,5-2,5,5,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 1,away,Southwest Tennessee,W,5-4,5,5,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 3,away,Volunteer State,L,14-7,14,14,0,0,0,0,0.2,3,3,3,40.50,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 3,away,Volunteer State,W,7-6,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 6,home,Dyersburg State,L,4-3,4,4,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 6,home,Dyersburg State,L,16-4,16,16,0,0,0,0,1.0,1,1,,0.00,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 10,away,Dyersburg State,L,7-0,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 10,away,Dyersburg State,L,11-5,11,11,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 13,away,Jackson State,L,15-11,15,15,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 13,away,Jackson State,L,5-2,5,5,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 16,home,Jackson State,W,11-9,11,11,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 16,home,Jackson State,W,22-11,22,22,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 20,away,Motlow State,L,9-0,9,9,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 22,home,Motlow State,L,11-3,11,11,0,0,0,0,1.0,2,3,3,27.00,1,1,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 28,away,Southwest Tennessee,L,7-0,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Mar 28,away,Southwest Tennessee,L,7-0,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Apr 2,home,Southwest Tennessee,L,7-0,7,7,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Apr 2,home,Southwest Tennessee,L,7-0,7,7,1,1,0,0,7.0,3,1,1,1.29,2,3,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Apr 3,away,Volunteer State,L,9-2,9,9,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Apr 3,away,Volunteer State,L,16-8,16,16,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Apr 7,home,Volunteer State,L,18-7,18,18,0,0,0,0,2.0,4,5,4,18.00,4,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
Apr 7,home,Volunteer State,L,11-1,11,11,,,,,,,,,,,,2021,2020-21,div1,Columbia State,columbiastatecommunitycollege,davisfarish9w2h,Davis Farish
