date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Oct 2,home,Western Texas,,,,,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Oct 30  #,home,vs. Western Texas,,,,,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Jan 29,home,vs. Grayson,L,17-3,17,17,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Jan 29,away,San Jacinto,W,10-7,10,10,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Jan 30,home,vs. McLennan,L,18-10,18,18,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Jan 30,home,vs. Navarro,L,21-11,21,21,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 4,away,Wayland Baptist University,W,13-0,13,13,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 4,away,Wayland Baptist University,W,17-5,17,17,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 6,home,Wayland Baptist University,W,14-4,14,14,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 6,home,Wayland Baptist University,W,14-4,14,14,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 12,away,Blinn,,,,,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 12,away,Blinn,,,,,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 13,away,Blinn,,,,,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 13,away,Blinn,,,,,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 21,home,vs. McLennan,,,,,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 22,away,Weatherford,L,14-6,14,14,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 26,home,Ranger,W,11-4,11,11,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
Feb 26,home,Ranger,W,15-2,15,15,,,,,,,,,,,,2021,2020-21,div1,Howard (TX),howardcollege,williambrownpbij,William Brown
