date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,El Paso,W,5-4,5,5,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Jan 30,home,El Paso,W,3-2,3,3,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 2,home,Luna,W,9-3,9,9,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 2,home,Luna,W,10-4,10,10,0,0,0,0,3.0,2,0,0,0.00,2,3,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 3,home,Luna,W,7-6,7,7,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 3,home,Luna,L,6-3,6,6,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 6,away,El Paso,L,8-7,8,8,0,0,0,0,1.0,,,,0.00,,1,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 6,away,El Paso,L,11-3,11,11,0,0,0,0,2.2,1,,,0.00,,2,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 8,home,Trinidad State,L,16-3,16,16,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 9,home,Trinidad State,L,4-3,4,4,0,0,1,0,0.2,,3,3,40.50,5,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 9,home,Trinidad State,L,6-4,6,6,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 10,home,Trinidad State,W,5-2,5,5,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 15,home,Benedictine University,,,,,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 15,home,Benedictine University,,,,,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 20,away,Arizona Western,L,4-2,4,4,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 20,away,Arizona Western,L,9-2,9,9,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 24,home,South Mountain,W,1-0,1,1,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 24,home,South Mountain,L,8-0,8,8,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 27,home,Yavapai,L,7-1,7,7,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Feb 27,home,Yavapai,L,10-4,10,10,0,0,0,0,2.1,3,2,1,3.86,2,4,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Mar 3,home,Central Arizona,L,5-4,5,5,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Mar 3,home,Central Arizona,L,12-0,12,12,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
Mar 6,home,Cochise,W,2-0,2,2,,,,,,,,,,,,2018,2017-18,div1,Eastern Arizona,easternarizonacollege,levileisenringykuf,Levi Leisenring
