date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 22,home,vs. Miami Dade,L,12-5,12,12,0,0,0,0,0.0,,,,0.00,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Jan 22,away,Florida SouthWestern State,L,5-1,5,5,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Jan 23,home,vs. Hillsborough,W,12-5,12,12,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Jan 30,home,vs. Coastal Alabama - Brewton,W,8-0,8,8,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Jan 30,home,vs. Pensacola State,W,3-1,3,3,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Feb 3,away,Wallace State,W,8-3,8,8,0,0,0,0,0.0,,,,0.00,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Feb 5,home,TNXL,W,10-1,10,10,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Feb 6,home,TNXL,,,,,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Feb 6,home,TNXL,,,,,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Feb 10,home,Baton Rouge,W,11-5,11,11,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Feb 13,home,vs. Coastal Alabama - Bay Minette,W,2-0,2,2,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Feb 13,home,vs. Coastal Alabama - Bay Minette,W,3-1,3,3,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Feb 18,away,St. Johns River State,L,3-2,3,3,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Feb 19,home,vs. Hillsborough,,,,,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
Feb 20,home,Florence-Darlington Tech,L,12-3,12,12,0,0,0,0,0.0,,,,0.00,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,griffinwilburxsjz,Griffin Wilbur
