date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 6,home,Henry Ford,W,1-0,1,0,1,win,20230306_9ldx,0,0,0,1,0.2,1,,,0.00,,2,2023,2022-23,div2,Danville Area,danvilleareacommunitycollege,bendickersonjfo1,Ben Dickerson
Mar 9,home,Salem,W,9-8,9,8,1,win,20230309_9aoh,0,0,0,0,3.0,3,3,2,6.00,2,,2023,2022-23,div2,Danville Area,danvilleareacommunitycollege,bendickersonjfo1,Ben Dickerson
Mar 15,home,Lake Land,L,11-10,11,10,1,win,20230315_xcbk,0,0,1,0,0.1,3,4,4,108.00,2,,2023,2022-23,div2,Danville Area,danvilleareacommunitycollege,bendickersonjfo1,Ben Dickerson
Mar 21,home,Vincennes,L,19-11,19,11,8,win,20230321_t18h,0,0,1,0,0.0,2,5,3,INF,1,,2023,2022-23,div2,Danville Area,danvilleareacommunitycollege,bendickersonjfo1,Ben Dickerson
Mar 29,home,Oakland City JV,L,6-2,6,2,4,win,20230329_l34p,0,0,0,0,2.0,2,1,1,4.50,1,3,2023,2022-23,div2,Danville Area,danvilleareacommunitycollege,bendickersonjfo1,Ben Dickerson
Apr 3,home,Spoon River,L,12-8,12,8,4,win,20230403_mreg,0,0,0,0,0.2,1,4,2,27.00,3,1,2023,2022-23,div2,Danville Area,danvilleareacommunitycollege,bendickersonjfo1,Ben Dickerson
Apr 13,home,Lincoln Trail,L,18-7,18,7,11,win,20230413_fj9x,0,0,0,0,3.0,1,2,2,6.00,3,3,2023,2022-23,div2,Danville Area,danvilleareacommunitycollege,bendickersonjfo1,Ben Dickerson
Apr 18,home,Rose Hulman JV,W,12-10,12,10,2,win,20230418_st5j,0,0,0,0,2.2,1,3,1,3.38,4,1,2023,2022-23,div2,Danville Area,danvilleareacommunitycollege,bendickersonjfo1,Ben Dickerson
Apr 26,home,Franklin College JV,W,19-6,19,6,13,win,20230426_2mry,0,0,0,0,1.0,2,1,,0.00,,2,2023,2022-23,div2,Danville Area,danvilleareacommunitycollege,bendickersonjfo1,Ben Dickerson
Apr 28,home,Heartland,L,11-1,11,1,10,win,20230428_dnur,0,0,0,0,1.1,3,3,3,20.25,2,,2023,2022-23,div2,Danville Area,danvilleareacommunitycollege,bendickersonjfo1,Ben Dickerson
