date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 7,away,Panola,L,4-2,4,4,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Feb 7,away,Panola,W,4-3,4,4,0,1,0,0,2.1,,,,0.00,1,3,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Feb 8,away,Panola,W,3-2,3,3,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Feb 18,home,vs. Cloud County,L,13-1,13,13,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Feb 20,home,vs. Colby,L,15-14,15,15,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Feb 20,home,Cowley,L,9-2,9,9,0,0,0,0,2.0,,,,0.00,,4,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Feb 28,home,Metropolitan,W,3-1,3,3,0,0,0,0,0.1,1,,,0.00,1,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Feb 28,home,Metropolitan,W,3-2,3,3,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 4,home,Carl Albert State,L,5-2,5,5,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 5,home,Carl Albert State,L,6-2,6,6,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 5,home,Carl Albert State,W,9-0,9,9,0,0,0,0,2.0,,,,0.00,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 8,away,Evangel College,W,4-3,4,4,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 8,away,Evangel College,W,16-4,16,16,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 13,home,Seminole State (OK),W,10-7,10,10,0,1,0,0,2.1,,,,0.00,2,5,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 13,home,vs. Seminole State (OK),L,11-4,11,11,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 15,home,vs. Metropolitan,L,7-4,7,7,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 15,home,vs. Metropolitan,W,12-7,12,12,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 17,home,Connors State,L,13-4,13,13,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 19,away,Connors State,L,8-3,8,8,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 19,away,Connors State,L,6-2,6,6,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 25,home,Eastern Oklahoma State,L,9-3,9,9,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 26,home,Eastern Oklahoma State,L,3-2,3,3,0,0,0,0,1.2,3,2,2,10.80,3,4,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 26,home,Eastern Oklahoma State,L,17-11,17,17,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 29,home,Evangel College,W,11-1,11,11,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Mar 29,home,Evangel College,W,12-2,12,12,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 1,home,Rose State,W,7-6,7,7,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 2,home,Rose State,W,9-6,9,9,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 2,home,Rose State,W,11-3,11,11,1,1,0,0,3.2,3,1,1,2.45,4,2,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 5,away,Oklahoma Wesleyan,W,10-0,10,10,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 5,away,Oklahoma Wesleyan,L,7-6,7,7,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 12,home,vs. Crowder,L,14-7,14,14,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 15,away,Seminole State (OK),W,9-7,9,9,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 15,away,Seminole State (OK),W,5-4,5,5,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 16,away,Seminole State (OK),W,16-10,16,16,1,0,0,0,1.2,4,4,4,21.60,5,2,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 20,away,Oklahoma Wesleyan,W,17-3,17,17,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 21,away,Connors State,W,4-1,4,4,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 23,home,Connors State,L,13-3,13,13,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 23,home,Connors State,L,12-1,12,12,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 26,home,vs. Crowder,L,12-0,12,12,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
Apr 29,away,Eastern Oklahoma State,L,10-5,10,10,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
May 1,away,Eastern Oklahoma State,L,3-2,3,3,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
May 1,away,Eastern Oklahoma State,L,13-3,13,13,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
May 3,home,vs. Seminole State (OK),W,8-3,8,8,0,0,0,0,1.0,2,2,2,18.00,1,2,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
May 6,away,Rose State,W,15-8,15,15,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
May 7,away,Rose State,W,11-6,11,11,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
May 7,away,Rose State,L,15-11,15,15,0,0,0,0,0.0,,,,0.00,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
May 12,home,vs. Connors State,W,22-19,22,22,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
May 13,home,vs. Eastern Oklahoma State,L,9-3,9,9,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
May 14,home,vs. Connors State,W,4-2,4,4,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
May 14,home,vs. Eastern Oklahoma State,L,20-2,20,20,,,,,,,,,,,,2022,2021-22,div1,Northeastern Oklahoma A&M,northeasternoklahomaamcollege,loganboenkerkn6e,Logan Boenker
