date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 15,away,Frank Phillips,L,8-2,8,8,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Feb 16,away,Frank Phillips,L,5-4,5,5,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Feb 16,away,Frank Phillips,W,8-7,8,8,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Feb 22,away,Eastern New Mexico University JV,W,11-5,11,11,0,0,0,0,1.0,,2,2,18.00,3,1,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Feb 23,home,vs. Luna,W,18-3,18,18,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Feb 24,home,vs. Luna,W,6-1,6,6,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Feb 24,home,vs. Luna,W,17-7,17,17,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Feb 25,home,vs. Oklahoma Panhandle State JV,W,28-4,28,28,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Feb 25,home,vs. Dakota,W,14-3,14,14,0,0,0,0,1.0,2,2,,0.00,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 7,away,Redlands,W,6-0,6,6,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 7,away,Redlands,L,6-4,6,6,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 16,home,Garden City,W,9-4,9,9,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 16,home,Garden City,L,12-2,12,12,0,0,0,0,2.0,3,2,2,9.00,2,1,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 17,home,vs. Garden City,L,11-10,11,11,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 17,home,vs. Garden City,L,16-6,16,16,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 18,away,Northwestern Oklahoma State University JV,W,6-3,6,6,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 18,away,Northwest Oklahoma State University JV,W,9-0,9,9,0,0,0,0,2.0,1,,,0.00,,3,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 21,home,Hutchinson,W,5-4,5,5,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 21,home,Hutchinson,L,12-3,12,12,0,0,0,0,1.0,,,,0.00,,2,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 22,away,Hutchinson,L,8-3,8,8,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 22,away,Hutchinson,W,12-9,12,12,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 25,home,Tabor College JV,W,7-1,7,7,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 25,home,Tabor College JV,W,6-0,6,6,1,1,0,0,3.0,3,0,0,0.00,0,6,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 28,away,Pratt,L,5-4,5,5,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 28,away,Pratt,L,14-4,14,14,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 31,home,Pratt,L,4-3,4,4,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Mar 31,home,Pratt,W,6-5,6,6,0,0,0,0,1.0,2,1,1,9.00,1,1,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Apr 2,away,Lamar,W,10-5,10,10,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Apr 4,home,Seward County,L,4-3,4,4,,,,,,,,,,,,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
Apr 4,home,Seward County,L,6-4,6,6,1,0,0,0,6.0,4,2,2,3.00,1,4,2019,2018-19,div1,Dodge City,dodgecitycommunitycollege,alexfietek920k,Alex Fietek
