date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 22,home,vs. Miami Dade,L,12-5,12,12,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Jan 22,away,Florida SouthWestern State,L,5-1,5,5,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Jan 23,home,vs. Hillsborough,W,12-5,12,12,0,0,0,0,3.0,1,1,1,3.00,1,2,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Jan 30,home,vs. Coastal Alabama - Brewton,W,8-0,8,8,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Jan 30,home,vs. Pensacola State,W,3-1,3,3,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 3,away,Wallace State,W,8-3,8,8,0,0,0,0,2.0,2,1,1,4.50,1,2,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 5,home,TNXL,W,10-1,10,10,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 6,home,TNXL,,,,,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 6,home,TNXL,,,,,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 10,home,Baton Rouge,W,11-5,11,11,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 13,home,vs. Coastal Alabama - Bay Minette,W,2-0,2,2,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 13,home,vs. Coastal Alabama - Bay Minette,W,3-1,3,3,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 18,away,St. Johns River State,L,3-2,3,3,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 19,home,vs. Hillsborough,,,,,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 20,home,Florence-Darlington Tech,L,12-3,12,12,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 20,home,vs. Miami Dade,W,6-2,6,6,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 23,home,Bishop State,W,7-5,7,7,0,0,0,0,2.0,,,,0.00,,2,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 25,home,Shelton State,W,7-3,7,7,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 26,home,Shelton State,L,8-6,8,8,0,0,0,0,2.0,2,,,0.00,,4,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 26,home,Coastal Alabama - Bay Minette,W,6-5,6,6,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Feb 27,home,Shelton State,W,9-2,9,9,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Mar 1,home,Wallace-Dothan,,,,,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Mar 4,away,Gordon State,L,10-1,10,10,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Mar 5,away,Gordon State,W,14-4,14,14,0,0,0,0,0.2,1,1,1,13.50,2,1,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Mar 9,away,Pensacola State,L,4-1,4,4,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Mar 11,away,Pensacola State,,,,,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
Mar 13,home,Pensacola State,,,,,,,,,,,,,,,,2021,2020-21,div1,Northwest Florida State,northwestfloridastatecollege,christianmracna3t30,Christian Mracna
