date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,away,LSU Eunice,L,20-10,20,20,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 2,away,LSU Eunice,L,15-4,15,15,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 2,away,LSU Eunice,L,14-4,14,14,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 3,away,LSU Eunice,L,2-1,2,2,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 10,away,Jones,L,13-7,13,13,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 10,away,Jones,L,6-2,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 13,away,Northwest Mississippi,L,13-1,13,13,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 13,away,Northwest Mississippi,W,5-4,5,5,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 20,away,East Mississippi,L,15-5,15,15,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 20,away,East Mississippi,W,14-4,14,14,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 27,away,Itawamba,L,7-4,7,7,,,,,,,,,,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Feb 27,away,Itawamba,L,8-3,8,8,,,,,,,,,,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 3,home,Dyersburg State,L,9-2,9,9,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 4,home,Dyersburg State,W,10-3,10,10,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 4,home,Dyersburg State,W,13-11,13,13,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 7,home,Northwest Mississippi,L,8-1,8,8,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 7,home,Northwest Mississippi,L,12-2,12,12,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 9,home,Walters State,L,16-1,16,16,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 9,home,Walters State,L,9-6,9,9,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 10,home,Walters State,L,13-3,13,13,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 13,home,Itawamba,L,7-3,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 13,home,Itawamba,L,8-7,8,8,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 17,away,Columbia State,L,13-2,13,13,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 17,away,Columbia State,L,15-5,15,15,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 18,away,Columbia State,L,10-7,10,10,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 21,home,Mineral Area,W,7-3,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 21,home,Mineral Area,W,10-4,10,10,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 23,home,Volunteer State,W,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 24,home,Volunteer State,L,5-1,5,5,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 24,home,Volunteer State,L,12-1,12,12,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 30,away,Chattanooga State,L,13-1,13,13,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 31,away,Chattanooga State,L,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Mar 31,away,Chattanooga State,W,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 2,away,Central Baptist,W,15-5,15,15,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 2,away,Central Baptist,W,11-8,11,11,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 6,home,Roane State,W,12-1,12,12,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 7,home,Roane State,L,8-0,8,8,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 7,home,Roane State,L,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 13,home,Cleveland State,L,9-1,9,9,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 13,home,Cleveland State,L,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 20,away,Jackson State,W,14-4,14,14,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 21,away,Jackson State,W,7-5,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 21,away,Jackson State,L,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 27,away,Motlow State,L,15-8,15,15,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 28,away,Motlow State,L,11-2,11,11,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
Apr 28,away,Motlow State,L,5-4,5,5,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
May 6,home,vs. Jackson State,L,13-9,13,13,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Southwest Tennessee,southwesttennesseecommunitycollege,jacobnoblesuvu2,Jacob Nobles
