date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 2,home,Cloud County,W,10-6,10,6,4,win,20240202_cdor,0,0,0,0,0.1,1,,,0.00,6.00,1,2024,2023-24,div2,Des Moines Area,desmoinesareacommunitycollege,thomasleidenm5we,Thomas Leiden
Feb 23,home,Northern Oklahoma Enid,L,11-1,11,1,10,win,20240223_ljni,0,0,0,0,0.1,1,4,4,108.00,6.00,1,2024,2023-24,div2,Des Moines Area,desmoinesareacommunitycollege,thomasleidenm5we,Thomas Leiden
Mar 19,home,Iowa Western,L,13-3,13,3,10,win,20240319_9sow,0,0,0,0,0.1,3,2,2,54.00,9.00,,2024,2023-24,div2,Des Moines Area,desmoinesareacommunitycollege,thomasleidenm5we,Thomas Leiden
Mar 28,home,Southeastern,L,10-1,10,1,9,win,20240328_3d5r,0,0,0,0,1.1,0,1,1,6.75,2.25,3,2024,2023-24,div2,Des Moines Area,desmoinesareacommunitycollege,thomasleidenm5we,Thomas Leiden
Apr 6,home,Indian Hills,L,4-3,4,3,1,win,20240406_x2oc,0,0,1,0,0.2,1,1,1,13.50,3.00,1,2024,2023-24,div2,Des Moines Area,desmoinesareacommunitycollege,thomasleidenm5we,Thomas Leiden
