date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 27  #,home,vs. Seminole State (OK),,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Oct 10  #,home,vs. Fort Scott,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 8,away,Carl Albert State,W,7-2,7,7,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 8,away,Carl Albert State,L,2-0,2,2,1,0,0,0,4.0,3,0,0,0.00,3,8,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 9,away,Carl Albert State,W,6-0,6,6,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 9,away,Carl Albert State,W,13-4,13,13,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 14,away,Rose State,W,14-4,14,14,1,1,0,0,5.0,3,4,1,1.80,1,4,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 15,away,Rose State,W,8-0,8,8,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 15,away,Rose State,L,9-5,9,9,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 18,away,Hesston,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 21,away,Western Nebraska,W,7-0,7,7,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 21,away,Western Nebraska,W,9-6,9,9,1,0,0,0,3.1,2,3,3,8.10,5,5,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 22,away,Western Nebraska,W,10-0,10,10,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 22,away,Western Nebraska,W,12-4,12,12,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 26,home,Kansas Wesleyan University JV,,,,,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 27,home,Kansas Wesleyan University JV,W,5-0,5,5,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Feb 27,home,Kansas Wesleyan University JV,W,14-3,14,14,1,1,0,0,4.0,1,0,0,0.00,2,7,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Mar 2,away,Kansas Wesleyan University JV,W,20-5,20,20,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Mar 2,away,Kansas Wesleyan University JV,W,12-1,12,12,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
Mar 5,away,Hutchinson,W,4-3,4,4,,,,,,,,,,,,2020,2019-20,div1,Barton,bartoncommunitycollege,grahambrunneri8q5,Graham Brunner
