date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,Florida State Jacksonville,L,7-2,7,2,5.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 1,home,USC Salkehatchie,W,4-3,4,3,1.0,win,20130201_oy3o,1,1,0,0,7.0,3,0,0,0.00,1,6,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 2,home,USC Salkehatchie,L,9-3,9,3,6.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 2,home,USC Salkehatchie,W,4-1,4,1,3.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 4,home,Brewton Parker JV,W,5-0,5,0,5.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 4,home,Brewton Parker JV,W,10-1,10,1,9.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 5,home,Chattahoochee Valley,L,10-2,10,2,8.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 9,home,USC Sumter,,,,,8.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 10,home,USC Sumter,W,6-5,6,5,1.0,win,20130210_m7rc,1,0,0,0,5.2,6,5,1,1.59,2,1,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 10,home,USC Sumter,L,1-0,1,0,1.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 15,home,Chattanooga State,L,8-2,8,2,6.0,win,20130215_b3ob,1,0,1,0,4.1,9,8,8,16.62,4,2,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 16,home,Chattanooga State,L,8-5,8,5,3.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 16,home,Chattanooga State,L,14-6,14,6,8.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 21,home,Brewton Parker JV,W,4-1,4,1,3.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 21,home,Brewton Parker JV,W,4-1,4,1,3.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Feb 25,home,Florida State Jacksonville,,,,,3.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Mar 1,home,Santa Fe,L,4-2,4,2,2.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Mar 2,home,Santa Fe,L,8-2,8,2,6.0,win,20130302_738u,1,0,1,0,5.0,6,5,,0.00,3,4,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Mar 2,home,Santa Fe,L,8-2,8,2,6.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
Mar 5,home,Abraham Baldwin,W,5-3,5,3,2.0,win,,,,,,,,,,,,,2013,2012-13,div1,East Georgia State,eastgeorgiacollege,ashleyclaxton6lwz,Ashley Claxton
