date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 25,home,Westchester,L,11-5,11,5,6,win,20240225_q0ma,0,0,1,0,0.2,1,6,1,13.50,4.50,2,2024,2023-24,div2,Cecil,cecilcollege,mattmurdockm1gt,Matt Murdock
Mar 3,home,Morris,W,7-0,7,0,7,win,20240303_ok25,1,0,1,0,0.1,3,5,5,135.00,18.00,3,2024,2023-24,div2,Cecil,cecilcollege,mattmurdockm1gt,Matt Murdock
Mar 14,home,Finger Lakes,L,10-8,10,8,2,win,20240314_6xds,0,0,0,0,1.0,,,,0.00,3.00,3,2024,2023-24,div2,Cecil,cecilcollege,mattmurdockm1gt,Matt Murdock
Mar 24,home,Potomac State,W,9-5,9,5,4,win,20240324_yx2j,0,0,0,0,0.1,,2,2,54.00,12.00,4,2024,2023-24,div2,Cecil,cecilcollege,mattmurdockm1gt,Matt Murdock
Apr 4,home,Harford,L,20-4,20,4,16,win,20240404_x1gl,0,0,0,0,0.0,1,4,4,INF,,2,2024,2023-24,div2,Cecil,cecilcollege,mattmurdockm1gt,Matt Murdock
Apr 14,home,Anne Arundel,L,9-1,9,1,8,win,20240414_ti46,1,0,1,0,2.0,2,5,2,9.00,4.00,6,2024,2023-24,div2,Cecil,cecilcollege,mattmurdockm1gt,Matt Murdock
Apr 17,home,Prince George's,L,14-7,14,7,7,win,20240417_d43x,0,0,1,0,1.2,2,3,3,16.20,2.40,2,2024,2023-24,div2,Cecil,cecilcollege,mattmurdockm1gt,Matt Murdock
Apr 24,home,Mercer County,L,20-0,20,0,20,win,20240424_mlsi,1,0,1,0,1.0,3,7,6,54.00,8.00,5,2024,2023-24,div2,Cecil,cecilcollege,mattmurdockm1gt,Matt Murdock
Apr 28,home,Morris,L,8-7,8,7,1,win,20240428_auj1,0,0,0,0,2.2,3,1,1,3.38,2.25,3,2024,2023-24,div2,Cecil,cecilcollege,mattmurdockm1gt,Matt Murdock
May 2,home,Mercer County,L,6-5,6,5,1,win,20240502_ldn3,0,0,0,0,0.2,,,,0.00,4.50,3,2024,2023-24,div2,Cecil,cecilcollege,mattmurdockm1gt,Matt Murdock
