date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 4,home,Alvin,L,8-3,8,3,5,win,20240204_xr55,0,0,0,0,3.0,3,2,1,3.00,1.67,2,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Feb 9,home,Trinidad State,W,6-5,6,5,1,win,20240209_gymv,0,1,0,0,1.0,,2,2,18.00,3.00,3,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Feb 17,home,Seward County,L,9-5,9,5,4,win,20240217_52g4,0,0,0,0,0.2,,,,0.00,,,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Feb 23,home,Wayland Baptist,W,13-3,13,3,10,win,20240223_akp2,0,0,0,0,0.1,,,,0.00,3.00,1,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Feb 27,home,North Central Texas,W,14-4,14,4,10,win,20240227_pcan,0,0,0,1,0.2,1,,,0.00,1.50,,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Mar 1,home,Temple,W,13-11,13,11,2,win,20240301_vf4l,0,1,0,0,3.2,2,3,3,7.36,1.09,2,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Mar 9,home,Odessa,L,10-9,10,9,1,win,20240309_ls0n,0,0,1,0,4.2,5,4,2,3.86,1.50,2,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Mar 16,home,El Paso,W,7-2,7,2,5,win,20240316_250r,0,0,0,0,1.0,2,,,0.00,2.00,,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Mar 22,home,New Mexico Military,W,13-7,13,7,6,win,20240322_95k7,0,1,0,0,0.2,,,,0.00,,,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Mar 29,home,Clarendon,W,12-11,12,11,1,win,20240329_3zyn,0,1,0,0,3.0,3,4,4,12.00,2.00,3,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Apr 6,home,Amarillo College,W,6-0,6,0,6,win,20240406_ug7z,0,1,0,0,2.0,,,,0.00,.50,1,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Apr 13,home,Howard (TX),L,13-3,13,3,10,win,20240413_ntuu,0,0,0,0,1.0,1,2,2,18.00,5.00,4,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Apr 19,home,Frank Phillips,L,3-2,3,2,1,win,20240419_q0jj,0,0,0,0,1.0,1,1,,0.00,1.00,,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
Apr 26,home,New Mexico,W,16-11,16,11,5,win,20240426_csxv,0,0,0,0,2.0,4,5,3,13.50,2.50,1,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
May 3,home,Western Texas,W,8-6,8,6,2,win,20240503_5iuc,0,0,0,0,0.1,,,,0.00,,,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
May 10,home,Cisco,L,8-2,8,2,6,win,20240510_oeau,0,0,0,0,1.2,2,5,4,21.60,3.00,3,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
May 13,home,New Mexico,W,6-5,6,5,1,win,20240513_kzek,0,0,0,0,1.0,,,,0.00,,,2024,2023-24,div1,Midland,midlandcollege,carsonlawsezf3,Carson Laws
