date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 19  #,home,St. Cloud Tech,,,,,1.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Sep 22  #,home,Sophomore Showcase,,,,,1.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Sep 24  #,home,University of Minnesota Moorhead,,,,,1.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Sep 28  #,home,Alumni Game,,,,,1.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 8,home,Erie,L,5-4,5,4,1.0,win,20140308_lhvw,0,0,1,0,1.2,2,1,1,5.40,1,3,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 8,home,Erie,W,5-0,5,0,5.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 9,home,Minnesota North College - Rainy River,W,7-5,7,5,2.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 9,home,Minnesota North College - Rainy River,W,8-3,8,3,5.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 10,home,Kishwaukee,W,10-8,10,8,2.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 11,home,Brampton Royals (CAN),W,15-0,15,0,15.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 12,home,Minnesota North College - Itasca,,,,,15.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 12,home,Minnesota North College - Itasca,,,,,15.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 13,home,Minnesota North College - Vermilion,W,15-0,15,0,15.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 13,home,Minnesota North College - Vermilion,W,10-4,10,4,6.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Mar 13,home,Minnesota North College - Vermilion,W,9-4,9,4,5.0,win,20140313_iyev,1,0,0,0,3.2,8,3,2,4.91,,3,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Apr 6,home,Minnesota North College - Mesabi Range,W,4-2,4,2,2.0,win,20140406_ca6h,0,0,0,1,1.2,3,1,1,5.40,,2,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
Apr 6,home,Minnesota North College - Mesabi Range,W,12-2,12,2,10.0,win,,,,,,,,,,,,,2014,2013-14,div3,Minnesota State,minnesotastatecommunityandtechnical,bradywellerayom,Brady Weller
