date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 29,home,Grayson,L,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Jan 30,away,Grayson,L,18-2,18,18,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Jan 30,away,Grayson,L,7-5,7,7,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 1,away,Murray State,L,15-5,15,15,1,0,1,0,2.1,5,8,4,15.43,2,4,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 5,away,Eastern Oklahoma State,W,8-7,8,8,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 5,away,Eastern Oklahoma State,W,9-7,9,9,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 6,home,Eastern Oklahoma State,W,10-9,10,10,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 6,home,Eastern Oklahoma State,L,5-3,5,5,1,0,1,0,0.2,5,5,5,67.50,1,1,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 9,away,Dallas College - Eastfield,W,10-8,10,10,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 12,home,Hill,W,5-0,5,5,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 13,home,Cowley,W,8-1,8,8,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 13,home,Cowley,L,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 19,away,Hill,W,6-1,6,6,0,0,0,0,1.0,1,,,0.00,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 19,away,Hill,W,10-2,10,10,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 25,home,North Central Texas,L,5-1,5,5,0,0,0,0,1.2,3,3,3,16.20,1,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 25,home,North Central Texas,W,4-0,4,4,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 27,away,North Central Texas,W,6-5,6,6,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 27,away,North Central Texas,L,4-0,4,4,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Feb 29,home,Dallas College - Eastfield,W,12-1,12,12,0,0,0,0,1.0,,,,0.00,,1,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Mar 3,away,Northeast Texas,W,15-1,15,15,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Mar 5,home,Northeast Texas,W,8-1,8,8,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Mar 5,home,Northeast Texas,W,15-8,15,15,0,1,0,0,1.0,,,,0.00,,1,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Mar 14,away,Bossier Parish,W,8-5,8,8,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
Mar 14,away,Bossier Parish,L,7-6,7,7,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rhettdeaton882p,Rhett Deaton
