date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 26,away,Eastern Florida State,W,6-2,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Jan 27,home,vs. Pensacola State,W,7-2,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Jan 29,away,Webber International University,L,5-4,5,5,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Jan 31,home,Lake-Sumter State,W,4-3,4,4,0,1,0,0,2.0,3,,,0.00,,1,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 2,away,Central Florida,L,12-7,12,12,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 3,away,Santa Fe,L,4-2,4,4,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 3,away,Santa Fe,L,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 4,away,Lake-Sumter State,W,8-4,8,8,0,0,0,0,0.0,0,0,0,0.00,0,0,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 7,home,Webber International University,W,11-7,11,11,0,1,0,0,2.0,,,,0.00,,2,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 9,home,Central Florida,L,20-6,20,20,0,0,0,0,1.0,1,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 10,home,Santa Fe,L,6-2,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 10,home,Santa Fe,W,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 12,home,Seminole State (FL),W,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 14,away,Seminole State (FL),W,6-3,6,6,0,0,0,0,2.1,1,,,0.00,,1,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 16,home,Miami Dade,W,6-3,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 17,away,Indian River State,L,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 19,home,Indian River State,L,8-2,8,8,0,0,0,0,0.1,,,,0.00,1,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 21,away,Daytona State,L,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 22,home,Warner University,W,7-3,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 23,home,Pasco-Hernando State,L,10-5,10,10,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 26,away,Southeastern University,W,12-3,12,12,0,0,0,0,1.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Feb 28,home,Daytona State,W,17-10,17,17,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 2,home,Kalamazoo Valley,W,12-8,12,12,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 4,home,Lincoln Land,L,10-9,10,10,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 5,away,Hillsborough,L,13-9,13,13,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 7,home,Hillsborough,W,5-3,5,5,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 9,away,Hillsborough,L,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 10,home,Florida SouthWestern State,W,4-0,4,4,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 12,away,Florida SouthWestern State,L,2-1,2,2,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 14,home,Florida SouthWestern State,W,6-3,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 16,away,State College of Florida,L,7-1,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 17,home,State College of Florida,L,15-4,15,15,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 19,away,State College of Florida,L,6-2,6,6,0,0,0,0,0.2,1,1,1,13.50,1,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 21,home,Polk State,W,12-11,12,12,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 23,away,Polk State,W,5-3,5,5,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 24,home,Polk State,L,7-5,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 26,home,St. Petersburg,W,6-3,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 28,away,St. Petersburg,W,9-6,9,9,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
Mar 31,home,St. Petersburg,W,12-1,12,12,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,South Florida State,southfloridastatecollege,piersonlewisyh7h,Pierson Lewis
