date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 3,home,Kansas Wesleyan University (JV),W,9-4,9,9,0,0,0,0,1.0,2,1,,0.00,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 3,home,Kansas Wesleyan University (JV),W,14-4,14,14,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 8,away,Northeast Texas,L,11-3,11,11,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 8,away,Northeast Texas,L,7-4,7,7,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 9,away,Northeast Texas,L,12-5,12,12,0,0,0,0,1.1,4,5,5,33.75,1,2,1,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 15,home,vs. Highland (KS),L,6-5,6,6,0,0,0,0,1.2,4,1,1,5.40,,4,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 15,home,vs. Highland (KS),L,2-0,2,2,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 16,home,vs. Highland (KS),L,5-4,5,5,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 17,away,Northwestern Oklahoma State University,W,8-2,8,8,0,0,0,0,1.0,,,,0.00,,2,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 17,away,Northwestern Oklahoma State University,L,7-4,7,7,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 22,home,Northern Oklahoma Tonkawa,L,2-1,2,2,0,0,1,0,1.0,2,1,1,9.00,1,1,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 22,home,Northern Oklahoma Tonkawa,W,2-1,2,2,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 28,away,Northern Oklahoma Tonkawa,L,2-1,2,2,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Feb 28,away,Northern Oklahoma Tonkawa,L,16-6,16,16,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 5,away,Fort Scott,L,11-4,11,11,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 5,away,Fort Scott,W,16-11,16,16,0,0,0,0,0.2,4,4,4,54.00,,,1,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 7,home,Fort Scott,L,11-4,11,11,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 7,home,Fort Scott,L,17-7,17,17,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 12,away,Garden City,L,6-4,6,6,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 12,away,Garden City,L,5-2,5,5,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 14,home,Garden City,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 14,home,Garden City,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 19,away,Cloud County,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 19,away,Cloud County,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 21,home,Cloud County,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 21,home,Cloud County,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 23,away,Kansas Wesleyan University (JV),,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 23,away,Kansas Wesleyan University (JV),,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 26,home,Hutchinson,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 26,home,Hutchinson,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 28,away,Hutchinson,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Mar 28,away,Hutchinson,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 2,away,Colby,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 2,away,Colby,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 4,home,Colby,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 4,home,Colby,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 9,home,Dodge City,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 9,home,Dodge City,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 11,away,Dodge City,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 11,away,Dodge City,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 16,away,Barton,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 16,away,Barton,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 18,home,Barton,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 18,home,Barton,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 23,home,Seward County,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 23,home,Seward County,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 25,away,Seward County,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 25,away,Seward County,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 30,away,Butler,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
Apr 30,away,Butler,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
May 2,home,Butler,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
May 2,home,Butler,,,,,,,,,,,,,,,,,2020,2019-20,div1,Pratt,prattcommunitycollege,ryanmcfarlandzyds,Ryan McFarland
