date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Aug 31  #,home,vs. Pueblo West,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Aug 31  #,away,Cheyenne Mountain,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Sep 7  #,home,Chatfield,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Sep 7  #,home,Evergreen,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Sep 8  #,home,Golden Club,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Sep 13  #,away,University of Colorado- Colorado Springs,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Sep 14  #,home,vs. MAC,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Sep 15  #,home,vs. Albuquerque Baseball Academy,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Sep 20  #,away,Colorado State University- Pueblo,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Sep 27  #,away,Colorado Christian University,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Sep 28  #,away,Colorado School of Mines,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Sep 29  #,home,Pitching Showcase,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Oct 4  #,away,Metropolitan State University,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Oct 9  #,home,Sophomore Showcase,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Oct 15  #,away,Regis University,,,,,,,,,,,,,,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
Feb 1,home,Dawson,W,12-0,12,12,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Northeastern,northeasternjuniorcollege,josephquintanaxp5m,Joseph Quintana
