date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 9,away,Roane State,L,6-2,6,6,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Feb 9,away,Roane State,L,3-2,3,3,,,,,,,,,,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Feb 16,away,Holmes,L,12-5,12,12,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Feb 16,away,Holmes,L,12-1,12,12,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Feb 22,home,vs. Morton,W,7-3,7,7,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Feb 22,home,vs. Morton,L,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 6,home,vs. Genesee,W,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 6,home,vs. Genesee,L,14-6,14,14,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 7,home,vs. Lansing,W,5-2,5,5,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 7,home,vs. Lansing,L,3-1,3,3,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 7,home,Shawnee,,,,,,,,,,,,,,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 11,away,Shawnee,,,,,,,,,,,,,,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 11,away,Shawnee,,,,,,,,,,,,,,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 17,away,Olney Central,L,4-0,4,4,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 17,away,Olney Central,L,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 19,home,St. Louis,W,10-5,10,10,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 22,home,Rend Lake,L,11-1,11,11,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 23,away,Rend Lake,L,11-1,11,11,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 23,away,Rend Lake,L,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 27,away,Wabash Valley,L,19-2,19,19,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 28,away,Southeastern Illinois,W,14-11,14,14,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 31,home,Southeastern Illinois,L,8-4,8,8,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Mar 31,home,Southeastern Illinois,L,10-1,10,10,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 2,away,Wabash Valley,L,22-12,22,22,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 2,away,Wabash Valley,L,7-0,7,7,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 5,away,John A. Logan,L,8-1,8,8,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 6,home,vs. John A. Logan,L,14-0,14,14,,,,,,,,,,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 6,home,vs. John A. Logan,L,3-1,3,3,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 9,away,Illinois Central,L,13-2,13,13,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 10,away,Illinois College JV,W,8-0,8,8,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 13,home,Southwestern Illinois,L,10-8,10,10,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 16,home,Lincoln Trail,L,4-2,4,4,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 20,away,Frontier,L,20-2,20,20,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 20,away,Frontier,L,10-2,10,10,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 23,away,Lincoln Trail,L,8-0,8,8,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 23,away,Lincoln Trail,L,12-1,12,12,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 24,away,Lincoln Land,L,4-3,4,4,,,,,,,,,,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 28,away,Kaskaskia,L,10-0,10,10,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 28,home,Kaskaskia,L,3-2,3,3,,,,,,,,,,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
Apr 29,home,Kaskaskia,L,6-0,6,6,,,,,,,,,,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
May 6,home,Olney Central,L,7-2,7,7,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
May 6,home,Olney Central,L,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
May 7,home,Southwestern Illinois,W,2-0,2,2,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
May 7,away,Southwestern Illinois,L,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
May 8,home,Frontier,W,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,,2019,2018-19,div1,Lake Land,lakelandcollege,mitchrhoadesr1eh,Mitch Rhoades
