date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 7,away,LSU Eunice,L,17-0,17,17,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Feb 8,away,LSU Eunice,L,10-0,10,10,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Feb 9,away,LSU Eunice,L,18-0,18,18,1,0,1,0,3.0,8,14,3,9.00,6,,1,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Feb 25,away,Fontbonne,,,,,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Feb 25,away,Fontbonne,,,,,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 4,home,Fontbonne,,,,,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 4,home,Fontbonne,,,,,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 11,home,Jefferson (MO),L,4-0,4,4,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 11,home,Jefferson (MO),L,20-1,20,20,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 13,away,Jefferson (MO),L,11-2,11,11,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 13,away,Jefferson (MO),W,9-3,9,9,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 15,away,Delgado,L,3-2,3,3,1,0,1,0,6.0,9,3,3,4.50,4,3,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 15,away,Delgado,L,10-0,10,10,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 16,away,Delgado,L,14-1,14,14,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 20,home,Three Rivers,L,7-1,7,7,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 20,home,Three Rivers,W,9-8,9,9,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 22,away,Three Rivers,L,6-5,6,6,1,0,1,0,6.0,8,6,6,9.00,2,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 22,away,Three Rivers,L,12-9,12,12,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 25,home,Lewis & Clark,W,12-3,12,12,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 25,home,Lewis & Clark,W,8-6,8,8,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 28,away,Crowder,L,7-2,7,7,1,0,0,0,6.2,6,6,6,8.10,2,2,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 29,away,Crowder,L,2-1,2,2,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 29,away,Crowder,L,12-2,12,12,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Mar 30,away,Crowder,L,14-6,14,14,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 1,away,Kaskaskia,L,12-2,12,12,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 1,away,Kaskaskia,L,11-3,11,11,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 3,away,St. Louis,L,6-5,6,6,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 3,away,St. Louis,W,16-12,16,16,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 5,home,St. Louis,L,11-1,11,11,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 5,home,St. Louis,W,8-5,8,8,1,0,0,0,8.0,7,5,3,3.38,4,5,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 10,home,North Central Missouri,L,7-4,7,7,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 10,home,North Central Missouri,W,10-9,10,10,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 12,away,North Central Missouri,L,7-1,7,7,1,0,1,0,5.0,8,6,4,7.20,4,10,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 12,away,North Central Missouri,L,19-9,19,19,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
Apr 15,away,Southwestern Illinois,L,11-10,11,11,,,,,,,,,,,,,2014,2013-14,div1,St. Charles,stcharlescommunitycollege,scotthuesemanntuok,Scott Huesemann
