date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 8,home,Southwestern,L,12-2,12,12,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 8,home,Southwestern,W,11-9,11,11,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 9,home,Southwestern,W,11-1,11,11,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 9,home,Southwestern,W,9-2,9,9,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 12,home,Ottawa University JV,W,10-0,10,10,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 12,home,Ottawa University JV,W,11-1,11,11,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 21,home,Bryant & Stratton College (WI),,,,,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 21,home,Bryant & Stratton College (WI),,,,,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 26,home,North Central Missouri,L,14-10,14,14,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 26,home,North Central Missouri,W,8-3,8,8,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 27,home,North Central Missouri,W,16-6,16,16,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Feb 27,home,North Central Missouri,W,18-8,18,18,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Mar 1,home,Labette,W,7-3,7,7,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Mar 1,home,Labette,W,6-2,6,6,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Mar 3,away,Labette,W,3-1,3,3,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Mar 3,away,Labette,W,11-6,11,11,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Mar 8,away,Highland (KS),W,11-6,11,11,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Mar 8,away,Highland (KS),L,8-6,8,8,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Mar 10,home,Highland (KS),W,7-4,7,7,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Mar 10,home,Highland (KS),L,5-2,5,5,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
Mar 15,home,Neosho County,W,14-4,14,14,,,,,,,,,,,,,2018,2017-18,div1,Allen County,allencountycommunitycollege,enyelsantanaixs8,Enyel Santana
