date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 31,home,vs. South Mountain,L,12-5,12,12,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Jan 31,home,vs. South Mountain,L,10-7,10,10,0,0,0,0,2.0,2,3,3,13.50,1,1,1,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Feb 1,home,vs. South Mountain,W,7-4,7,7,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Feb 1,home,vs. South Mountain,W,14-13,14,14,0,0,0,0,1.1,2,1,1,6.75,,1,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Feb 7,away,GateWay (AZ),W,8-1,8,8,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Feb 8,home,vs. South Mountain,W,10-4,10,10,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Feb 8,home,vs. Central Arizona,W,9-2,9,9,0,0,0,0,2.0,,2,1,4.50,2,1,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Feb 9,home,vs. Yavapai,L,11-3,11,11,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Feb 14,home,vs. Okanagan College,W,4-1,4,4,0,0,0,1,4.0,2,0,0,0.00,1,5,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Feb 14,home,vs. Prairie Baseball Academy,W,14-4,14,14,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Feb 15,home,vs. Okanagan College,W,7-5,7,7,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
Feb 16,home,vs. Prairie Baseball Academy,W,11-5,11,11,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,spencerjonesx8hf,Spencer Jones
