date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 3,away,Lawson State,W,8-3,8,8,1,0,0,0,3.0,3,0,0,0.00,1,1,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 6,home,vs. St. Johns River State,L,12-6,12,12,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 7,away,Gulf Coast State,L,9-1,9,9,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 8,home,vs. Andrew,W,11-1,11,11,0,0,0,0,2.0,,,,0.00,1,2,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 11,home,Northwest Florida State,W,3-2,3,3,0,0,0,0,1.2,2,,,0.00,,2,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 13,home,Calhoun,W,2-1,2,2,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 13,home,Calhoun,L,4-0,4,4,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 14,home,Andrew,L,3-2,3,3,0,0,0,0,2.2,3,,,0.00,1,2,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 14,home,Andrew,W,3-0,3,3,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 20,home,Enterprise State,W,4-0,4,4,1,1,0,0,6.0,6,0,0,0.00,3,6,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 20,home,Enterprise State,W,3-2,3,3,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 21,away,Chipola,L,10-5,10,10,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 27,home,Wallace-Dothan,W,4-3,4,4,0,0,0,0,5.2,1,,,0.00,1,8,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 27,home,Central Alabama,W,9-2,9,9,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 28,home,Central Alabama,L,6-1,6,6,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Feb 28,home,Lawson State,W,8-4,8,8,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 4,away,Wallace-Selma,W,9-5,9,9,1,1,0,0,7.0,5,2,2,2.57,2,2,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 4,away,Wallace-Selma,W,6-4,6,6,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 8,away,Huntington College JV,W,4-1,4,4,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 10,home,Coastal Alabama - Monroeville,W,9-4,9,9,1,1,0,0,5.2,6,4,4,6.35,2,1,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 10,home,Coastal Alabama - Monroeville,L,10-3,10,10,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 15,away,Coastal Alabama - Monroeville,W,4-2,4,4,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 15,away,Coastal Alabama - Monroeville,W,13-2,13,13,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 18,away,Coastal Alabama - Bay Minette,W,13-8,13,13,1,1,0,0,5.0,5,3,2,3.60,2,2,1,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 18,away,Coastal Alabama - Bay Minette,L,5-0,5,5,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 20,home,Coastal Alabama - Bay Minette,L,7-2,7,7,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 20,home,Coastal Alabama - Bay Minette,W,4-2,4,4,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 26,away,Enterprise State,W,5-3,5,5,1,1,0,0,8.0,7,3,3,3.38,2,7,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 26,away,Enterprise State,W,7-3,7,7,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 28,home,Enterprise State,W,7-4,7,7,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Mar 28,home,Enterprise State,W,4-0,4,4,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 2,home,Wallace-Dothan,W,5-0,5,5,1,1,0,0,8.0,1,0,0,0.00,2,4,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 2,home,Wallace-Dothan,L,12-8,12,12,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 4,away,Wallace-Dothan,L,4-3,4,4,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 4,away,Wallace-Dothan,L,9-4,9,9,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 7,home,Faulkner JV,W,10-0,10,10,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 8,home,Bishop State,L,4-2,4,4,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 8,home,Bishop State,W,5-2,5,5,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 9,away,Bishop State,W,6-4,6,6,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 9,away,Bishop State,W,11-6,11,11,1,1,0,0,5.0,1,3,2,3.60,3,3,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 16,home,Coastal Alabama - Brewton,W,10-0,10,10,1,1,0,0,5.0,4,0,0,0.00,1,6,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
Apr 16,home,Coastal Alabama - Brewton,W,7-6,7,7,,,,,,,,,,,,,2015,2014-15,div1,Lurleen B. Wallace,lurleenbwallacecommunitycollege,kadesutherr3f1,Kade Suther
