date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 24  #,home,vs. Three Rivers,,,,,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 6,away,Wallace State,L,6-5,6,6,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 6,away,Wallace State,T,6-6,6,6,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 9,away,Northwest Mississippi,L,6-4,6,6,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 9,away,Northwest Mississippi,W,10-4,10,10,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 13,home,Snead State,W,19-9,19,19,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 13,home,Snead State,W,6-2,6,6,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 16,home,vs. Wallace-Dothan,L,4-2,4,4,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 17,home,vs. Gordon State,W,8-7,8,8,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 17,away,Chipola,L,3-1,3,3,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 18,away,Chipola,W,12-8,12,12,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 20,home,Itawamba,L,11-5,11,11,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 20,home,Itawamba,L,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 23,home,Motlow State,W,7-5,7,7,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 25,home,Frontier,W,9-6,9,9,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 26,home,Frontier,W,3-2,3,3,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Feb 26,home,Frontier,W,8-1,8,8,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
Mar 3,home,Volunteer State,L,6-2,6,6,,,,,,,,,,,,,2018,2017-18,div1,Columbia State,columbiastatecommunitycollege,blakedutton8kw0,Blake Dutton
