date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,home,Northwest Florida State,,,,,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 1,home,Northwest Florida State,,,,,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 3,home,Flagler College JV,W,13-5,13,13,0,0,0,0,0.0,0,0,0,0.00,0,0,0,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 5,home,vs. Hillsborough,T,0-0,0,0,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 8,away,Polk State,W,9-7,9,9,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 10,away,Flagler College JV,W,3-1,3,3,0,0,0,0,0.0,0,0,0,0.00,0,0,0,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 11,home,Polk State,L,6-0,6,6,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 12,home,Hillsborough,L,4-2,4,4,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 19,home,Eastern Florida State,L,10-4,10,10,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 20,home,CCBC Catonsville,W,10-0,10,10,,,,,,,,,,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 21,away,South Florida State,W,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 22,home,CCBC Catonsville,L,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 24,away,Eastern Florida State,W,5-2,5,5,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Feb 28,home,Rollins College JV,W,9-0,9,9,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 5,home,Lake-Sumter State,L,5-3,5,5,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 7,away,Lake-Sumter State,W,5-3,5,5,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 8,home,Lake-Sumter State,W,4-3,4,4,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 10,home,South Florida State,L,14-5,14,14,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 15,away,Santa Fe,W,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 19,away,Santa Fe,L,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 21,home,Florida State Jacksonville,W,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 22,away,Florida State Jacksonville,L,7-3,7,7,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 24,home,Florida State Jacksonville,W,2-0,2,2,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 26,home,Santa Fe,L,14-2,14,14,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 28,away,St. Johns River State,L,9-6,9,9,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 30,home,St. Johns River State,W,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Mar 31,away,St. Johns River State,L,9-4,9,9,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Apr 2,home,Central Florida,L,8-4,8,8,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Apr 4,away,Central Florida,L,11-5,11,11,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Apr 5,home,Central Florida,W,7-3,7,7,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Apr 9,away,Seminole State (FL),W,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
Apr 11,home,Seminole State (FL),W,2-1,2,2,0,0,0,0,0.0,,,,0.00,,,,2014,2013-14,div1,Daytona State,daytonastatecollege,mattsalibagzyn,Matt Saliba
