date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 27,home,vs. State College of Florida,W,6-4,6,6,0,1,0,0,2.2,,,,0.00,1,2,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Jan 28,away,Florida SouthWestern State,W,7-3,7,7,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Jan 29,home,vs. Broward,W,9-1,9,9,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 3,home,Walters State,W,6-5,6,6,0,0,0,0,3.0,5,3,2,6.00,1,3,1,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 3,home,San Jacinto,L,6-0,6,6,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 4,home,San Jacinto,W,8-0,8,8,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 10,home,vs. Florence-Darlington Tech,W,7-2,7,7,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 11,home,vs. Miami Dade,W,11-1,11,11,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 11,home,vs. Miami Dade,L,7-2,7,7,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 12,away,St. Johns River State,L,2-1,2,2,0,0,1,0,1.0,,1,1,9.00,2,2,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 16,home,Gordon State,W,14-7,14,14,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 17,home,Gordon State,W,4-3,4,4,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 18,home,Columbia State,W,6-1,6,6,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 18,home,Columbia State,W,13-3,13,13,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 19,home,Columbia State,W,9-3,9,9,1,1,0,0,4.0,5,2,2,4.50,2,3,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 24,home,Shelton State,W,7-1,7,7,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 24,home,State College of Florida,W,7-3,7,7,0,0,0,0,2.0,,,,0.00,1,3,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 25,home,St. Johns River State,W,12-5,12,12,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Feb 26,home,Shelton State,W,13-3,13,13,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Mar 3,home,Grand Rapids,W,10-0,10,10,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Mar 4,home,LSU Eunice,L,9-2,9,9,0,0,0,0,0.1,2,4,4,108.00,2,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Mar 5,home,LSU Eunice,W,3-0,3,3,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Mar 5,home,Grand Rapids,W,19-1,19,19,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Mar 7,away,Tallahassee,W,16-5,16,16,0,0,0,0,1.0,3,2,2,18.00,,2,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Mar 9,away,Tallahassee,W,9-1,9,9,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Mar 11,home,Tallahassee,W,16-1,16,16,0,1,0,0,4.0,1,1,,0.00,1,4,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Mar 11,home,Tallahassee,W,9-7,9,9,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Mar 14,home,Pensacola State,W,8-0,8,8,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
Mar 16,home,Pensacola State,W,10-0,10,10,,,,,,,,,,,,,2017,2016-17,div1,Chipola,chipolacollege,ryanshaugerykap,Ryan Shauger
