date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 28,home,Stillman JV,W,1-0,1,1,,,,,,,,,,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 2,home,vs. Chattahoochee Valley,L,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 3,away,Gulf Coast State,L,12-2,12,12,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 3,home,vs. Gordon State,W,7-6,7,7,1,0,0,0,4.0,3,3,2,4.50,1,2,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 8,home,Jefferson (MO),T,4-4,4,4,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 9,home,Jefferson (MO),L,10-0,10,10,,,,,,,,,,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 9,home,Jackson State,L,7-2,7,7,,,,,,,,,,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 17,away,Coastal Alabama - Brewton,W,10-8,10,10,1,1,0,0,6.0,6,3,3,4.50,1,5,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 19,home,Frontier,L,5-1,5,5,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 19,home,Frontier,T,2-2,2,2,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 20,home,Frontier,,,,,,,,,,,,,,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 20,home,East Central (MS),L,10-4,10,10,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 20,home,East Central (MS),L,5-2,5,5,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 23,home,Spoon River,L,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 23,home,Spoon River,W,7-0,7,7,1,1,0,0,7.0,2,0,0,0.00,3,11,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 24,home,Spoon River,W,2-1,2,2,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 24,home,Spoon River,W,5-4,5,5,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
Feb 27,away,Meridian,L,13-2,13,13,0,0,0,0,0.0,,,,0.00,,,,2018,2017-18,div1,Bevill State,bevillstatecommunitycollege,codymordecai2zt3,Cody Mordecai
