date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 5,home,Motlow State,L,4-2,4,4,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 6,home,Volunteer State,W,2-1,2,2,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 6,home,Volunteer State,W,7-4,7,7,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 7,home,Volunteer State,L,4-2,4,4,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 7,home,Volunteer State,W,5-4,5,5,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 13,home,Wabash Valley,W,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 13,home,Wabash Valley,L,7-1,7,7,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 14,home,Wabash Valley,L,7-5,7,7,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 14,home,Wabash Valley,L,6-0,6,6,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 19,away,Southeastern,L,4-3,4,4,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 19,home,vs. Coastal Alabama - Bay Minette,W,9-1,9,9,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 20,home,vs. Coastal Alabama - Bay Minette,W,5-3,5,5,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 20,home,Baton Rouge,W,9-5,9,9,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 26,away,Coastal Alabama - Bay Minette,W,14-9,14,14,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 27,away,Coastal Alabama - Bay Minette,W,8-6,8,8,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Feb 27,away,Coastal Alabama - Bay Minette,W,11-4,11,11,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 2,home,Columbia State,L,7-5,7,7,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 2,home,Columbia State,W,6-2,6,6,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 5,home,vs. Hinds,W,5-1,5,5,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 8,away,Georgia Highlands,W,4-2,4,4,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 8,away,Georgia Highlands,L,6-3,6,6,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 9,home,Northeast Mississippi,L,7-2,7,7,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 9,home,Northeast Mississippi,W,4-1,4,4,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 15,away,Motlow State,W,12-5,12,12,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 17,away,Calhoun,W,5-2,5,5,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 17,away,Calhoun,W,8-6,8,8,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 19,home,Calhoun,W,10-2,10,10,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 19,home,Calhoun,W,2-1,2,2,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 24,away,Lawson State,W,7-3,7,7,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 24,away,Lawson State,L,11-1,11,11,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 26,home,Lawson State,L,15-13,15,15,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 26,home,Lawson State,W,7-1,7,7,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 31,home,Snead State,L,8-4,8,8,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Mar 31,home,Snead State,W,3-2,3,3,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 2,away,Snead State,W,7-1,7,7,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 2,away,Snead State,L,4-0,4,4,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 7,home,Southern Union State,L,8-1,8,8,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 7,home,Southern Union State,L,7-5,7,7,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 9,away,Southern Union State,L,13-7,13,13,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 9,away,Southern Union State,W,3-1,3,3,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 12,away,Volunteer State,W,10-4,10,10,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 13,away,Columbia State,L,5-3,5,5,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 13,away,Columbia State,W,13-3,13,13,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 21,home,Marion Military,L,8-1,8,8,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 21,home,Marion Military,W,4-2,4,4,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 23,away,Marion Military,W,14-3,14,14,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 23,away,Marion Military,L,11-3,11,11,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 29,away,Central Alabama,W,14-4,14,14,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 29,away,Central Alabama,W,10-8,10,10,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 30,home,Central Alabama,W,10-0,10,10,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
Apr 30,home,Central Alabama,L,2-1,2,2,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
May 5,away,Shelton State,L,7-3,7,7,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
May 5,away,Shelton State,L,6-3,6,6,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
May 7,home,Shelton State,W,12-8,12,12,,,,,,,,,,,,,2016,2015-16,div1,Wallace State,wallacestatecommunitycollegehancevil,blakeheltonrq4f,Blake Helton
