date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 29,home,Grayson,L,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Jan 30,away,Grayson,L,18-2,18,18,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Jan 30,away,Grayson,L,7-5,7,7,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 1,away,Murray State,L,15-5,15,15,,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 5,away,Eastern Oklahoma State,W,8-7,8,8,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 5,away,Eastern Oklahoma State,W,9-7,9,9,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 6,home,Eastern Oklahoma State,W,10-9,10,10,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 6,home,Eastern Oklahoma State,L,5-3,5,5,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 9,away,Dallas College - Eastfield,W,10-8,10,10,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 12,home,Hill,W,5-0,5,5,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 13,home,Cowley,W,8-1,8,8,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 13,home,Cowley,L,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 19,away,Hill,W,6-1,6,6,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 19,away,Hill,W,10-2,10,10,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 25,home,North Central Texas,L,5-1,5,5,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 25,home,North Central Texas,W,4-0,4,4,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 27,away,North Central Texas,W,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
Feb 27,away,North Central Texas,L,4-0,4,4,,,,,,,,,,,,,2016,2015-16,div1,Paris,parisjuniorcollege,rubenrodriguezsemw,Ruben Rodriguez
