date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 3,away,Jackson State,L,7-6,7,7,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 6,away,Volunteer State,W,8-3,8,8,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 6,away,Volunteer State,W,8-5,8,8,1,1,0,0,5.0,4,2,2,3.60,3,1,1,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 10,home,Jackson State,W,15-5,15,15,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 10,home,Jackson State,W,11-0,11,11,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 13,home,Volunteer State,,,,,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 13,home,Volunteer State,,,,,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 17,home,Roane State,,,,,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 17,home,Roane State,,,,,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 20,away,Cleveland State,W,8-3,8,8,1,1,0,0,5.1,2,3,3,5.06,3,2,1,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 20,away,Cleveland State,W,13-12,13,13,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 24,away,Columbia State,W,10-8,10,10,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Feb 24,away,Columbia State,W,9-0,9,9,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 4,away,Walters State,L,5-1,5,5,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 4,away,Walters State,L,11-4,11,11,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 6,home,Roane State,W,9-3,9,9,1,1,0,0,5.1,5,3,3,5.06,3,3,1,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 6,home,Roane State,W,5-2,5,5,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 10,away,Roane State,L,4-2,4,4,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 10,away,Roane State,W,7-1,7,7,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 13,home,Roane State,W,12-11,12,12,1,0,0,0,6.1,14,7,6,8.53,1,3,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 14,away,Cleveland State,L,4-3,4,4,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 14,away,Cleveland State,L,7-4,7,7,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 19,home,Cleveland State,L,10-0,10,10,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 19,home,Cleveland State,W,4-2,4,4,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 20,home,Columbia State,W,9-0,9,9,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 22,away,Columbia State,W,11-3,11,11,1,1,0,0,5.0,6,3,3,5.40,3,8,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 30,away,Chattanooga State,L,6-1,6,6,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 30,away,Chattanooga State,L,4-3,4,4,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 31,home,Chattanooga State,W,10-3,10,10,1,1,0,0,6.0,7,3,2,3.00,3,4,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Mar 31,home,Chattanooga State,L,12-7,12,12,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 3,away,Walters State,L,9-1,9,9,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 3,away,Walters State,L,7-0,7,7,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 7,home,Walters State,,,,,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 7,home,Walters State,,,,,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 10,away,Roane State,,,,,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 10,away,Roane State,,,,,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 15,home,Cleveland State,W,8-3,8,8,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 15,home,Cleveland State,L,7-6,7,7,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 17,home,Columbia State,W,9-0,9,9,1,0,1,0,3.0,7,8,8,24.00,2,2,3,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 17,home,Columbia State,W,9-0,9,9,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 21,away,Chattanooga State,W,8-6,8,8,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 21,away,Chattanooga State,L,13-4,13,13,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 23,home,Walters State,W,10-4,10,10,1,1,0,0,6.0,5,4,2,3.00,4,8,1,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 23,home,Walters State,L,8-4,8,8,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
Apr 30,away,Chattanooga State,W,13-7,13,13,1,0,0,0,3.1,2,4,4,10.80,6,2,1,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
May 1,away,Chattanooga State,W,6-3,6,6,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
May 10,away,Dyersburg State,L,8-7,8,8,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
May 12,home,vs. Walters State,L,3-1,3,3,,,,,,,,,,,,,2021,2020-21,div1,Motlow State,motlowstatecommunitycollege,reecemilamjdis,Reece Milam
