date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 31,away,Gulf Coast State,W,7-6,7,7,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 1,home,vs. St. Johns River State,L,3-2,3,3,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 1,home,vs. Wallace State,L,12-7,12,12,0,0,0,0,1.1,2,3,3,20.25,3,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 2,home,vs. Chattahoochee Valley,L,9-4,9,9,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 6,away,Thomas University JV,W,12-1,12,12,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 6,away,Thomas University JV,W,6-1,6,6,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 9,home,vs. Enterprise State,W,6-1,6,6,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 9,away,Lurleen B. Wallace,L,3-2,3,3,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 14,away,Wallace-Dothan,L,4-0,4,4,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 14,away,Wallace-Dothan,L,2-0,2,2,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 15,away,Chattahoochee Valley,L,8-7,8,8,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 16,home,Marion Military,L,3-2,3,3,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 16,home,Marion Military,L,10-5,10,10,0,0,0,0,3.2,8,3,2,4.91,,1,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 18,home,Wallace-Dothan,W,11-10,11,11,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 20,home,LaGrange College JV,W,7-3,7,7,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 23,away,Enterprise State,,,,,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 23,away,Enterprise State,,,,,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 27,away,LaGrange College JV,L,9-5,9,9,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Feb 27,away,LaGrange College JV,W,9-1,9,9,0,0,0,0,1.0,1,,,0.00,1,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 2,home,Chattahoochee Valley,L,11-1,11,11,0,0,0,0,1.0,1,1,1,9.00,1,1,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 5,home,West Georgia Tech,W,7-6,7,7,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 8,away,West Georgia Tech,L,6-5,6,6,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 9,away,West Georgia Tech,W,8-2,8,8,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 9,away,West Georgia Tech,W,6-5,6,6,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 13,home,Thomas University JV,L,11-8,11,11,0,0,0,0,2.0,6,3,3,13.50,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 13,home,Thomas University JV,W,11-5,11,11,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 14,home,Mineral Area,W,9-2,9,9,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 14,home,Mineral Area,L,5-3,5,5,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 19,away,Abraham Baldwin,L,6-1,6,6,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 21,home,Abraham Baldwin,W,7-4,7,7,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 22,home,Abraham Baldwin,W,9-5,9,9,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 22,home,Abraham Baldwin,W,5-3,5,5,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 26,away,Darton State,L,9-3,9,9,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 29,home,Darton State,L,12-6,12,12,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 30,home,Darton State,L,7-2,7,7,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Mar 30,home,Darton State,L,5-0,5,5,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Apr 2,away,Gordon State,L,4-1,4,4,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Apr 6,home,Gordon State,L,7-1,7,7,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
Apr 6,home,Gordon State,L,7-5,7,7,,,,,,,,,,,,,2013,2012-13,div1,Andrew,andrewcollege,corystevens1x9q,Cory Stevens
