date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 31,home,vs. South Mountain,L,12-5,12,12,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Jan 31,home,vs. South Mountain,L,10-7,10,10,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 1,home,vs. South Mountain,W,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 1,home,vs. South Mountain,W,14-13,14,14,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 7,away,GateWay (AZ),W,8-1,8,8,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 8,home,vs. South Mountain,W,10-4,10,10,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 8,home,vs. Central Arizona,W,9-2,9,9,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 9,home,vs. Yavapai,L,11-3,11,11,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 14,home,vs. Okanagan College,W,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 14,home,vs. Prairie Baseball Academy,W,14-4,14,14,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 15,home,vs. Okanagan College,W,7-5,7,7,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 16,home,vs. Prairie Baseball Academy,W,11-5,11,11,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 21,home,Treasure Valley,W,8-0,8,8,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 21,home,Treasure Valley,W,20-1,20,20,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 22,home,Treasure Valley,W,12-2,12,12,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 22,home,Treasure Valley,W,6-0,6,6,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 27,home,Colorado Northwestern,W,9-2,9,9,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 28,home,Colorado Northwestern,W,5-4,5,5,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 28,home,Colorado Northwestern,W,4-0,4,4,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Feb 29,home,Colorado Northwestern,W,5-4,5,5,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Mar 5,away,Southern Idaho,W,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Mar 6,away,Southern Idaho,W,2-1,2,2,,,,,,,,,,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Mar 6,away,Southern Idaho,L,5-4,5,5,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
Mar 7,away,Southern Idaho,W,8-2,8,8,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Salt Lake,saltlakecommunitycollege,paytonfreemangiaj,Payton Freeman
