date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 14,home,vs. Southeastern,L,10-3,10,10,1,0,1,0,6.0,10,10,7,10.50,0,6,1,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Feb 14,home,vs. Connors State,W,3-2,3,3,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Feb 27,away,Marion Military,W,3-2,3,3,1,1,0,0,7.0,3,2,1,1.29,0,4,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Feb 27,away,Marion Military,L,10-5,10,10,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Feb 28,away,Marion Military,W,7-6,7,7,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Feb 28,away,Marion Military,L,2-1,2,2,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 11,home,vs. Southeastern,W,7-5,7,7,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 11,home,vs. Southeastern,L,6-4,6,6,1,0,1,0,5.0,9,5,4,7.20,1,2,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 16,home,vs. Olney Central,W,9-2,9,9,1,1,0,0,8.0,6,2,1,1.13,1,5,1,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 16,home,vs. Olney Central,W,5-3,5,5,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 18,away,Heartland,L,7-5,7,7,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 20,away,Kaskaskia,L,9-8,9,9,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 21,home,Kaskaskia,W,1-0,1,1,1,1,0,0,9.0,3,0,0,0.00,1,9,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 21,home,Kaskaskia,W,6-4,6,6,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 25,home,Lincoln Trail,W,5-4,5,5,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 28,away,Rend Lake,L,6-1,6,6,1,0,1,0,7.0,5,5,3,3.86,3,2,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 28,away,Rend Lake,W,4-1,4,4,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 29,home,Rend Lake,L,13-3,13,13,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Mar 31,away,ROBERT MORRIS COLLEGE,W,7-2,7,7,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 4,home,Southeastern Illinois,W,10-0,10,10,1,1,0,0,7.0,4,0,0,0.00,2,9,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 4,home,Southeastern Illinois,W,4-2,4,4,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 6,away,Southeastern Illinois,W,12-2,12,12,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 10,home,John A. Logan,L,5-0,5,5,1,0,1,0,7.0,5,3,2,2.57,3,7,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 11,away,John A. Logan,L,6-1,6,6,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 11,away,John A. Logan,L,3-2,3,3,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 12,home,Wabash Valley,L,5-4,5,5,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 14,away,Lincoln Trail,W,8-6,8,8,1,1,0,0,8.0,6,6,4,4.50,3,6,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 14,away,Lincoln Trail,L,4-2,4,4,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 16,away,Shawnee,L,12-6,12,12,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 18,home,Shawnee,W,5-2,5,5,1,1,0,0,8.0,8,1,0,0.00,1,14,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 18,home,Shawnee,W,2-0,2,2,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 21,home,ROBERT MORRIS COLLEGE,W,8-3,8,8,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 22,away,Wabash Valley,L,9-2,9,9,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 22,away,Wabash Valley,L,6-5,6,6,,,,,,,,,,,,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
Apr 23,home,Southwestern Illinois,L,11-2,11,11,1,0,1,0,6.1,9,9,6,8.53,5,6,,2015,2014-15,div1,Lake Land,lakelandcollege,addisonrussl7mj,Addison Russ
