date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 6  #,home,Intersquad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Sep 7  #,home,Intersquad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Sep 12  #,home,Intersquad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Sep 13  #,home,Intersquad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Sep 19  #,home,Rocky Mountain High School,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Sep 26  #,home,Intersquad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Sep 27  #,home,Intersquad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Oct 3  #,home,Intersquad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Oct 4  #,home,Intersquad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Oct 10  #,home,Inter-squad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Oct 11  #,home,Inter-squad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Oct 17  #,home,Intersquad,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Feb 20,away,Barton,L,9-1,9,9,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Feb 20,away,Barton,L,11-10,11,11,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Feb 21,away,Barton,L,14-4,14,14,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Feb 21,away,Barton,L,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Mar 1,home,Miles,L,13-11,13,13,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Mar 1,home,Miles,L,11-1,11,11,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Mar 2,home,Miles,W,13-6,13,13,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Mar 2,home,Miles,W,12-4,12,12,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Mar 6,away,Otero,W,13-6,13,13,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Mar 6,away,Otero,W,9-2,9,9,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Mar 7,away,Otero,W,7-5,7,7,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Mar 7,away,Otero,L,8-6,8,8,0,0,0,0,0.0,,,,0.00,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
Mar 9,home,Miles,L,15-8,15,15,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,jtcafferty5zfk,JT Cafferty
