date,location,opponent,result,score,team_score,opp_score,GS,W,L,SV,IP,H,R,ER,ERA,BB,K,HR,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Oct 26  #,home,ASA Miami,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Jan 29,home,Palm Beach State,L,7-5,7,7,0,0,0,0,3.0,1,,,0.00,1,1,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 1,home,vs. ASA Miami,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 1,home,Chipola,L,4-0,4,4,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 1,home,vs. State College of Florida,L,6-2,6,6,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 5,away,Florida SouthWestern State,L,6-5,6,6,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 7,home,Hillsborough,W,6-2,6,6,0,0,0,0,2.0,3,1,1,4.50,1,2,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 8,home,Hillsborough,L,5-4,5,5,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 12,home,Florida SouthWestern State,L,11-1,11,11,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 13,away,State College of Florida,L,12-2,12,12,0,0,0,0,2.0,1,1,1,4.50,1,1,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 16,home,Lake-Sumter State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 18,home,State College of Florida,W,10-2,10,10,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 19,away,Indian River State,L,4-1,4,4,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 21,home,Indian River State,W,4-2,4,4,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 22,away,Indian River State,W,10-8,10,10,0,0,0,0,1.2,,2,2,10.80,3,3,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 26,away,Palm Beach State,W,11-1,11,11,0,0,0,0,0.0,,,,0.00,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 28,home,Palm Beach State,W,7-2,7,7,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Feb 29,away,Palm Beach State,L,9-2,9,9,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Mar 4,home,Miami Dade,L,11-1,11,11,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Mar 6,away,Miami Dade,W,4-2,4,4,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Mar 7,home,vs. Miami Dade,W,10-9,10,10,0,0,0,0,2.0,,,,0.00,1,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Mar 8,home,ASA Miami,L,6-5,6,6,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Mar 13,home,ASA Miami,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Mar 16,home,Montreal Laflèche Collège,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Mar 18,home,Eastern Florida State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Mar 20,away,Eastern Florida State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Mar 21,away,Eastern Florida State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Mar 31,away,Palm Beach State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 1,home,Palm Beach State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 3,home,Palm Beach State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 4,away,Palm Beach State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 7,home,vs. Miami Dade,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 8,away,Miami Dade,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 10,home,vs. Miami Dade,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 11,away,Miami Dade,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 14,home,ASA Miami,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 16,home,ASA Miami,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 18,away,Lake-Sumter State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 21,home,Eastern Florida State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 22,away,Eastern Florida State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 24,home,Eastern Florida State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
Apr 25,home,Eastern Florida State,,,,,,,,,,,,,,,,,2020,2019-20,div1,Broward,browardcollege,brandoncruzg99t,Brandon Cruz
