season,njcaa_division,team,team_id,location,opponent,result,score,game_id,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Florida State Jacksonville,L,3-1,20200205_pjon,1.0,0.0,1.0,0.0,8.3,9.0,3.0,3.0,6.0,8.0,1.0,0.0,3.253,156.0,1.807,9.759,1.084,6.506,8.675,1.333,3.253
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Florida State Jacksonville,L,7-2,20200219_5ygm,1.0,0.0,1.0,0.0,7.299999999999999,9.0,7.0,5.0,7.0,2.0,0.0,0.0,6.164,83.0,2.192,11.096,0.0,8.63,2.466,0.286,8.63
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Morton,W,11-4,20200301_2lfy,1.0,1.0,0.0,0.0,7.0,8.0,4.0,4.0,4.0,6.0,0.0,1.0,5.143,99.0,1.714,10.286,0.0,5.143,7.714,1.5,5.143
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Morton,W,8-4,20200301_petr,1.0,1.0,0.0,1.0,6.3,10.0,4.0,4.0,2.0,5.0,0.0,1.0,5.714,89.0,1.905,14.286,0.0,2.857,7.143,2.5,5.714
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Santa Fe,L,12-2,20200214_9fmk,1.0,0.0,0.0,0.0,7.3,11.0,12.0,5.0,4.0,8.0,1.0,,6.164,83.0,2.055,13.562,1.233,4.932,9.863,2.0,14.795
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,11-2,20200202_c93u,1.0,0.0,1.0,0.0,4.6,9.0,10.0,9.0,7.0,7.0,3.0,0.0,17.609,29.0,3.478,17.609,5.87,13.696,13.696,1.0,19.565
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,5-1,20200130_fcep,1.0,0.0,1.0,0.0,4.9,8.0,5.0,4.0,7.0,9.0,0.0,0.0,7.347,69.0,3.061,14.694,0.0,12.857,16.531,1.286,9.184
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,5-3,20200130_881n,1.0,0.0,1.0,0.0,7.0,7.0,5.0,3.0,6.0,5.0,1.0,0.0,3.857,132.0,1.857,9.0,1.286,7.714,6.429,0.833,6.429
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,St. Johns River State,L,9-1,20200202_qxzz,1.0,0.0,1.0,0.0,6.0,10.0,9.0,8.0,5.0,3.0,2.0,0.0,12.0,42.0,2.5,15.0,3.0,7.5,4.5,0.6,13.5
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,L,8-7,20200306_pji2,1.0,0.0,1.0,0.0,7.3,14.0,8.0,5.0,4.0,2.0,0.0,0.0,6.164,83.0,2.466,17.26,0.0,4.932,2.466,0.5,9.863
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Tallahassee,W,10-9,20200229_k058,1.0,1.0,0.0,0.0,9.0,11.0,9.0,7.0,8.0,6.0,0.0,1.0,7.0,73.0,2.111,11.0,0.0,8.0,6.0,0.75,9.0
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,11-1,20200210_u6tk,1.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,,0.6,3.6,0.0,1.8,10.8,6.0,1.8
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,12-2,20200210_h7ox,1.0,1.0,0.0,0.0,5.3,2.0,2.0,2.0,6.0,8.0,0.0,1.0,3.396,150.0,1.509,3.396,0.0,10.189,13.585,1.333,3.396
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,18-4,20200309_n7l3,1.0,1.0,0.0,0.0,7.0,8.0,4.0,2.0,2.0,12.0,1.0,1.0,2.571,198.0,1.429,10.286,1.286,2.571,15.429,6.0,5.143
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Thomas University JV,W,5-1,20200309_ov3r,1.0,1.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,,0.714,6.429,0.0,0.0,9.0,,1.286
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Wallace-Dothan,L,10-0,20200208_shy3,1.0,0.0,1.0,0.0,7.0,8.0,10.0,10.0,4.0,6.0,1.0,0.0,12.857,40.0,1.714,10.286,1.286,5.143,7.714,1.5,12.857
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Wallace-Dothan,L,19-6,20200212_n6yk,1.0,0.0,1.0,0.0,7.6,17.0,19.0,15.0,8.0,8.0,2.0,0.0,17.763,29.0,3.289,20.132,2.368,9.474,9.474,1.0,22.5
2020,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,home,Wallace-Dothan,W,8-4,20200208_0wht,1.0,1.0,0.0,0.0,7.0,8.0,4.0,4.0,2.0,7.0,1.0,1.0,5.143,99.0,1.429,10.286,1.286,2.571,9.0,3.5,5.143
2020,div1,Allen County,allencountycommunitycollege,home,Carl Albert State,L,12-10,20200216_f8gm,0.0,0.0,1.0,0.0,5.4,13.0,12.0,11.0,3.0,7.0,1.0,0.0,18.333,28.0,2.963,21.667,1.667,5.0,11.667,2.333,20.0
2020,div1,Allen County,allencountycommunitycollege,home,Carl Albert State,L,13-3,20200215_dcwb,0.0,0.0,1.0,0.0,5.2,14.0,13.0,13.0,1.0,3.0,0.0,0.0,22.5,23.0,2.885,24.231,0.0,1.731,5.192,3.0,22.5
2020,div1,Allen County,allencountycommunitycollege,home,Carl Albert State,L,13-5,20200216_2pf5,0.0,0.0,1.0,0.0,6.0,13.0,13.0,6.0,3.0,10.0,1.0,0.0,9.0,57.0,2.667,19.5,1.5,4.5,15.0,3.333,19.5
2020,div1,Allen County,allencountycommunitycollege,home,Carl Albert State,W,7-3,20200215_nv66,0.0,1.0,0.0,1.0,7.0,7.0,3.0,3.0,1.0,3.0,1.0,1.0,3.857,132.0,1.143,9.0,1.286,1.286,3.857,3.0,3.857
2020,div1,Allen County,allencountycommunitycollege,home,Iowa Lakes,L,14-5,20200208_oodg,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,,27.0,19.0,5.0,18.0,0.0,27.0,0.0,0.0,27.0
2020,div1,Allen County,allencountycommunitycollege,home,Iowa Lakes,L,3-0,20200209_ju3o,0.0,0.0,1.0,0.0,8.3,6.0,3.0,1.0,9.0,13.0,0.0,0.0,1.084,469.0,1.807,6.506,0.0,9.759,14.096,1.444,3.253
2020,div1,Allen County,allencountycommunitycollege,home,Iowa Lakes,W,8-4,20200208_zlun,0.0,1.0,0.0,0.0,7.0,7.0,4.0,0.0,5.0,8.0,0.0,1.0,0.0,,1.714,9.0,0.0,6.429,10.286,1.6,5.143
2020,div1,Allen County,allencountycommunitycollege,home,Neosho County,L,12-3,20200307_z5ml,0.0,0.0,1.0,0.0,9.0,14.0,12.0,12.0,7.0,16.0,4.0,0.0,12.0,42.0,2.333,14.0,4.0,7.0,16.0,2.286,12.0
2020,div1,Allen County,allencountycommunitycollege,home,Neosho County,L,14-13,20200307_vgw1,0.0,0.0,1.0,0.0,7.3,14.0,14.0,11.0,10.0,11.0,2.0,0.0,13.562,38.0,3.288,17.26,2.466,12.329,13.562,1.1,17.26
2020,div1,Allen County,allencountycommunitycollege,home,Neosho County,L,19-13,20200307_x5af,0.0,0.0,1.0,0.0,6.300000000000001,21.0,19.0,15.0,7.0,7.0,0.0,0.0,21.429,24.0,4.444,30.0,0.0,10.0,10.0,1.0,27.143
2020,div1,Allen County,allencountycommunitycollege,home,Neosho County,W,13-11,20200305_9926,0.0,1.0,0.0,0.0,6.3,19.0,12.0,10.0,1.0,8.0,1.0,1.0,14.286,36.0,3.175,27.143,1.429,1.429,11.429,8.0,17.143
2020,div1,Allen County,allencountycommunitycollege,home,Ottawa JV,W,10-0,20200219_i7jj,0.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,,0.333,3.0,0.0,0.0,16.5,,0.0
2020,div1,Allen County,allencountycommunitycollege,home,Ottawa JV,W,12-0,20200219_hkrp,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,,0.6,0.0,0.0,5.4,9.0,1.667,0.0
2020,div1,Allen County,allencountycommunitycollege,home,Southwestern,L,9-7,20200229_xbd5,0.0,0.0,1.0,0.0,7.0,9.0,9.0,7.0,4.0,9.0,3.0,0.0,9.0,57.0,1.857,11.571,3.857,5.143,11.571,2.25,11.571
2020,div1,Allen County,allencountycommunitycollege,home,Southwestern,W,11-10,20200301_fxan,0.0,1.0,0.0,0.0,7.0,10.0,10.0,4.0,3.0,4.0,2.0,1.0,5.143,99.0,1.857,12.857,2.571,3.857,5.143,1.333,12.857
2020,div1,Allen County,allencountycommunitycollege,home,Southwestern,W,13-8,20200229_e6na,0.0,1.0,0.0,0.0,6.3,7.0,8.0,8.0,8.0,9.0,1.0,1.0,11.429,45.0,2.381,10.0,1.429,11.429,12.857,1.125,11.429
2020,div1,Allen County,allencountycommunitycollege,home,Southwestern,W,6-5,20200301_ej79,0.0,1.0,0.0,0.0,7.0,8.0,5.0,1.0,1.0,9.0,0.0,1.0,1.286,396.0,1.286,10.286,0.0,1.286,11.571,9.0,6.429
2020,div1,Alvin,alvincommunitycollege,home,Blinn,L,3-0,20200221_1o7q,0.0,0.0,1.0,0.0,8.0,8.0,3.0,2.0,3.0,10.0,0.0,0.0,2.25,226.0,1.375,9.0,0.0,3.375,11.25,3.333,3.375
2020,div1,Alvin,alvincommunitycollege,home,Blinn,L,5-1,20200222_fdm3,0.0,0.0,1.0,0.0,6.3,7.0,5.0,2.0,4.0,5.0,0.0,0.0,2.857,178.0,1.746,10.0,0.0,5.714,7.143,1.25,7.143
2020,div1,Alvin,alvincommunitycollege,home,Blinn,W,1-0,20200222_w5e7,0.0,1.0,0.0,0.0,9.0,6.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,,0.778,6.0,0.0,1.0,7.0,7.0,0.0
2020,div1,Alvin,alvincommunitycollege,home,Coastal Bend,W,6-1,20200131_0an3,0.0,1.0,0.0,0.0,9.0,4.0,1.0,0.0,5.0,16.0,0.0,1.0,0.0,,1.0,4.0,0.0,5.0,16.0,3.2,1.0
2020,div1,Alvin,alvincommunitycollege,home,Galveston,W,10-0,20200307_jzdq,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,12.0,0.0,,0.0,,1.0,7.5,0.0,1.5,18.0,12.0,0.0
2020,div1,Alvin,alvincommunitycollege,home,Galveston,W,5-4,20200307_iokz,0.0,0.0,0.0,0.0,9.0,5.0,4.0,4.0,4.0,13.0,0.0,,4.0,127.0,1.0,5.0,0.0,4.0,13.0,3.25,4.0
2020,div1,Alvin,alvincommunitycollege,home,Galveston,W,8-6,20200305_2mb9,0.0,0.0,0.0,0.0,9.0,8.0,6.0,5.0,3.0,7.0,0.0,,5.0,102.0,1.222,8.0,0.0,3.0,7.0,2.333,6.0
2020,div1,Alvin,alvincommunitycollege,home,Grayson,L,16-2,20200215_jba2,0.0,0.0,0.0,0.0,5.3,15.0,17.0,9.0,6.0,8.0,0.0,,15.283,33.0,3.962,25.472,0.0,10.189,13.585,1.333,28.868
2020,div1,Alvin,alvincommunitycollege,home,Grayson,L,9-0,20200216_1i3q,0.0,0.0,1.0,0.0,5.3,10.0,9.0,9.0,5.0,7.0,0.0,0.0,15.283,33.0,2.83,16.981,0.0,8.491,11.887,1.4,15.283
2020,div1,Alvin,alvincommunitycollege,home,Laredo,L,10-1,20200229_78to,0.0,0.0,0.0,0.0,5.300000000000001,8.0,10.0,4.0,4.0,11.0,1.0,,6.792,75.0,2.264,13.585,1.698,6.792,18.679,2.75,16.981
2020,div1,Alvin,alvincommunitycollege,home,Laredo,L,14-3,20200301_7iua,0.0,0.0,0.0,0.0,5.1,10.0,14.0,13.0,10.0,4.0,0.0,,22.941,22.0,3.922,17.647,0.0,17.647,7.059,0.4,24.706
2020,div1,Alvin,alvincommunitycollege,home,Laredo,W,5-2,20200301_d6fv,0.0,0.0,0.0,0.0,9.0,6.0,2.0,1.0,4.0,7.0,0.0,,1.0,509.0,1.111,6.0,0.0,4.0,7.0,1.75,2.0
2020,div1,Alvin,alvincommunitycollege,home,Laredo,W,8-3,20200229_bli1,0.0,1.0,0.0,0.0,9.0,8.0,3.0,3.0,7.0,7.0,0.0,1.0,3.0,170.0,1.667,8.0,0.0,7.0,7.0,1.0,3.0
2020,div1,Alvin,alvincommunitycollege,home,McLennan,L,13-5,20200214_erli,0.0,0.0,0.0,0.0,6.3,12.0,13.0,9.0,8.0,8.0,0.0,,12.857,40.0,3.175,17.143,0.0,11.429,11.429,1.0,18.571
2020,div1,Alvin,alvincommunitycollege,home,McLennan,L,3-0,20200215_bcbd,0.0,0.0,0.0,0.0,8.0,6.0,3.0,1.0,0.0,3.0,0.0,,1.125,452.0,0.75,6.75,0.0,0.0,3.375,,3.375
2020,div1,Alvin,alvincommunitycollege,home,Monroe College,L,10-8,20200218_fd06,1.0,0.0,1.0,0.0,7.6,11.0,10.0,5.0,8.0,13.0,1.0,0.0,5.921,86.0,2.5,13.026,1.184,9.474,15.395,1.625,11.842
2020,div1,Alvin,alvincommunitycollege,home,South Suburban,W,9-7,20200306_rihd,0.0,0.0,0.0,0.0,9.0,6.0,7.0,6.0,13.0,19.0,1.0,,6.0,85.0,2.111,6.0,1.0,13.0,19.0,1.462,7.0
2020,div1,Alvin,alvincommunitycollege,home,Temple,L,3-2,20200131_622k,1.0,0.0,1.0,0.0,8.3,7.0,3.0,2.0,3.0,16.0,0.0,0.0,2.169,235.0,1.205,7.59,0.0,3.253,17.349,5.333,3.253
2020,div1,Alvin,alvincommunitycollege,home,Western Texas,W,5-4,20200207_ce46,0.0,1.0,0.0,1.0,6.300000000000001,9.0,4.0,4.0,3.0,9.0,0.0,1.0,5.714,89.0,1.905,12.857,0.0,4.286,12.857,3.0,5.714
2020,div1,Alvin,alvincommunitycollege,home,Western Texas,W,7-4,20200208_h2if,0.0,1.0,0.0,0.0,8.3,6.0,4.0,1.0,1.0,11.0,0.0,1.0,1.084,469.0,0.843,6.506,0.0,1.084,11.928,11.0,4.337
2020,div1,Alvin,alvincommunitycollege,home,Western Texas,W,9-0,20200207_fvvb,0.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,,1.143,7.714,0.0,2.571,10.286,4.0,0.0
2020,div1,Alvin,alvincommunitycollege,home,Wharton County,W,4-3,20200310_tsjr,0.0,0.0,0.0,0.0,10.0,7.0,3.0,2.0,7.0,9.0,0.0,,1.8,283.0,1.4,6.3,0.0,6.3,8.1,1.286,2.7
2020,div1,Alvin,alvincommunitycollege,home,Wharton County,W,7-4,20200312_577f,0.0,1.0,0.0,1.0,9.0,7.0,4.0,4.0,3.0,11.0,0.0,1.0,4.0,127.0,1.111,7.0,0.0,3.0,11.0,3.667,4.0
2020,div1,Andrew,andrewcollege,home,Black Hawk-Moline,W,10-4,20200312_x1m3,1.0,1.0,0.0,0.0,7.0,9.0,4.0,2.0,0.0,12.0,1.0,1.0,2.571,198.0,1.286,11.571,1.286,0.0,15.429,,5.143
2020,div1,Andrew,andrewcollege,home,Black Hawk-Moline,W,15-4,20200311_tj36,1.0,1.0,0.0,0.0,7.0,6.0,4.0,3.0,2.0,7.0,1.0,1.0,3.857,132.0,1.143,7.714,1.286,2.571,9.0,3.5,5.143
2020,div1,Andrew,andrewcollege,home,Central Alabama,L,4-2,20200301_6mzb,1.0,0.0,1.0,0.0,8.0,9.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,,1.625,10.125,0.0,4.5,3.375,0.75,4.5
2020,div1,Andrew,andrewcollege,home,Central Alabama,W,3-2,20200227_q07j,1.0,1.0,0.0,0.0,9.0,7.0,2.0,0.0,3.0,4.0,0.0,1.0,0.0,,1.111,7.0,0.0,3.0,4.0,1.333,2.0
2020,div1,Andrew,andrewcollege,home,Chattahoochee Valley,L,9-3,20200207_cws0,1.0,0.0,1.0,0.0,8.0,11.0,8.0,3.0,2.0,7.0,0.0,0.0,3.375,151.0,1.625,12.375,0.0,2.25,7.875,3.5,9.0
2020,div1,Andrew,andrewcollege,home,Chattahoochee Valley,W,9-7,20200211_ka2w,1.0,1.0,0.0,0.0,9.0,8.0,7.0,7.0,7.0,10.0,1.0,1.0,7.0,73.0,1.667,8.0,1.0,7.0,10.0,1.429,7.0
2020,div1,Andrew,andrewcollege,home,Coastal Alabama - Brewton,L,7-1,20200215_nmsc,1.0,0.0,1.0,0.0,6.300000000000001,7.0,7.0,5.0,5.0,5.0,0.0,0.0,7.143,71.0,1.905,10.0,0.0,7.143,7.143,1.0,10.0
2020,div1,Andrew,andrewcollege,home,Coastal Alabama - Brewton,L,9-2,20200222_6bbr,1.0,0.0,1.0,0.0,6.0,14.0,9.0,5.0,1.0,4.0,0.0,0.0,7.5,68.0,2.5,21.0,0.0,1.5,6.0,4.0,13.5
2020,div1,Andrew,andrewcollege,home,Coastal Alabama - Brewton,W,2-1,20200215_7lel,1.0,1.0,0.0,0.0,8.0,4.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,,0.625,4.5,0.0,1.125,9.0,8.0,1.125
2020,div1,Andrew,andrewcollege,home,Coastal Alabama - Brewton,W,9-3,20200222_9gaa,1.0,1.0,0.0,0.0,7.0,6.0,3.0,3.0,1.0,5.0,0.0,1.0,3.857,132.0,1.0,7.714,0.0,1.286,6.429,5.0,3.857
2020,div1,Andrew,andrewcollege,home,Enterprise State,L,8-7,20200226_ztb4,1.0,0.0,1.0,0.0,7.3,10.0,8.0,7.0,4.0,8.0,0.0,0.0,8.63,59.0,1.918,12.329,0.0,4.932,9.863,2.0,9.863
2020,div1,Andrew,andrewcollege,home,Gulf Coast State,L,12-2,20200229_q84q,1.0,0.0,1.0,0.0,5.0,11.0,12.0,12.0,6.0,3.0,3.0,0.0,21.6,24.0,3.4,19.8,5.4,10.8,5.4,0.5,21.6
2020,div1,Andrew,andrewcollege,home,Gulf Coast State,L,4-3,20200209_rnq8,1.0,0.0,1.0,0.0,7.3,8.0,4.0,3.0,2.0,2.0,1.0,0.0,3.699,138.0,1.37,9.863,1.233,2.466,2.466,1.0,4.932
2020,div1,Andrew,andrewcollege,home,Gulf Coast State,L,7-3,20200312_k08r,1.0,0.0,1.0,0.0,5.300000000000001,10.0,7.0,7.0,3.0,4.0,3.0,0.0,11.887,43.0,2.453,16.981,5.094,5.094,6.792,1.333,11.887
2020,div1,Andrew,andrewcollege,home,Gulf Coast State,L,7-4,20200229_ve2n,1.0,0.0,1.0,0.0,6.300000000000001,9.0,7.0,7.0,8.0,4.0,1.0,0.0,10.0,51.0,2.698,12.857,1.429,11.429,5.714,0.5,10.0
2020,div1,Andrew,andrewcollege,home,Lurleen B. Wallace,W,7-3,20200223_i1w8,1.0,1.0,0.0,0.0,7.0,8.0,3.0,3.0,2.0,6.0,0.0,1.0,3.857,132.0,1.429,10.286,0.0,2.571,7.714,3.0,3.857
2020,div1,Andrew,andrewcollege,home,Point University JV,W,11-0,20200309_w9a5,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,,0.4,3.6,0.0,0.0,5.4,,0.0
2020,div1,Andrew,andrewcollege,home,Point University JV,W,13-1,20200203_nt2d,1.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,,0.4,3.6,0.0,0.0,12.6,,1.8
2020,div1,Andrew,andrewcollege,home,Point University JV,W,15-7,20200203_8sqw,1.0,1.0,0.0,0.0,7.0,9.0,7.0,3.0,7.0,9.0,0.0,1.0,3.857,132.0,2.286,11.571,0.0,9.0,11.571,1.286,9.0
2020,div1,Andrew,andrewcollege,home,Point University JV,W,5-1,20200309_fd97,1.0,1.0,0.0,0.0,7.0,5.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,,0.857,6.429,0.0,1.286,5.143,4.0,1.286
2020,div1,Andrew,andrewcollege,home,Snead State,W,4-2,20200223_al0f,1.0,1.0,0.0,0.0,7.0,2.0,2.0,1.0,2.0,4.0,0.0,1.0,1.286,396.0,0.571,2.571,0.0,2.571,5.143,2.0,2.571
2020,div1,Andrew,andrewcollege,home,Southwest Tennessee,W,7-2,20200201_6xtt,1.0,1.0,0.0,0.0,9.0,9.0,2.0,1.0,5.0,12.0,0.0,1.0,1.0,509.0,1.556,9.0,0.0,5.0,12.0,2.4,2.0
2020,div1,Andrew,andrewcollege,home,Southwest Tennessee,W,7-6,20200202_nzfg,1.0,1.0,0.0,1.0,7.0,6.0,6.0,5.0,7.0,8.0,0.0,1.0,6.429,79.0,1.857,7.714,0.0,9.0,10.286,1.143,7.714
2020,div1,Andrew,andrewcollege,home,Southwest Tennessee,W,9-8,20200202_yghs,1.0,1.0,0.0,0.0,6.3,9.0,8.0,3.0,4.0,10.0,0.0,1.0,4.286,119.0,2.063,12.857,0.0,5.714,14.286,2.5,11.429
2020,div1,Andrew,andrewcollege,home,St. Johns River State,W,4-1,20200208_jnhb,1.0,1.0,0.0,1.0,6.3,3.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,,0.476,4.286,0.0,0.0,11.429,,1.429
2020,div1,Andrew,andrewcollege,home,Thomas University JV,L,9-5,20200212_kxx9,1.0,0.0,1.0,0.0,6.300000000000001,6.0,9.0,4.0,6.0,11.0,3.0,0.0,5.714,89.0,1.905,8.571,4.286,8.571,15.714,1.833,12.857
2020,div1,Andrew,andrewcollege,home,Thomas University JV,W,8-6,20200212_xexy,1.0,1.0,0.0,1.0,6.300000000000001,5.0,6.0,5.0,7.0,7.0,0.0,1.0,7.143,71.0,1.905,7.143,0.0,10.0,10.0,1.0,8.571
2020,div1,Angelina,angelinacollege,home,Blinn,L,4-2,20200201_426g,1.0,0.0,1.0,0.0,7.0,4.0,4.0,3.0,2.0,4.0,1.0,0.0,3.857,132.0,0.857,5.143,1.286,2.571,5.143,2.0,5.143
2020,div1,Angelina,angelinacollege,home,Blinn,W,2-0,20200201_610w,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,,0.5,4.5,0.0,0.0,9.0,,0.0
2020,div1,Angelina,angelinacollege,home,Bossier Parish,W,2-0,20200305_jhbb,0.0,1.0,0.0,0.0,8.3,5.0,0.0,0.0,3.0,12.0,0.0,1.0,0.0,,0.964,5.422,0.0,3.253,13.012,4.0,0.0
2020,div1,Angelina,angelinacollege,home,Bossier Parish,W,5-1,20200307_5i89,0.0,1.0,0.0,0.0,6.300000000000001,6.0,1.0,1.0,2.0,4.0,0.0,1.0,1.429,356.0,1.27,8.571,0.0,2.857,5.714,2.0,1.429
2020,div1,Angelina,angelinacollege,home,Bossier Parish,W,6-3,20200307_oe3f,0.0,1.0,0.0,0.0,8.3,7.0,3.0,1.0,1.0,7.0,0.0,1.0,1.084,469.0,0.964,7.59,0.0,1.084,7.59,7.0,3.253
2020,div1,Angelina,angelinacollege,home,Galveston,L,4-3,20200215_udw4,0.0,0.0,1.0,0.0,6.1,9.0,4.0,4.0,2.0,4.0,0.0,0.0,5.902,86.0,1.803,13.279,0.0,2.951,5.902,2.0,5.902
