season,njcaa_division,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,ISO,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2020,div1,ASA New York,asabrooklynavengers,andresgarciammqh,Andres Garcia,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2020,div1,ASA New York,asabrooklynavengers,anferneefernandeznlrr,Anfernee Fernandez,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2020,div1,ASA New York,asabrooklynavengers,angelestevezae1a,Angel Estevez,57,29.0,24.0,6.0,11.0,1.0,0.0,1.0,10.0,0.0,0.0,3.0,4.0,15.0,2.0,0.0,0.0,2.0,0.0,6.0,2.0,3.0,0.458,0.552,0.708,1.26,137.0,0.042,0.526,0.333,0.034,0.138,0.103,0.035,0.75
2020,div1,ASA New York,asabrooklynavengers,angeloritizreyeszvjg,Angel Oritiz-Reyes,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2020,div1,ASA New York,asabrooklynavengers,anshelgenaowphr,Anshel Genao,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2020,div1,ASA New York,asabrooklynavengers,antoniocandelariogq7q,Antonio Candelario,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2020,div1,ASA New York,asabrooklynavengers,antoniocandelariov58u,Antonio Candelario,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
2020,div1,ASA New York,asabrooklynavengers,darrellsotoesqz,Darrell Soto,57,9.0,9.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.333,0.333,0.889,1.222,133.0,0.444,0.6,0.667,0.0,0.444,0.0,0.444,0.0
2020,div1,ASA New York,asabrooklynavengers,davidpertuzi566,David Pertuz,57,20.0,16.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.375,0.5,0.625,1.125,123.0,0.125,0.545,0.4,0.0,0.25,0.2,0.05,0.8
2020,div1,ASA New York,asabrooklynavengers,dimitriramoslppx,Dimitri Ramos,57,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.429,0.0,0.429,0.0
