date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 6,away,Tyler,L,8-4,8,8,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Feb 7,away,Tyler,L,9-1,9,9,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Feb 7,away,Tyler,L,9-4,9,9,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Feb 13,away,Blinn,L,13-0,13,13,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Feb 13,home,vs. Weatherford,L,3-1,3,3,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Feb 14,home,vs. Weatherford,L,9-7,9,9,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Feb 20,away,Redlands,L,6-2,6,6,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Feb 20,away,Redlands,L,8-6,8,8,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Feb 21,away,Redlands,W,6-0,6,6,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Feb 21,away,Redlands,W,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 1,away,Midland,L,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 1,away,Midland,L,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 2,away,Midland,L,3-2,3,3,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 2,away,Midland,W,13-5,13,13,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 7,away,Clarendon,W,9-4,9,9,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 7,away,Clarendon,L,14-9,14,14,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 8,away,Clarendon,L,13-6,13,13,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 8,away,Clarendon,W,9-7,9,9,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 11,home,Lamar,L,16-14,16,16,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 13,home,Western Texas,L,15-13,15,15,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 13,home,Western Texas,W,16-15,16,16,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 14,home,Western Texas,L,15-3,15,15,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 14,home,Western Texas,W,19-18,19,19,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 24,home,Garden City,L,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 25,away,Garden City,W,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 27,away,New Mexico,L,9-2,9,9,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 27,away,New Mexico,W,14-11,14,14,,,,,,,,,,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 28,away,New Mexico,L,7-5,7,7,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Mar 28,away,New Mexico,L,9-4,9,9,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 1,home,Seward County,L,11-9,11,11,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 3,away,El Paso,W,6-3,6,6,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 3,away,El Paso,W,12-1,12,12,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 4,away,El Paso,W,8-2,8,8,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 4,away,El Paso,W,8-3,8,8,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 8,home,Seward County,L,17-5,17,17,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 10,home,Odessa,L,5-1,5,5,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 10,home,Odessa,L,11-5,11,11,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 11,home,Odessa,W,10-2,10,10,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 11,home,Odessa,W,7-4,7,7,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 15,away,Lamar,L,11-1,11,11,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 18,home,Howard (TX),L,7-3,7,7,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 18,home,Howard (TX),L,13-5,13,13,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 19,home,Howard (TX),L,18-4,18,18,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 19,home,Howard (TX),L,14-10,14,14,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 22,home,vs. Western Texas,W,11-10,11,11,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 24,away,Luna,L,8-6,8,8,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 24,away,Luna,L,10-6,10,10,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 25,away,Luna,W,10-2,10,10,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
Apr 25,away,Luna,W,20-19,20,20,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
May 1,home,New Mexico Military,L,8-2,8,8,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
May 1,home,New Mexico Military,L,10-9,10,10,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
May 2,home,New Mexico Military,W,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
May 2,home,New Mexico Military,W,8-0,8,8,0,0,0,0,0.0,,,,0.00,,,2015,2014-15,div1,Frank Phillips,frankphillipscollege,ethanhillyero1gj,Ethan Hillyer
