date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 11  #,away,CCBC Dundalk,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Oct 16  #,home,CCBC Dundalk,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Oct 23  #,home,CCBC Dundalk,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Feb 15,away,USC Sumter,W,5-3,5,5,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Feb 15,away,USC Sumter,W,10-2,10,10,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Feb 16,away,USC Sumter,L,7-4,7,7,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Feb 16,away,USC Sumter,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 1,home,Lackawanna,W,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 1,home,Lackawanna,L,5-2,5,5,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 2,home,Mercer County,W,11-2,11,11,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 2,home,Mercer County,W,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 3,home,Anne Arundel,W,9-1,9,9,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 3,home,Anne Arundel,W,14-2,14,14,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 7,home,Garrett,L,13-7,13,13,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 7,home,Garrett,W,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 8,away,CCBC Essex,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 8,home,Monroe College,W,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 8,away,CCBC Essex,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 8,home,Monroe College,L,5-3,5,5,0,0,0,0,0.0,,,,0.00,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 13,home,Monroe College,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 13,home,Monroe College,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 14,home,Allegany Maryland,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 14,home,Allegany Maryland,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 17,away,CCBC Catonsville,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 18,away,Monroe College,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 18,away,Monroe College,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 19,home,CCBC Catonsville,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 20,home,Erie,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 21,home,Hagerstown,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 21,home,Hagerstown,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 22,away,Prince George's,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 22,away,Prince George's,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 27,home,Rockland,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 27,home,Rockland,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 29,away,Cecil,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 29,away,Cecil,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Mar 31,away,RCSJ Gloucester,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 4,away,Chesapeake,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 4,away,Chesapeake,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 7,home,Frederick,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 7,home,Frederick,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 8,away,CCBC Dundalk,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 10,away,Mercer County,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 10,away,Mercer County,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 11,away,Potomac State,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 11,away,Potomac State,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 14,home,Montgomery,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 14,home,Montgomery,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 17,away,Louisburg,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 17,away,Louisburg,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 18,away,Louisburg,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 18,away,Louisburg,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 19,away,Southern Maryland,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 19,away,Southern Maryland,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 22,home,CCBC Dundalk,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 23,away,Morris,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 26,home,Morris,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
Apr 26,home,Morris,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
May 5,home,RCSJ Gloucester,,,,,,,,,,,,,,,,2020,2019-20,div1,Harford,harfordcommunitycollege,joshuabrownrbzh,Joshua Brown
