date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 26,away,St. Petersburg,L,9-3,9,9,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Jan 27,home,Central Florida,L,6-1,6,6,,,,,,,,,,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Jan 27,home,Central Florida,W,11-7,11,11,1,1,0,0,3.0,5,2,2,6.00,2,5,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 3,home,Pasco-Hernando State,W,6-4,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 3,home,Pasco-Hernando State,W,4-2,4,4,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 7,away,Lake-Sumter State,W,3-1,3,3,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 9,home,Seminole State (FL),L,5-4,5,5,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 11,home,ASA Miami,W,5-4,5,5,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 11,home,ASA Miami,W,6-1,6,6,0,0,0,0,1.1,1,1,1,6.75,,2,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 14,home,Lake-Sumter State,T,6-6,6,6,,,,,,,,,,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 15,away,Seminole State (FL),L,1-0,1,1,,,,,,,,,,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 17,home,South Florida State,W,7-6,7,7,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 19,away,South Florida State,W,8-2,8,8,1,0,0,0,4.2,6,2,2,3.86,1,3,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 21,home,Broward,L,12-6,12,12,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 23,away,Broward,L,2-0,2,2,,,,,,,,,,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 24,home,Broward,L,6-5,6,6,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
Feb 28,home,Eastern Florida State,W,9-5,9,9,0,0,0,0,0.0,,,,0.00,,,2018,2017-18,div1,Indian River State,indianriverstatecollege,michaelstovman7xsu,Michael Stovman
