date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 31,home,vs. Glendale,L,8-0,8,8,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Jan 31,home,vs. Arizona Western,W,3-2,3,3,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 1,home,vs. Yavapai,L,16-5,16,16,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 1,home,vs. Arizona Western,L,8-1,8,8,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 8,away,Phoenix,W,5-1,5,5,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 8,away,Phoenix,L,6-3,6,6,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 9,away,Mesa,L,6-3,6,6,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 10,away,Mesa,L,5-0,5,5,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 11,away,Phoenix,L,9-3,9,9,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 14,home,vs. Okanagan College,L,16-14,16,16,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 15,home,vs. Chipola,L,12-1,12,12,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 15,home,vs. Okanagan College,W,6-5,6,6,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 16,home,vs. Prairie Baseball Academy,W,16-9,16,16,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 20,home,vs. Salt Lake,W,8-4,8,8,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 20,home,vs. Southern Nevada,L,13-3,13,13,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 21,home,vs. Southern Idaho,L,8-6,8,8,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 22,home,vs. Western Nevada,L,4-3,4,4,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 28,away,Southern Idaho,L,11-5,11,11,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Feb 28,away,Southern Idaho,L,6-5,6,6,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 1,away,Southern Idaho,L,6-2,6,6,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 1,away,Southern Idaho,L,10-3,10,10,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 8,home,Western Nevada,W,6-4,6,6,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 8,home,Western Nevada,L,5-1,5,5,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 9,home,Western Nevada,W,7-3,7,7,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 9,home,Western Nevada,L,9-1,9,9,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 14,away,Salt Lake,L,5-2,5,5,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 14,away,Salt Lake,L,7-4,7,7,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 15,away,Salt Lake,L,7-4,7,7,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 15,away,Salt Lake,L,8-1,8,8,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 20,away,Utah State Eastern,W,9-2,9,9,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 21,away,Utah State Eastern,W,6-5,6,6,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 21,away,Utah State Eastern,W,8-7,8,8,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 22,away,Utah State Eastern,W,8-7,8,8,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 28,away,Southern Nevada,L,3-1,3,3,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 28,away,Southern Nevada,L,11-0,11,11,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 29,away,Southern Nevada,L,4-0,4,4,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Mar 29,away,Southern Nevada,L,13-0,13,13,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Apr 4,home,Southern Idaho,W,3-2,3,3,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
Apr 4,home,Southern Idaho,L,8-2,8,8,,,,,,,,,,,,2014,2013-14,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,efrangarciapyzl,Efran Garcia
