date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 28,home,Emmanuel JV,W,4-0,4,4,0,1,0,0,2.0,1,,,0.00,3,1,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Jan 28,home,Emmanuel JV,W,7-0,7,7,0,0,0,0,0.0,,,,0.00,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 2,home,Chattanooga State,W,4-1,4,4,0,0,0,0,4.0,4,,,0.00,4,5,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 2,home,Chattanooga State,W,4-1,4,4,0,0,0,0,0.0,,,,0.00,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 3,home,Emmanuel JV,W,16-4,16,16,0,0,0,0,0.0,,,,0.00,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 3,home,Emmanuel JV,W,12-1,12,12,0,0,0,0,0.0,,,,0.00,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 6,away,Spartanburg Methodist,L,9-0,9,9,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 6,away,Spartanburg Methodist,W,4-2,4,4,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 9,away,Chattanooga State,L,12-4,12,12,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 9,away,Chattanooga State,L,4-0,4,4,1,0,1,0,5.0,7,3,1,1.80,2,5,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 15,away,Cleveland State,L,6-5,6,6,1,0,1,0,4.1,5,5,5,10.38,1,7,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 15,away,Cleveland State,W,7-3,7,7,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 20,home,Southern Union State,W,4-3,4,4,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 20,home,Southern Union State,L,8-1,8,8,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 21,home,vs. Chattahoochee Valley,L,9-0,9,9,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 24,home,Spartanburg Methodist,L,6-1,6,6,1,0,0,0,7.0,2,1,,0.00,4,7,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 24,home,Spartanburg Methodist,L,6-0,6,6,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 26,away,Southern Union State,W,12-8,12,12,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 26,away,Southern Union State,L,6-0,6,6,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Feb 28,home,Chattahoochee Valley,L,6-2,6,6,0,0,0,0,1.2,3,2,2,10.80,3,3,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 5,home,Middle Georgia State,W,5-0,5,5,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 8,away,Middle Georgia State,L,3-2,3,3,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 9,away,Middle Georgia State,L,3-2,3,3,0,0,1,0,9.1,10,3,3,2.89,3,8,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 9,away,Middle Georgia State,L,3-2,3,3,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 12,away,Abraham Baldwin,W,6-1,6,6,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 15,home,Abraham Baldwin,W,13-1,13,13,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 16,home,Abraham Baldwin,W,14-11,14,14,1,1,0,0,5.0,6,3,1,1.80,1,7,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 16,home,Abraham Baldwin,W,4-2,4,4,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 19,home,Cleveland State,L,8-6,8,8,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 19,home,Cleveland State,W,6-3,6,6,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 26,away,Gordon State,W,11-3,11,11,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 29,home,Gordon State,W,4-2,4,4,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 30,home,Gordon State,W,3-2,3,3,1,1,0,0,7.0,5,2,1,1.29,2,5,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
Mar 30,home,Gordon State,L,5-0,5,5,,,,,,,,,,,,2013,2012-13,div1,Georgia Perimeter,georgiaperimetercollege,sambraggtiyd,Sam Bragg
