date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 29,home,vs. Western Texas,L,10-4,10,10,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Jan 29,home,vs. Blinn,L,2-0,2,2,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Jan 30,away,Coastal Bend,L,5-1,5,5,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Jan 30,away,Coastal Bend,L,12-5,12,12,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 5,away,Odessa,W,14-9,14,14,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 5,away,Odessa,L,18-6,18,18,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 6,away,Midland,W,11-5,11,11,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 6,away,Midland,L,10-0,10,10,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 19,home,Clarendon,,,,,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 19,home,Clarendon,,,,,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 20,home,Clarendon,,,,,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 20,home,Clarendon,,,,,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 26,away,Howard (TX),L,11-4,11,11,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 26,away,Howard (TX),L,15-2,15,15,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 27,home,Howard (TX),L,17-5,17,17,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Feb 27,home,Howard (TX),L,14-0,14,14,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 3,away,Western Texas,L,13-0,13,13,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 3,away,Western Texas,W,10-9,10,10,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 6,home,Western Texas,L,5-2,5,5,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 6,home,Western Texas,W,8-7,8,8,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 11,home,Clarendon,W,8-7,8,8,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 11,home,Clarendon,L,3-2,3,3,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 12,home,Clarendon,L,17-2,17,17,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 13,home,Frank Phillips,L,17-12,17,17,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 13,home,Frank Phillips,L,12-7,12,12,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 14,home,Frank Phillips,W,10-8,10,10,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 17,home,Hill,W,3-1,3,3,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 17,home,Hill,W,7-4,7,7,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 20,away,Hill,W,11-5,11,11,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 20,away,Hill,L,8-7,8,8,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 24,home,McLennan,L,3-1,3,3,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 24,home,McLennan,L,7-5,7,7,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 27,away,McLennan,W,8-3,8,8,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 27,away,McLennan,L,6-4,6,6,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 31,home,Weatherford,W,6-0,6,6,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Mar 31,home,Weatherford,W,5-4,5,5,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Apr 2,away,Weatherford,L,5-1,5,5,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Apr 2,away,Weatherford,L,10-2,10,10,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Apr 7,away,Vernon,W,13-6,13,13,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Apr 7,away,Vernon,W,12-6,12,12,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Apr 10,home,Vernon,L,5-3,5,5,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Apr 10,home,Vernon,L,2-1,2,2,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Apr 14,away,North Central Texas,L,4-0,4,4,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Apr 14,away,North Central Texas,L,15-7,15,15,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
Apr 17,home,North Central Texas,L,4-2,4,4,,,,,,,,,,,,2021,2020-21,div1,Ranger,rangercollege,johnskweresc6y2,John Skweres
