date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Mar 13,away,Westchester,L,10-2,10,10,0,0,0,0,0.0,,,,0.00,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 15,home,Borough of Manhattan,W,13-6,13,13,0,1,0,0,2.0,3,3,3,13.50,2,4,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 16,away,Borough of Manhattan,W,15-2,15,15,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 16,away,Borough of Manhattan,W,17-3,17,17,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 18,away,Bronx,W,11-2,11,11,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 22,home,Borough of Manhattan,W,11-1,11,11,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 23,away,Bergen,L,10-1,10,10,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 23,away,Bergen,L,8-0,8,8,1,0,1,0,5.1,8,7,1,1.69,2,3,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 24,away,Kingsborough,W,11-0,11,11,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 24,away,Kingsborough,W,9-8,9,9,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 26,home,Westchester,L,3-2,3,3,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
Mar 30,home,Raritan Valley,W,3-1,3,3,,,,,,,,,,,,2013,2012-13,div1,Globe Tech,globeinstituteoftechnology,randyriosqovs,Randy Rios
