date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 25,home,vs. GateWay (AZ),W,4-3,4,4,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Jan 25,home,vs. Cochise,L,13-2,13,13,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Jan 26,home,vs. Arizona Western,L,8-1,8,8,0,0,0,0,1.0,,,,0.00,1,1,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Jan 27,home,vs. Central Arizona,L,8-1,8,8,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Feb 1,away,Cochise,L,2-1,2,2,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Feb 1,away,Cochise,L,9-6,9,9,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Feb 2,away,Cochise,L,2-1,2,2,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Feb 2,away,Cochise,L,13-0,13,13,0,0,0,0,0.0,,,,0.00,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Mar 8,home,vs. Colorado Northwestern,,,,,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Mar 8,home,vs. Colorado Northwestern,,,,,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Mar 9,home,vs. Colorado Northwestern,,,,,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Mar 9,home,vs. Colorado Northwestern,,,,,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Mar 15,home,Salt Lake,L,5-3,5,5,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Mar 15,home,Salt Lake,L,9-5,9,9,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
Mar 16,home,Salt Lake,L,11-0,11,11,,,,,,,,,,,,2019,2018-19,div1,Utah State Eastern,utahstateeastern,trentinprice9jp1,Trentin Price
