date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 2,home,Emmanuel College JV,W,5-1,5,5,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 2,home,Emmanuel College JV,W,14-1,14,14,1,1,0,0,3.0,5,1,1,3.00,0,4,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 4,home,Chattanooga State,W,13-7,13,13,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 5,home,Chattanooga State,W,15-0,15,15,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 5,home,Chattanooga State,W,4-2,4,4,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 7,home,Point University,W,9-0,9,9,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 7,home,Point University,W,10-5,10,10,1,1,0,0,3.0,1,0,0,0.00,0,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 10,home,Lincoln Trail,W,10-0,10,10,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 10,home,Lincoln Trail,W,5-0,5,5,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 11,home,Lincoln Trail,W,8-6,8,8,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 15,home,Cleveland State,W,7-1,7,7,0,0,0,0,1.0,1,,,0.00,,1,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 18,home,USC Salkehatchie,W,12-2,12,12,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 19,home,USC Salkehatchie,W,15-3,15,15,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 19,home,USC Salkehatchie,W,12-1,12,12,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 21,home,Point University,W,3-0,3,3,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 21,home,Point University,W,6-5,6,6,1,1,0,0,3.2,1,4,1,2.45,2,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 25,home,Wabash Valley,L,20-7,20,20,0,0,0,0,0.1,,1,1,27.00,1,1,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 26,home,Wabash Valley,L,12-2,12,12,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 26,home,Wabash Valley,W,9-6,9,9,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Feb 27,away,Wallace State,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 1,home,Roane State,W,10-1,10,10,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 1,home,Roane State,W,7-6,7,7,1,0,0,0,2.0,4,4,4,18.00,2,2,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 6,away,Chattahoochee Valley,W,4-2,4,4,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 13,home,Macomb,W,16-5,16,16,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 13,home,Macomb,W,9-2,9,9,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 14,home,Macomb,W,7-3,7,7,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 15,home,Cleveland State,W,14-4,14,14,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 22,home,Andrew,W,17-5,17,17,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 25,away,Andrew,W,11-5,11,11,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 26,away,Andrew,W,4-1,4,4,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 26,away,Andrew,W,20-1,20,20,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Mar 29,home,East Georgia State,W,14-10,14,14,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 1,away,East Georgia State,L,7-4,7,7,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 2,away,East Georgia State,W,7-3,7,7,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 2,away,East Georgia State,W,12-1,12,12,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 5,away,South Georgia State,W,11-3,11,11,1,1,0,0,7.0,8,3,3,3.86,2,7,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 7,home,South Georgia State,W,14-11,14,14,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 8,home,South Georgia State,W,11-2,11,11,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 8,home,South Georgia State,W,14-7,14,14,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 12,home,Abraham Baldwin,W,4-2,4,4,1,0,0,0,4.0,6,1,1,2.25,1,4,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 15,away,Abraham Baldwin,L,6-5,6,6,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 16,away,Abraham Baldwin,L,5-2,5,5,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 16,away,Abraham Baldwin,L,11-9,11,11,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 19,home,Gordon State,W,16-9,16,16,1,0,0,0,1.2,5,5,5,27.00,4,3,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 22,away,Gordon State,L,14-4,14,14,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 23,away,Gordon State,L,6-5,6,6,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 23,away,Gordon State,W,8-5,8,8,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 26,home,Andrew,L,5-2,5,5,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 28,home,East Georgia State,W,8-5,8,8,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
Apr 30,away,South Georgia State,W,4-2,4,4,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
May 3,home,Abraham Baldwin,W,12-9,12,12,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
May 5,home,Gordon State,W,27-13,27,27,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
May 10,home,vs. Gordon State,W,13-11,13,13,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
May 11,home,South Georgia State,W,8-4,8,8,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
May 12,home,vs. South Georgia State,W,14-0,14,14,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
May 17,away,Walters State,L,4-3,4,4,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
May 18,home,vs. Walters State,L,11-6,11,11,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,baylorakindwn4,Baylor Akin
