date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Sep 5,home,vs. Southwestern,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Sep 10  #,home,Evangel University,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Sep 13,home,vs. Sophomore Showcase,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Sep 20,home,vs. Juco Invite,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Sep 22,home,vs. BBA Titans,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Sep 27,home,vs. Seminole State (OK),,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Sep 30,away,North Arkansas,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Oct 4,away,Evangel University,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Oct 7,away,Southwest Baptist University,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Oct 10  #,home,vs. Barton,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 8,home,Cloud County,L,6-2,6,6,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 8,home,Cloud County,L,16-7,16,16,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 16,home,Minnesota Post Grad,W,11-1,11,11,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 16,home,Minnesota Post Grad,W,9-0,9,9,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 17,home,Minnesota Post Grad,W,11-1,11,11,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 17,home,Minnesota Post Grad,W,12-5,12,12,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 21,home,Ellsworth,L,8-6,8,8,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 21,home,Ellsworth,W,12-1,12,12,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 22,home,Ellsworth,W,14-1,14,14,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 22,home,Ellsworth,W,6-5,6,6,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 29,home,Baker University,W,7-1,7,7,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Feb 29,home,Baker University,W,5-1,5,5,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 2,away,Ottawa University JV,W,15-1,15,15,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 2,home,Ottawa University JV,W,12-0,12,12,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 3,home,Baker University JV,W,15-7,15,15,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 5,home,Pratt,W,11-4,11,11,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 5,home,Pratt,L,16-11,16,16,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 7,away,Pratt,W,11-4,11,11,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 7,away,Pratt,W,17-7,17,17,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 9,home,Evangel University,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 9,home,Evangel University,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 10,home,vs. Crowder,L,20-6,20,20,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 11,home,Johnson County,L,16-2,16,16,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 11,home,Johnson County,W,9-7,9,9,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 13,away,Johnson County,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 13,away,Johnson County,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 16,home,North Arkansas,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 16,home,North Arkansas,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 19,away,Kansas City Kansas,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 19,away,Kansas City Kansas,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 21,home,Kansas City Kansas,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 21,home,Kansas City Kansas,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 26,home,Highland (KS),,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 26,home,Highland (KS),,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 28,away,Highland (KS),,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 28,away,Highland (KS),,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 30,away,Evangel University,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 30,away,Evangel University,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Mar 31,home,Crowder,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 2,away,Neosho County,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 2,away,Neosho County,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 4,home,Neosho County,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 4,home,Neosho County,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 7,home,Ottawa University JV,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 7,home,Ottawa University JV,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 9,home,Allen County,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 9,home,Allen County,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 11,away,Allen County,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 11,away,Allen County,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 16,away,Coffeyville,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 16,away,Coffeyville,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 18,home,Coffeyville,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 18,home,Coffeyville,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 23,home,Cowley,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 23,home,Cowley,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 25,away,Cowley,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 25,away,Cowley,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 30,away,Labette,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
Apr 30,away,Labette,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
May 2,home,Labette,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
May 2,home,Labette,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
May 7,home,Region VI 1st Round,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
May 8,home,Region VI 1st Round,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
May 9,home,Region VI 1st Round,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
May 13,home,vs. Region VI Regional Tournament,,,,,,,,,,,,,,,,2020,2019-20,div1,Fort Scott,fortscottcommunitycollege,andrewsumner9z5n,Andrew Sumner
