season,njcaa_season,team,team_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2018,2017-18,ASA Miami,asacollegemiami,1596,48.0,23.0,25.0,6.0,0.889,385.0,294.0,238.0,0.81,272.0,353.0
2018,2017-18,ASA New York,asabrooklynavengers,1344,38.0,21.0,16.0,7.0,0.841,238.0,213.0,138.0,0.648,155.0,347.0
2018,2017-18,Abraham Baldwin,abrahambaldwinagriculturalcollege,1680,58.0,29.0,29.0,8.0,0.879,494.0,335.0,240.0,0.716,213.0,386.0
2018,2017-18,Allegany Maryland,alleganycollegeofmaryland,1176,32.0,15.0,25.0,2.0,0.952,332.0,281.0,201.0,0.715,162.0,190.0
2018,2017-18,Allegheny County-Boyce,ccofalleghenycountyboyce,651,25.0,16.0,14.0,1.0,0.968,210.0,159.0,132.0,0.83,143.0,201.0
2018,2017-18,Allegheny County-South,ccofalleghenycountysouth,286,16.0,7.0,7.0,3.0,0.824,177.0,132.0,97.0,0.735,40.0,88.0
2018,2017-18,Allen County,allencountycommunitycollege,2430,52.0,25.0,27.0,4.0,0.929,485.0,384.0,297.0,0.773,205.0,383.0
2018,2017-18,Alvin,alvincommunitycollege,1680,45.0,27.0,22.0,5.0,0.907,394.0,298.0,205.0,0.688,216.0,385.0
2018,2017-18,Andrew,andrewcollege,1539,54.0,20.0,31.0,11.0,0.823,531.0,397.0,287.0,0.723,242.0,360.0
2018,2017-18,Angelina,angelinacollege,2124,41.0,25.0,22.0,4.0,0.922,402.0,281.0,215.0,0.765,152.0,427.0
2018,2017-18,Anne Arundel,annearundelcommunitycollege,1032,40.0,18.0,22.0,5.0,0.889,313.0,257.0,201.0,0.782,166.0,279.0
2018,2017-18,Anoka-Ramsey,anokaramseycommunitycollege,960,23.0,3.0,25.0,0.0,1.0,248.0,236.0,138.0,0.585,110.0,171.0
2018,2017-18,Arizona Western,arizonawesterncollege,1820,65.0,49.0,16.0,7.0,0.903,446.0,236.0,189.0,0.801,157.0,520.0
2018,2017-18,Arkansas Baptist,arkansasbaptistcollege,1323,5.0,0.0,6.0,0.0,1.0,120.0,123.0,100.0,0.813,73.0,46.0
2018,2017-18,Atlantic Cape,atlanticcapecommunitycollege,525,15.0,8.0,19.0,1.0,0.964,310.0,260.0,159.0,0.612,115.0,158.0
2018,2017-18,Barton,bartoncommunitycollege,2232,62.0,47.0,15.0,8.0,0.886,490.0,275.0,213.0,0.775,150.0,498.0
2018,2017-18,Baton Rouge,batonrougecommunitycollege,2016,54.0,13.0,24.0,3.0,0.925,575.0,440.0,304.0,0.691,188.0,321.0
2018,2017-18,Bergen,bergencommunitycollege,1922,44.0,30.0,15.0,5.0,0.9,320.0,218.0,178.0,0.817,179.0,359.0
2018,2017-18,Bevill State,bevillstatecommunitycollege,1265,21.0,12.0,22.0,3.0,0.919,457.0,350.0,285.0,0.814,195.0,252.0
2018,2017-18,Bishop State,bishopstatecommunitycollege,1728,44.0,15.0,29.0,2.0,0.957,347.0,268.0,189.0,0.705,164.0,247.0
2018,2017-18,Bismarck State,bismarckstatecollege,1000,33.0,16.0,11.0,3.0,0.9,293.0,200.0,168.0,0.84,105.0,166.0
2018,2017-18,Black Hawk-Moline,blackhawkcollegemoline,1881,51.0,35.0,17.0,4.0,0.929,339.0,221.0,155.0,0.701,182.0,377.0
2018,2017-18,Blinn,blinncollege,2160,6.0,37.0,14.0,6.0,0.895,349.0,224.0,178.0,0.795,145.0,443.0
2018,2017-18,Borough of Manhattan,boroughofmanhattancommunitycollege,697,25.0,4.0,15.0,0.0,1.0,212.0,222.0,163.0,0.734,109.0,116.0
2018,2017-18,Bossier Parish,bossierparishcommunitycollege,1458,14.0,17.0,26.0,4.0,0.915,496.0,406.0,322.0,0.793,173.0,273.0
2018,2017-18,Bronx,bronxcommunitycollege,828,31.0,21.0,14.0,3.0,0.921,298.0,249.0,149.0,0.598,162.0,231.0
2018,2017-18,Brookdale,brookdalecommunitycollege,2294,57.0,36.0,21.0,8.0,0.877,459.0,348.0,270.0,0.776,212.0,386.0
