season,njcaa_season,team,team_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2016,2015-16,ASA Miami,asacollegemiami,1452,33.0,18.0,25.0,8.0,0.843,435.0,328.0,246.0,0.75,178.0,303.0
2016,2015-16,ASA New York,asabrooklynavengers,1770,47.0,36.0,11.0,12.0,0.797,324.0,275.0,205.0,0.745,248.0,376.0
2016,2015-16,Abraham Baldwin,abrahambaldwinagriculturalcollege,1596,55.0,26.0,28.0,9.0,0.857,475.0,305.0,196.0,0.643,174.0,361.0
2016,2015-16,Allegany Maryland,alleganycollegeofmaryland,1035,10.0,16.0,21.0,3.0,0.925,349.0,300.0,215.0,0.717,147.0,184.0
2016,2015-16,Allegheny County-South,ccofalleghenycountysouth,588,26.0,11.0,5.0,3.0,0.842,64.0,48.0,34.0,0.708,48.0,64.0
2016,2015-16,Allen County,allencountycommunitycollege,1824,57.0,28.0,29.0,7.0,0.891,500.0,423.0,304.0,0.719,252.0,378.0
2016,2015-16,Alvin,alvincommunitycollege,1560,45.0,24.0,19.0,5.0,0.896,394.0,243.0,180.0,0.741,115.0,344.0
2016,2015-16,Andrew,andrewcollege,1537,53.0,21.0,32.0,11.0,0.828,484.0,350.0,243.0,0.694,254.0,307.0
2016,2015-16,Angelina,angelinacollege,1643,18.0,19.0,21.0,4.0,0.909,415.0,297.0,255.0,0.859,175.0,307.0
2016,2015-16,Anne Arundel,annearundelcommunitycollege,1680,45.0,12.0,17.0,0.0,1.0,389.0,302.0,200.0,0.662,176.0,273.0
2016,2015-16,Anoka-Ramsey,anokaramseycommunitycollege,792,1.0,23.0,10.0,3.0,0.917,323.0,237.0,169.0,0.713,157.0,214.0
2016,2015-16,Arizona Western,arizonawesterncollege,1431,6.0,28.0,25.0,6.0,0.898,437.0,288.0,210.0,0.729,221.0,382.0
2016,2015-16,Arkansas Baptist,arkansasbaptistcollege,1590,51.0,24.0,27.0,7.0,0.879,433.0,306.0,227.0,0.742,197.0,281.0
2016,2015-16,Atlantic Cape,atlanticcapecommunitycollege,980,5.0,5.0,7.0,1.0,0.923,176.0,171.0,107.0,0.626,85.0,107.0
2016,2015-16,Barton,bartoncommunitycollege,1890,51.0,29.0,26.0,4.0,0.932,533.0,371.0,272.0,0.733,186.0,374.0
2016,2015-16,Baton Rouge,batonrougecommunitycollege,1800,44.0,15.0,24.0,2.0,0.951,415.0,353.0,253.0,0.717,181.0,243.0
2016,2015-16,Bergen,bergencommunitycollege,1296,6.0,16.0,19.0,0.0,1.0,281.0,211.0,157.0,0.744,151.0,181.0
2016,2015-16,Bishop State,bishopstatecommunitycollege,1479,0.0,16.0,33.0,2.0,0.961,366.0,328.0,198.0,0.604,154.0,250.0
2016,2015-16,Bismarck State,bismarckstatecollege,663,36.0,16.0,16.0,2.0,0.941,274.0,197.0,140.0,0.711,116.0,145.0
2016,2015-16,Black Hawk-Moline,blackhawkcollegemoline,1550,47.0,24.0,21.0,2.0,0.957,350.0,274.0,207.0,0.755,160.0,248.0
2016,2015-16,Blinn,blinncollege,1620,54.0,23.0,30.0,6.0,0.898,502.0,311.0,245.0,0.788,192.0,428.0
2016,2015-16,Borough of Manhattan,boroughofmanhattancommunitycollege,1323,30.0,2.0,27.0,0.0,1.0,307.0,346.0,216.0,0.624,223.0,151.0
2016,2015-16,Bossier Parish,bossierparishcommunitycollege,1736,50.0,21.0,28.0,10.0,0.831,462.0,314.0,211.0,0.672,171.0,273.0
2016,2015-16,Bronx,bronxcommunitycollege,630,25.0,8.0,21.0,1.0,0.967,283.0,266.0,196.0,0.737,158.0,146.0
2016,2015-16,Brookdale,brookdalecommunitycollege,1782,48.0,36.0,12.0,3.0,0.941,294.0,207.0,151.0,0.729,138.0,369.0
2016,2015-16,Broward,browardcollege,1485,54.0,32.0,21.0,13.0,0.803,424.0,269.0,185.0,0.688,230.0,388.0
2016,2015-16,Brown Mackie,brownmackiecollege,1404,45.0,3.0,21.0,0.0,1.0,526.0,522.0,438.0,0.839,199.0,185.0
2016,2015-16,Brunswick,brunswickcommunitycollege,1736,58.0,42.0,18.0,10.0,0.857,410.0,284.0,215.0,0.757,233.0,433.0
2016,2015-16,Bucks County,buckscountycommunitycollege,612,18.0,4.0,7.0,2.0,0.846,192.0,227.0,170.0,0.749,157.0,89.0
2016,2015-16,Butler,butlercommunitycollegeks,1925,49.0,21.0,27.0,5.0,0.906,434.0,325.0,283.0,0.871,197.0,352.0
2016,2015-16,CCBC Catonsville,ccbccatonsville,1495,53.0,32.0,18.0,12.0,0.806,358.0,246.0,184.0,0.748,176.0,338.0
2016,2015-16,CCBC Dundalk,ccbcdundalk,1775,48.0,20.0,27.0,1.0,0.979,409.0,363.0,306.0,0.843,208.0,227.0
2016,2015-16,CCBC Essex,ccbcessex,1344,50.0,26.0,20.0,6.0,0.885,395.0,299.0,219.0,0.732,181.0,246.0
2016,2015-16,Calhoun,calhouncommunitycollege,1769,9.0,33.0,21.0,8.0,0.871,440.0,261.0,207.0,0.793,186.0,323.0
2016,2015-16,Camden County,camdencountycollege,1400,44.0,24.0,19.0,7.0,0.86,315.0,254.0,183.0,0.72,177.0,253.0
2016,2015-16,Carl Albert State,carlalbertstatecollege,1456,51.0,29.0,19.0,5.0,0.906,410.0,290.0,227.0,0.783,139.0,311.0
2016,2015-16,Carl Sandburg,carlsandburgcollege,1380,4.0,14.0,13.0,1.0,0.964,475.0,346.0,278.0,0.803,165.0,219.0
2016,2015-16,Catawba Valley,catawbavalleycommunitycollege,1960,51.0,30.0,23.0,9.0,0.855,396.0,333.0,247.0,0.742,245.0,384.0
2016,2015-16,Cecil,cecilcollege,1484,46.0,11.0,9.0,3.0,0.87,377.0,278.0,203.0,0.73,197.0,330.0
2016,2015-16,Central Alabama,centralalabamacommunitycollege,1960,56.0,13.0,42.0,1.0,0.982,448.0,330.0,234.0,0.709,200.0,332.0
2016,2015-16,Central Arizona,centralarizonacollege,1711,59.0,45.0,14.0,11.0,0.843,475.0,326.0,245.0,0.752,264.0,495.0
2016,2015-16,Central Florida,collegeofcentralflorida,1325,48.0,32.0,18.0,4.0,0.926,496.0,288.0,209.0,0.726,144.0,389.0
2016,2015-16,Central Lakes,centrallakescollegebrainerd,403,0.0,1.0,6.0,0.0,1.0,85.0,99.0,62.0,0.626,35.0,34.0
2016,2015-16,Century,centurycollege,2015,3.0,39.0,13.0,9.0,0.852,299.0,212.0,141.0,0.665,164.0,372.0
2016,2015-16,Chandler-Gilbert,chandlergilbertcommunitycollege,1680,54.0,21.0,25.0,6.0,0.885,474.0,368.0,221.0,0.601,241.0,390.0
2016,2015-16,Chattahoochee Valley,chattahoocheevalleycommunitycollege,1984,64.0,52.0,12.0,9.0,0.877,418.0,206.0,143.0,0.694,166.0,460.0
2016,2015-16,Chattanooga State,chattanoogastatecommunitycollege,1225,23.0,34.0,15.0,10.0,0.831,322.0,204.0,165.0,0.809,173.0,307.0
2016,2015-16,Chesapeake,chesapeakecollege,1680,54.0,31.0,22.0,2.0,0.964,392.0,262.0,191.0,0.729,144.0,282.0
2016,2015-16,Chipola,chipolacollege,1357,56.0,39.0,15.0,8.0,0.871,461.0,288.0,221.0,0.767,205.0,446.0
2016,2015-16,Cisco,ciscocollege,2368,8.0,46.0,15.0,7.0,0.897,529.0,357.0,288.0,0.807,226.0,487.0
2016,2015-16,Clarendon,clarendoncollege,1650,5.0,32.0,18.0,1.0,0.98,591.0,414.0,346.0,0.836,190.0,336.0
2016,2015-16,Clark State,clarkstatecommunitycollege,1012,8.0,0.0,8.0,0.0,1.0,77.0,80.0,58.0,0.725,42.0,34.0
2016,2015-16,Cleveland State,clevelandstatecommunitycollege,1632,51.0,30.0,21.0,10.0,0.836,341.0,218.0,174.0,0.798,186.0,365.0
2016,2015-16,Cloud County,cloudcountycommunitycollege,2014,53.0,6.0,40.0,2.0,0.958,508.0,455.0,359.0,0.789,290.0,354.0
2016,2015-16,Coahoma,coahomacommunitycollege,1380,20.0,13.0,22.0,2.0,0.946,310.0,232.0,155.0,0.668,172.0,219.0
2016,2015-16,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,1944,54.0,25.0,29.0,12.0,0.818,446.0,296.0,205.0,0.693,142.0,260.0
2016,2015-16,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,1431,38.0,22.0,28.0,7.0,0.877,388.0,320.0,206.0,0.644,248.0,256.0
2016,2015-16,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,1710,57.0,27.0,29.0,10.0,0.848,382.0,278.0,178.0,0.64,187.0,293.0
2016,2015-16,Coastal Bend,coastalbendcollege,1450,30.0,14.0,16.0,1.0,0.968,187.0,160.0,105.0,0.656,169.0,183.0
2016,2015-16,Cochise,cochisecollege,1464,61.0,36.0,25.0,6.0,0.91,453.0,319.0,240.0,0.752,242.0,501.0
2016,2015-16,Coffeyville,coffeyvillecommunitycollege,2065,58.0,19.0,37.0,6.0,0.903,573.0,471.0,346.0,0.735,307.0,389.0
2016,2015-16,Colby,colbycommunitycollege,1682,44.0,39.0,16.0,11.0,0.833,468.0,332.0,291.0,0.877,212.0,488.0
2016,2015-16,Colorado Northwestern,coloradonorthwesterncommunitycollege,1624,50.0,21.0,29.0,3.0,0.943,476.0,334.0,242.0,0.725,199.0,236.0
2016,2015-16,Columbia State,columbiastatecommunitycollege,1856,35.0,21.0,15.0,3.0,0.923,446.0,310.0,234.0,0.755,229.0,348.0
2016,2015-16,Columbia-Greene,columbiagreenecommunitycollege,680,23.0,7.0,17.0,1.0,0.96,201.0,165.0,125.0,0.758,56.0,102.0
2016,2015-16,Connors State,connorsstatecollege,1888,58.0,47.0,11.0,9.0,0.866,374.0,242.0,187.0,0.773,201.0,413.0
2016,2015-16,Copiah-Lincoln,copiahlincolncommunitycollege,1032,10.0,9.0,32.0,3.0,0.932,339.0,276.0,159.0,0.576,145.0,183.0
2016,2015-16,Corning,corningcommunitycollege,943,3.0,16.0,23.0,1.0,0.975,300.0,242.0,181.0,0.748,130.0,117.0
2016,2015-16,Cowley,cowleycountycommunitycollege,1920,62.0,44.0,18.0,9.0,0.873,510.0,324.0,279.0,0.861,198.0,545.0
2016,2015-16,Crowder,crowdercollege,2356,62.0,39.0,22.0,13.0,0.824,549.0,385.0,317.0,0.823,250.0,500.0
2016,2015-16,Cuyahoga,cuyahogacommunitycollege,2135,61.0,47.0,14.0,13.0,0.824,373.0,223.0,150.0,0.673,193.0,365.0
2016,2015-16,Dakota,dakotacollegeatbottineau,348,22.0,3.0,23.0,0.0,1.0,271.0,294.0,204.0,0.694,123.0,97.0
2016,2015-16,Dakota County Tech,dakotacountytechnicalcollege,1566,45.0,23.0,23.0,1.0,0.979,390.0,344.0,234.0,0.68,230.0,324.0
2016,2015-16,Dallas College - Brookhaven,brookhavencollege,1624,7.0,31.0,25.0,8.0,0.875,505.0,286.0,226.0,0.79,170.0,427.0
2016,2015-16,Dallas College - Cedar Valley,cedarvalleycollege,1566,50.0,18.0,35.0,3.0,0.946,470.0,358.0,275.0,0.768,197.0,279.0
2016,2015-16,Dallas College - Eastfield,eastfieldcollege,1456,2.0,38.0,14.0,5.0,0.912,408.0,251.0,194.0,0.773,177.0,374.0
