season,njcaa_season,team,team_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2020,2019-20,ASA Miami,asacollegemiami,1508,26.0,14.0,11.0,4.0,0.862,197.0,123.0,93.0,0.756,107.0,203.0
2020,2019-20,ASA New York,asabrooklynavengers,1312,11.0,4.0,6.0,1.0,0.909,38.0,43.0,32.0,0.744,41.0,63.0
2020,2019-20,Abraham Baldwin,abrahambaldwinagriculturalcollege,1537,22.0,10.0,9.0,2.0,0.905,180.0,133.0,97.0,0.729,98.0,152.0
2020,2019-20,Allegany Maryland,alleganycollegeofmaryland,1320,7.0,7.0,7.0,2.0,0.875,99.0,90.0,73.0,0.811,72.0,108.0
2020,2019-20,Allen County,allencountycommunitycollege,1785,0.0,8.0,8.0,1.0,0.941,166.0,140.0,105.0,0.75,69.0,133.0
2020,2019-20,Alvin,alvincommunitycollege,1802,2.0,7.0,5.0,2.0,0.857,177.0,125.0,86.0,0.688,105.0,221.0
2020,2019-20,Andrew,andrewcollege,1995,27.0,17.0,10.0,3.0,0.9,195.0,133.0,89.0,0.669,90.0,175.0
2020,2019-20,Angelina,angelinacollege,1870,2.0,6.0,9.0,0.0,1.0,133.0,95.0,63.0,0.663,61.0,150.0
2020,2019-20,Anne Arundel,annearundelcommunitycollege,1008,7.0,6.0,7.0,1.0,0.929,95.0,104.0,79.0,0.76,83.0,76.0
2020,2019-20,Anoka-Ramsey,anokaramseycommunitycollege,880,2.0,0.0,2.0,0.0,1.0,13.0,11.0,4.0,0.364,9.0,11.0
2020,2019-20,Arizona Western,arizonawesterncollege,1404,27.0,17.0,10.0,5.0,0.844,178.0,114.0,82.0,0.719,81.0,209.0
2020,2019-20,Atlantic Cape,atlanticcapecommunitycollege,731,4.0,0.0,3.0,0.0,1.0,50.0,47.0,26.0,0.553,11.0,20.0
2020,2019-20,Barton,bartoncommunitycollege,2800,22.0,19.0,3.0,4.0,0.846,110.0,75.0,60.0,0.8,68.0,191.0
2020,2019-20,Baton Rouge,batonrougecommunitycollege,2109,31.0,12.0,12.0,1.0,0.96,291.0,236.0,173.0,0.733,146.0,194.0
2020,2019-20,Bay College,baycollege,1316,12.0,4.0,8.0,1.0,0.923,135.0,126.0,98.0,0.778,58.0,90.0
2020,2019-20,Bergen,bergencommunitycollege,1508,9.0,1.0,6.0,1.0,0.875,56.0,72.0,48.0,0.667,63.0,94.0
2020,2019-20,Bevill State,bevillstatecommunitycollege,1624,12.0,5.0,1.0,1.0,0.857,94.0,76.0,60.0,0.789,56.0,75.0
2020,2019-20,Bishop State,bishopstatecommunitycollege,1484,17.0,8.0,9.0,4.0,0.81,113.0,98.0,69.0,0.704,71.0,88.0
2020,2019-20,Bismarck State,bismarckstatecollege,1248,2.0,2.0,0.0,1.0,0.667,9.0,5.0,4.0,0.8,7.0,22.0
2020,2019-20,Black Hawk-Moline,blackhawkcollegemoline,1728,0.0,0.0,0.0,0.0,,37.0,38.0,21.0,0.553,29.0,27.0
2020,2019-20,Blinn,blinncollege,2052,22.0,14.0,8.0,4.0,0.846,132.0,62.0,43.0,0.694,74.0,191.0
2020,2019-20,Bossier Parish,bossierparishcommunitycollege,2491,17.0,8.0,9.0,2.0,0.895,88.0,69.0,53.0,0.768,58.0,172.0
2020,2019-20,Bronx,bronxcommunitycollege,770,5.0,0.0,6.0,0.0,1.0,47.0,61.0,47.0,0.77,37.0,29.0
2020,2019-20,Brookdale,brookdalecommunitycollege,1950,5.0,4.0,1.0,1.0,0.833,34.0,20.0,15.0,0.75,15.0,46.0
2020,2019-20,Broward,browardcollege,1008,1.0,6.0,9.0,2.0,0.882,183.0,107.0,90.0,0.841,64.0,138.0
2020,2019-20,Brunswick,brunswickcommunitycollege,1363,13.0,11.0,2.0,3.0,0.812,92.0,63.0,42.0,0.667,47.0,132.0
2020,2019-20,Bryant & Stratton (VA),bryantstrattoncollegeva,2400,19.0,11.0,7.0,1.0,0.947,147.0,120.0,87.0,0.725,97.0,154.0
2020,2019-20,Bryant & Stratton College (WI),bryantstrattoncollegewi,1250,5.0,3.0,1.0,1.0,0.8,36.0,19.0,14.0,0.737,14.0,31.0
2020,2019-20,Bucks County,buckscountycommunitycollege,1377,7.0,5.0,3.0,1.0,0.889,55.0,39.0,29.0,0.744,31.0,46.0
2020,2019-20,Butler,butlercommunitycollegeks,1792,19.0,15.0,4.0,3.0,0.864,123.0,68.0,60.0,0.882,52.0,145.0
2020,2019-20,CC of Allegheny County,ccofalleghenycounty,756,2.0,1.0,1.0,0.0,1.0,14.0,9.0,7.0,0.778,13.0,14.0
2020,2019-20,CCBC Catonsville,ccbccatonsville,1325,15.0,8.0,7.0,2.0,0.882,131.0,108.0,94.0,0.87,68.0,106.0
2020,2019-20,CCBC Dundalk,ccbcdundalk,1392,7.0,0.0,5.0,0.0,1.0,71.0,80.0,67.0,0.838,45.0,42.0
2020,2019-20,CCBC Essex,ccbcessex,1652,6.0,3.0,3.0,1.0,0.857,53.0,59.0,45.0,0.763,43.0,32.0
2020,2019-20,Caldwell Tech,caldwellcommunitycollegetechnicali,1404,5.0,5.0,5.0,1.0,0.909,82.0,66.0,54.0,0.818,53.0,70.0
2020,2019-20,Calhoun,calhouncommunitycollege,1760,8.0,8.0,12.0,3.0,0.87,132.0,109.0,87.0,0.798,91.0,152.0
2020,2019-20,Camden County,camdencountycollege,840,1.0,0.0,0.0,0.0,,8.0,8.0,4.0,0.5,6.0,9.0
2020,2019-20,Camp,pauldcampcommunitycollege,1683,19.0,7.0,9.0,2.0,0.889,167.0,118.0,93.0,0.788,77.0,144.0
2020,2019-20,Carl Albert State,carlalbertstatecollege,1711,1.0,3.0,10.0,0.0,1.0,216.0,198.0,134.0,0.677,97.0,132.0
2020,2019-20,Carl Sandburg,carlsandburgcollege,1512,0.0,4.0,6.0,0.0,1.0,98.0,99.0,86.0,0.869,64.0,82.0
2020,2019-20,Catawba Valley,catawbavalleycommunitycollege,2196,17.0,12.0,5.0,0.0,1.0,88.0,51.0,40.0,0.784,55.0,161.0
2020,2019-20,Cayuga,cayugacommunitycollege,880,4.0,3.0,1.0,0.0,1.0,14.0,14.0,6.0,0.429,25.0,17.0
2020,2019-20,Cecil,cecilcollege,1144,12.0,7.0,6.0,2.0,0.867,88.0,82.0,72.0,0.878,74.0,89.0
2020,2019-20,Central Alabama,centralalabamacommunitycollege,2240,20.0,7.0,11.0,3.0,0.857,150.0,109.0,78.0,0.716,62.0,123.0
2020,2019-20,Central Arizona,centralarizonacollege,1798,28.0,19.0,8.0,7.0,0.794,130.0,81.0,64.0,0.79,118.0,298.0
2020,2019-20,Central Florida,collegeofcentralflorida,1404,28.0,21.0,7.0,4.0,0.875,189.0,132.0,91.0,0.689,136.0,290.0
2020,2019-20,Central Lakes,centrallakescollegebrainerd,1160,7.0,1.0,7.0,0.0,1.0,72.0,79.0,54.0,0.684,44.0,45.0
2020,2019-20,Century,centurycollege,1242,10.0,4.0,0.0,0.0,1.0,91.0,72.0,51.0,0.708,43.0,86.0
2020,2019-20,Chandler-Gilbert,chandlergilbertcommunitycollege,1815,22.0,10.0,12.0,3.0,0.88,156.0,127.0,77.0,0.606,114.0,192.0
2020,2019-20,Chattahoochee Valley,chattahoocheevalleycommunitycollege,1802,0.0,10.0,11.0,2.0,0.913,139.0,105.0,74.0,0.705,88.0,156.0
2020,2019-20,Chattanooga State,chattanoogastatecommunitycollege,1215,3.0,9.0,8.0,2.0,0.895,128.0,119.0,96.0,0.807,78.0,107.0
2020,2019-20,Chesapeake,chesapeakecollege,1590,11.0,9.0,2.0,0.0,1.0,65.0,42.0,35.0,0.833,25.0,64.0
2020,2019-20,Chipola,chipolacollege,1705,27.0,18.0,9.0,6.0,0.818,164.0,110.0,79.0,0.718,115.0,264.0
2020,2019-20,Cisco,ciscocollege,1947,24.0,15.0,9.0,2.0,0.923,184.0,176.0,125.0,0.71,86.0,178.0
2020,2019-20,Clarendon,clarendoncollege,1680,5.0,11.0,10.0,0.0,1.0,155.0,141.0,110.0,0.78,114.0,172.0
2020,2019-20,Clark State,clarkstatecommunitycollege,960,2.0,5.0,3.0,3.0,0.727,82.0,75.0,56.0,0.747,59.0,56.0
2020,2019-20,Cleveland State,clevelandstatecommunitycollege,1740,19.0,13.0,6.0,3.0,0.864,139.0,93.0,69.0,0.742,66.0,143.0
2020,2019-20,Cloud County,cloudcountycommunitycollege,1960,18.0,14.0,4.0,3.0,0.857,133.0,85.0,63.0,0.741,55.0,157.0
2020,2019-20,Coahoma,coahomacommunitycollege,1380,12.0,1.0,4.0,0.0,1.0,76.0,61.0,44.0,0.721,25.0,71.0
2020,2019-20,Coastal Alabama - Bay Minette,coastalalabamasouth,1705,20.0,4.0,11.0,0.0,1.0,182.0,158.0,127.0,0.804,76.0,119.0
2020,2019-20,Coastal Alabama - Brewton,coastalalabamaeast,1944,22.0,10.0,10.0,0.0,1.0,165.0,129.0,98.0,0.76,77.0,115.0
2020,2019-20,Coastal Alabama - Monroeville,coastalalabamanorth,1344,18.0,13.0,7.0,4.0,0.833,135.0,86.0,62.0,0.721,81.0,101.0
2020,2019-20,Coastal Bend,coastalbendcollege,1155,0.0,15.0,11.0,6.0,0.812,158.0,144.0,110.0,0.764,147.0,244.0
2020,2019-20,Cochise,cochisecollege,1288,27.0,16.0,11.0,5.0,0.844,186.0,126.0,109.0,0.865,92.0,182.0
2020,2019-20,Coffeyville,coffeyvillecommunitycollege,3344,10.0,7.0,9.0,0.0,1.0,116.0,98.0,79.0,0.806,82.0,157.0
2020,2019-20,Colby,colbycommunitycollege,1984,22.0,10.0,11.0,2.0,0.913,177.0,158.0,131.0,0.829,97.0,188.0
2020,2019-20,Colorado Northwestern,coloradonorthwesterncommunitycollege,930,22.0,6.0,14.0,1.0,0.952,174.0,100.0,82.0,0.82,92.0,124.0
2020,2019-20,Columbia State,columbiastatecommunitycollege,1782,24.0,9.0,15.0,2.0,0.923,168.0,155.0,114.0,0.735,109.0,190.0
2020,2019-20,Columbia-Greene,columbiagreenecommunitycollege,558,2.0,1.0,1.0,1.0,0.667,16.0,19.0,9.0,0.474,5.0,5.0
2020,2019-20,Connors State,connorsstatecollege,2145,21.0,16.0,5.0,2.0,0.913,122.0,98.0,73.0,0.745,103.0,178.0
2020,2019-20,Copiah-Lincoln,copiahlincolncommunitycollege,1380,15.0,11.0,4.0,4.0,0.789,108.0,76.0,58.0,0.763,77.0,118.0
2020,2019-20,Cowley,cowleycountycommunitycollege,1792,22.0,15.0,5.0,0.0,1.0,139.0,114.0,90.0,0.789,109.0,197.0
2020,2019-20,Crowder,crowdercollege,2346,24.0,22.0,2.0,2.0,0.923,144.0,84.0,70.0,0.833,61.0,179.0
2020,2019-20,Cuyahoga,cuyahogacommunitycollege,2146,11.0,3.0,8.0,3.0,0.786,91.0,83.0,64.0,0.771,65.0,76.0
2020,2019-20,Dakota,dakotacollegeatbottineau,1196,2.0,0.0,2.0,0.0,1.0,15.0,13.0,10.0,0.769,9.0,7.0
2020,2019-20,Dakota County Tech,dakotacountytechnicalcollege,1953,12.0,7.0,3.0,2.0,0.833,81.0,57.0,46.0,0.807,49.0,77.0
2020,2019-20,Dallas College - Brookhaven,brookhavencollege,1530,24.0,18.0,6.0,4.0,0.857,218.0,156.0,115.0,0.737,100.0,196.0
2020,2019-20,Dallas College - Cedar Valley,cedarvalleycollege,1705,23.0,15.0,9.0,3.0,0.889,227.0,194.0,149.0,0.768,124.0,155.0
2020,2019-20,Dallas College - Eastfield,eastfieldcollege,1650,0.0,19.0,9.0,5.0,0.848,194.0,166.0,134.0,0.807,168.0,271.0
2020,2019-20,Dallas College - Mountain View,mountainviewcollege,1734,0.0,0.0,0.0,0.0,,190.0,198.0,142.0,0.717,100.0,98.0
2020,2019-20,Dallas College - North Lake,northlakecollege,1300,2.0,7.0,20.0,1.0,0.964,247.0,269.0,207.0,0.77,185.0,170.0
2020,2019-20,Dallas College - Richland,richlandcollege,1980,32.0,21.0,9.0,10.0,0.75,222.0,174.0,127.0,0.73,162.0,233.0
2020,2019-20,Danville Area,danvilleareacommunitycollege,1352,7.0,4.0,3.0,1.0,0.875,55.0,42.0,38.0,0.905,31.0,50.0
2020,2019-20,Dawson,dawsoncommunitycollege,1710,12.0,1.0,9.0,0.0,1.0,105.0,105.0,86.0,0.819,53.0,51.0
2020,2019-20,Daytona State,daytonastatecollege,828,13.0,5.0,7.0,3.0,0.8,96.0,54.0,45.0,0.833,59.0,113.0
2020,2019-20,Delaware County,delawarecountycommunitycollege,861,7.0,2.0,5.0,0.0,1.0,51.0,69.0,63.0,0.913,39.0,46.0
2020,2019-20,Delaware Tech,delawaretechnicalcommunitycollege,924,14.0,11.0,3.0,2.0,0.875,76.0,71.0,44.0,0.62,81.0,98.0
2020,2019-20,Delgado,delgadocommunitycollege,1620,2.0,12.0,9.0,4.0,0.84,149.0,88.0,72.0,0.818,55.0,134.0
2020,2019-20,Delta,deltacollege,1512,12.0,7.0,4.0,4.0,0.733,91.0,69.0,49.0,0.71,55.0,82.0
2020,2019-20,Des Moines Area,desmoinesareacommunitycollege,2214,10.0,4.0,10.0,0.0,1.0,136.0,118.0,95.0,0.805,70.0,90.0
2020,2019-20,Dodge City,dodgecitycommunitycollege,2052,11.0,6.0,5.0,2.0,0.846,130.0,123.0,97.0,0.789,69.0,89.0
2020,2019-20,DuPage,collegeofdupage,2378,9.0,6.0,3.0,3.0,0.75,69.0,43.0,35.0,0.814,31.0,57.0
2020,2019-20,Dutchess,dutchesscommunitycollege,540,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2020,2019-20,Dyersburg State,dyersburgstatecommunitycollege,1836,22.0,15.0,7.0,7.0,0.759,161.0,113.0,94.0,0.832,99.0,196.0
2020,2019-20,East Central (MS),eastcentralcommunitycollege,1222,5.0,9.0,6.0,2.0,0.882,110.0,93.0,72.0,0.774,79.0,127.0
2020,2019-20,East Georgia State,eastgeorgiacollege,1610,19.0,7.0,11.0,1.0,0.947,123.0,112.0,73.0,0.652,81.0,176.0
2020,2019-20,East Mississippi,eastmississippicommunitycollege,1218,14.0,1.0,13.0,1.0,0.933,107.0,99.0,76.0,0.768,70.0,80.0
2020,2019-20,Eastern Arizona,easternarizonacollege,1485,25.0,13.0,16.0,5.0,0.853,171.0,139.0,107.0,0.77,144.0,204.0
2020,2019-20,Eastern Florida State,easternfloridastatecollege,1612,26.0,12.0,14.0,5.0,0.839,189.0,97.0,70.0,0.722,99.0,289.0
2020,2019-20,Eastern Gateway Community College,easterngatewaycommunitycollege,1080,1.0,7.0,4.0,2.0,0.846,79.0,62.0,42.0,0.677,60.0,71.0
2020,2019-20,Eastern Oklahoma State,easternoklahomastatecollege,2128,23.0,19.0,4.0,4.0,0.852,145.0,115.0,87.0,0.757,87.0,226.0
2020,2019-20,Edison State,edisoncommunitycollege,1508,7.0,0.0,7.0,0.0,1.0,54.0,55.0,50.0,0.909,47.0,28.0
2020,2019-20,El Paso,elpasocommunitycollege,2184,24.0,8.0,16.0,2.0,0.923,217.0,196.0,147.0,0.75,112.0,143.0
2020,2019-20,Elgin,elgincommunitycollege,1484,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2020,2019-20,Ellsworth,ellsworthcommunitycollege,1736,20.0,4.0,16.0,2.0,0.909,192.0,161.0,134.0,0.832,78.0,102.0
2020,2019-20,Enterprise State,enterprisestatecommunitycollege,1395,0.0,5.0,8.0,1.0,0.929,105.0,92.0,49.0,0.533,70.0,96.0
2020,2019-20,Erie,eriecommunitycollege,1280,8.0,4.0,3.0,2.0,0.778,70.0,59.0,41.0,0.695,32.0,51.0
2020,2019-20,Fayetteville Tech,fayettevilletechnicalcommunitycollege,2109,11.0,3.0,5.0,1.0,0.889,74.0,42.0,32.0,0.762,33.0,87.0
2020,2019-20,Finger Lakes,fingerlakescommunitycollege,1736,2.0,1.0,1.0,0.0,1.0,17.0,21.0,6.0,0.286,11.0,19.0
2020,2019-20,Florence-Darlington Tech,florencedarlingtontechnicalcollege,1952,21.0,14.0,6.0,5.0,0.8,109.0,61.0,38.0,0.623,67.0,146.0
2020,2019-20,Florida SouthWestern State,floridasouthwesternstatecollege,1512,27.0,16.0,11.0,4.0,0.871,218.0,127.0,92.0,0.724,81.0,238.0
2020,2019-20,Florida State Jacksonville,floridastatecollegeatjacksonville,1248,22.0,8.0,13.0,4.0,0.84,174.0,132.0,91.0,0.689,83.0,136.0
2020,2019-20,Fort Scott,fortscottcommunitycollege,2475,22.0,16.0,6.0,0.0,1.0,146.0,129.0,99.0,0.767,78.0,215.0
2020,2019-20,Frank Phillips,frankphillipscollege,1904,2.0,7.0,13.0,2.0,0.909,184.0,153.0,118.0,0.771,96.0,171.0
2020,2019-20,Frederick,frederickcommunitycollege,1760,18.0,13.0,5.0,3.0,0.857,109.0,68.0,49.0,0.721,63.0,151.0
