season,njcaa_season,team,team_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2014,2013-14,ASA New York,asabrooklynavengers,1575,45.0,28.0,17.0,5.0,0.9,304.0,199.0,120.0,0.603,119.0,302.0
2014,2013-14,Abraham Baldwin,abrahambaldwinagriculturalcollege,1377,50.0,21.0,26.0,1.0,0.979,458.0,312.0,249.0,0.798,173.0,296.0
2014,2013-14,Allegany Maryland,alleganycollegeofmaryland,943,21.0,19.0,22.0,3.0,0.932,290.0,217.0,145.0,0.668,147.0,227.0
2014,2013-14,Allegheny County-South,ccofalleghenycountysouth,252,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Allen County,allencountycommunitycollege,1457,5.0,0.0,5.0,1.0,0.833,95.0,50.0,31.0,0.62,30.0,35.0
2014,2013-14,Alvin,alvincommunitycollege,1500,15.0,24.0,8.0,1.0,0.97,227.0,86.0,53.0,0.616,59.0,190.0
2014,2013-14,Andrew,andrewcollege,1375,49.0,10.0,37.0,1.0,0.979,488.0,351.0,299.0,0.852,201.0,173.0
2014,2013-14,Angelina,angelinacollege,1540,43.0,21.0,19.0,3.0,0.93,347.0,183.0,139.0,0.76,113.0,239.0
2014,2013-14,Anne Arundel,annearundelcommunitycollege,990,30.0,14.0,16.0,2.0,0.938,244.0,151.0,64.0,0.424,110.0,187.0
2014,2013-14,Anoka-Ramsey,anokaramseycommunitycollege,570,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0
2014,2013-14,Arizona Western,arizonawesterncollege,1430,8.0,28.0,22.0,9.0,0.847,401.0,236.0,179.0,0.758,174.0,299.0
2014,2013-14,Arkansas Baptist,arkansasbaptistcollege,1508,11.0,5.0,5.0,0.0,1.0,105.0,66.0,56.0,0.848,50.0,66.0
2014,2013-14,Atlantic Cape,atlanticcapecommunitycollege,377,5.0,4.0,4.0,0.0,1.0,211.0,156.0,56.0,0.359,71.0,123.0
2014,2013-14,Barton,bartoncommunitycollege,2139,58.0,32.0,25.0,6.0,0.905,500.0,356.0,245.0,0.688,207.0,347.0
2014,2013-14,Baton Rouge,batonrougecommunitycollege,1995,56.0,17.0,38.0,4.0,0.932,494.0,325.0,246.0,0.757,191.0,285.0
2014,2013-14,Bergen,bergencommunitycollege,1230,0.0,11.0,9.0,2.0,0.909,314.0,243.0,199.0,0.819,133.0,164.0
