season,njcaa_season,team,team_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2019,2018-19,ASA Miami,asacollegemiami,1248,4.0,17.0,22.0,2.0,0.951,308.0,291.0,232.0,0.797,277.0,306.0
2019,2018-19,ASA New York,asabrooklynavengers,1330,24.0,7.0,17.0,0.0,1.0,148.0,143.0,101.0,0.706,136.0,170.0
2019,2018-19,Abraham Baldwin,abrahambaldwinagriculturalcollege,1458,46.0,15.0,31.0,7.0,0.868,432.0,374.0,278.0,0.743,257.0,261.0
2019,2018-19,Allegany Maryland,alleganycollegeofmaryland,1007,36.0,16.0,24.0,4.0,0.909,346.0,277.0,219.0,0.791,192.0,249.0
2019,2018-19,Allegheny County-Boyce,ccofalleghenycountyboyce,792,27.0,19.0,11.0,0.0,1.0,218.0,170.0,137.0,0.806,115.0,230.0
2019,2018-19,Allegheny County-South,ccofalleghenycountysouth,752,17.0,7.0,11.0,2.0,0.9,106.0,87.0,73.0,0.839,54.0,68.0
2019,2018-19,Allen County,allencountycommunitycollege,1924,48.0,31.0,21.0,6.0,0.897,395.0,314.0,235.0,0.748,200.0,328.0
2019,2018-19,Alvin,alvincommunitycollege,1680,52.0,26.0,18.0,6.0,0.88,386.0,275.0,199.0,0.724,219.0,357.0
2019,2018-19,Andrew,andrewcollege,2016,53.0,21.0,31.0,8.0,0.867,456.0,362.0,248.0,0.685,234.0,357.0
2019,2018-19,Angelina,angelinacollege,1829,43.0,30.0,17.0,3.0,0.94,448.0,277.0,216.0,0.78,149.0,461.0
2019,2018-19,Anne Arundel,annearundelcommunitycollege,810,41.0,8.0,29.0,4.0,0.902,395.0,385.0,282.0,0.732,254.0,228.0
2019,2018-19,Anoka-Ramsey,anokaramseycommunitycollege,1664,36.0,17.0,18.0,3.0,0.921,261.0,200.0,136.0,0.68,138.0,234.0
2019,2018-19,Arizona Western,arizonawesterncollege,1344,56.0,38.0,18.0,9.0,0.862,345.0,180.0,133.0,0.739,164.0,445.0
2019,2018-19,Arkansas Baptist,arkansasbaptistcollege,1595,7.0,7.0,16.0,3.0,0.885,289.0,328.0,203.0,0.619,218.0,163.0
2019,2018-19,Atlantic Cape,atlanticcapecommunitycollege,966,36.0,16.0,18.0,1.0,0.971,263.0,204.0,154.0,0.755,135.0,251.0
2019,2018-19,Barton,bartoncommunitycollege,1920,59.0,37.0,21.0,12.0,0.829,410.0,220.0,173.0,0.786,149.0,397.0
2019,2018-19,Baton Rouge,batonrougecommunitycollege,2301,55.0,12.0,35.0,2.0,0.959,500.0,456.0,351.0,0.77,279.0,267.0
2019,2018-19,Bay College,baycollege,1012,33.0,10.0,21.0,3.0,0.912,274.0,205.0,141.0,0.688,79.0,197.0
2019,2018-19,Bergen,bergencommunitycollege,1485,33.0,19.0,15.0,5.0,0.872,208.0,223.0,158.0,0.709,267.0,253.0
2019,2018-19,Bevill State,bevillstatecommunitycollege,1325,2.0,18.0,30.0,0.0,1.0,362.0,287.0,229.0,0.798,195.0,266.0
