season,njcaa_season,team,team_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2021,2020-21,ASA Miami,asacollegemiami,1176,5.0,0.0,5.0,0.0,1.0,49.0,64.0,54.0,0.844,50.0,32.0
2021,2020-21,Abraham Baldwin,abrahambaldwinagriculturalcollege,1680,48.0,19.0,28.0,4.0,0.922,420.0,306.0,218.0,0.712,187.0,276.0
2021,2020-21,Allegany Maryland,alleganycollegeofmaryland,1428,19.0,23.0,20.0,8.0,0.843,412.0,379.0,331.0,0.873,250.0,267.0
2021,2020-21,Allen County,allencountycommunitycollege,2091,51.0,32.0,18.0,11.0,0.82,403.0,311.0,254.0,0.817,189.0,428.0
2021,2020-21,Alvin,alvincommunitycollege,2223,52.0,28.0,22.0,10.0,0.833,358.0,223.0,181.0,0.812,192.0,443.0
2021,2020-21,Andrew,andrewcollege,2240,61.0,35.0,25.0,11.0,0.845,566.0,417.0,297.0,0.712,208.0,402.0
2021,2020-21,Anne Arundel,annearundelcommunitycollege,851,33.0,9.0,23.0,3.0,0.914,293.0,258.0,183.0,0.709,132.0,186.0
2021,2020-21,Anoka-Ramsey,anokaramseycommunitycollege,1000,33.0,13.0,21.0,3.0,0.919,290.0,228.0,168.0,0.737,128.0,201.0
2021,2020-21,Arizona Western,arizonawesterncollege,1508,48.0,33.0,15.0,8.0,0.857,393.0,241.0,199.0,0.826,114.0,374.0
2021,2020-21,Atlantic Cape,atlanticcapecommunitycollege,700,26.0,11.0,10.0,3.0,0.875,222.0,172.0,111.0,0.645,106.0,178.0
2021,2020-21,Barton,bartoncommunitycollege,2320,52.0,34.0,18.0,10.0,0.839,387.0,262.0,195.0,0.744,152.0,449.0
2021,2020-21,Baton Rouge,batonrougecommunitycollege,2065,53.0,27.0,24.0,2.0,0.962,442.0,316.0,261.0,0.826,195.0,359.0
2021,2020-21,Bay College,baycollege,1274,37.0,3.0,30.0,2.0,0.943,365.0,399.0,285.0,0.714,190.0,213.0
2021,2020-21,Bergen,bergencommunitycollege,961,17.0,6.0,10.0,1.0,0.941,123.0,100.0,78.0,0.78,91.0,158.0
2021,2020-21,Bishop State,bishopstatecommunitycollege,1488,43.0,20.0,23.0,3.0,0.935,299.0,212.0,139.0,0.656,132.0,233.0
2021,2020-21,Bismarck State,bismarckstatecollege,1200,1.0,27.0,10.0,8.0,0.822,248.0,188.0,163.0,0.867,111.0,272.0
2021,2020-21,Black Hawk-Moline,blackhawkcollegemoline,2205,57.0,44.0,13.0,12.0,0.826,363.0,263.0,214.0,0.814,205.0,429.0
2021,2020-21,Blinn,blinncollege,2120,44.0,22.0,22.0,9.0,0.83,329.0,226.0,178.0,0.788,212.0,423.0
2021,2020-21,Bossier Parish,bossierparishcommunitycollege,2072,45.0,23.0,22.0,8.0,0.849,350.0,315.0,247.0,0.784,225.0,378.0
2021,2020-21,Brookdale,brookdalecommunitycollege,1073,24.0,15.0,8.0,4.0,0.852,202.0,153.0,118.0,0.771,88.0,146.0
2021,2020-21,Brunswick,brunswickcommunitycollege,1856,45.0,35.0,12.0,7.0,0.87,329.0,241.0,192.0,0.797,200.0,352.0
2021,2020-21,Bryant & Stratton (Ohio),bryantstrattonohio,1517,32.0,22.0,9.0,5.0,0.861,215.0,157.0,114.0,0.726,147.0,289.0
2021,2020-21,Bryant & Stratton (VA),bryantstrattoncollegeva,4288,43.0,19.0,23.0,6.0,0.875,372.0,318.0,269.0,0.846,264.0,332.0
2021,2020-21,Bryant & Stratton College (WI),bryantstrattoncollegewi,2072,46.0,18.0,21.0,3.0,0.929,364.0,293.0,224.0,0.765,204.0,306.0
2021,2020-21,Butler,butlercommunitycollegeks,1980,52.0,37.0,16.0,8.0,0.869,471.0,345.0,291.0,0.843,190.0,418.0
2021,2020-21,CCBC Catonsville,ccbccatonsville,1323,36.0,20.0,17.0,7.0,0.841,356.0,294.0,252.0,0.857,167.0,191.0
2021,2020-21,CCBC Dundalk,ccbcdundalk,1276,30.0,6.0,24.0,0.0,1.0,249.0,242.0,204.0,0.843,175.0,180.0
2021,2020-21,CCBC Essex,ccbcessex,1221,37.0,18.0,18.0,3.0,0.923,277.0,227.0,174.0,0.767,146.0,258.0
2021,2020-21,Caldwell Tech,caldwellcommunitycollegetechnicali,1938,24.0,23.0,9.0,0.0,1.0,238.0,196.0,154.0,0.786,150.0,314.0
