season,njcaa_season,team,team_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2013,2012-13,ASA New York,asabrooklynavengers,1440,44.0,34.0,10.0,11.0,0.8,289.0,194.0,128.0,0.66,191.0,307.0
2013,2012-13,Abraham Baldwin,abrahambaldwinagriculturalcollege,642,40.0,14.0,27.0,6.0,0.872,399.0,290.0,220.0,0.759,0.0,210.0
2013,2012-13,Alfred State College,alfredstatecollege,1029,48.0,14.0,21.0,1.0,0.972,397.0,303.0,211.0,0.696,186.0,197.0
2013,2012-13,Allegany Maryland,alleganycollegeofmaryland,1316,48.0,22.0,25.0,3.0,0.94,362.0,269.0,166.0,0.617,205.0,262.0
2013,2012-13,Allegheny County-Boyce,ccofalleghenycountyboyce,180,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Allegheny County-South,ccofalleghenycountysouth,629,24.0,9.0,12.0,1.0,0.955,177.0,136.0,102.0,0.75,49.0,71.0
2013,2012-13,Allen County,allencountycommunitycollege,1064,7.0,8.0,27.0,0.0,1.0,291.0,253.0,223.0,0.881,233.95,158.0
2013,2012-13,Alvin,alvincommunitycollege,1512,15.0,6.0,7.0,2.0,0.867,107.0,75.0,62.0,0.827,38.0,72.0
2013,2012-13,Andrew,andrewcollege,1400,48.0,20.0,25.0,2.0,0.957,498.0,301.0,223.0,0.741,156.0,278.0
2013,2012-13,Angelina,angelinacollege,1664,31.0,10.0,16.0,2.0,0.929,249.0,171.0,117.0,0.684,118.0,155.0
2013,2012-13,Anne Arundel,annearundelcommunitycollege,1734,39.0,10.0,19.0,0.0,1.0,322.0,246.0,182.0,0.74,169.0,174.0
2013,2012-13,Arizona Western,arizonawesterncollege,1430,16.0,31.0,24.0,10.0,0.846,443.0,192.0,160.0,0.833,124.0,242.0
2013,2012-13,Arkansas Baptist,arkansasbaptistcollege,1972,50.0,24.0,25.0,5.0,0.907,385.0,291.0,222.0,0.763,181.0,294.0
2013,2012-13,Atlantic Cape,atlanticcapecommunitycollege,625,1.0,0.0,1.0,0.0,1.0,118.0,76.0,53.0,0.697,31.0,34.0
2013,2012-13,Barton,bartoncommunitycollege,1881,45.0,15.0,27.0,5.0,0.894,388.0,342.0,232.0,0.678,204.0,263.0
