,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
0,1,Gavin Coles,P/OF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/gavincoleshqoy,gavincoleshqoy,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
1,2,Dylan Reaves,OF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/dylanreaveshp8g,dylanreaveshp8g,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
2,3,Blake Vineyard,IF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/blakevineyardpyms,blakevineyardpyms,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
3,4,Hunter Tillman,OF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/huntertillmananvk,huntertillmananvk,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
4,5,Bailey Mott,RHP/C,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/baileymottzt55,baileymottzt55,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
5,6,Caleb Torbett,IF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/calebtorbett6g24,calebtorbett6g24,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
6,7,Dominic Thibodeaux,P/IF/OF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/dominicthibodeauxen3s,dominicthibodeauxen3s,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
7,9,Austin Thacker,IF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/austinthacker9yej,austinthacker9yej,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
8,10,Graham Holland,P/IF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/grahamhollanddgyc,grahamhollanddgyc,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
9,11,Jacob Bailey,Utility,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jacobbaileymn2t,jacobbaileymn2t,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
10,12,Jordan Felps,P/IF/OF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jordanfelps92i4,jordanfelps92i4,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
11,13,Derrick Town,C/P,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/derricktowny80a,derricktowny80a,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
12,14,Nathan Kelley,P,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/nathankelleyhslc,nathankelleyhslc,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
13,15,Hayden Redding,OF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/haydenreddingmu88,haydenreddingmu88,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
14,16,Josiah Miller,IF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/josiahmiller2dx4,josiahmiller2dx4,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
15,17,Griffin Cordova,P/IF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/griffincordova8fub,griffincordova8fub,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
16,20,Wilton Pittman,IF/OF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/wiltonpittmanogxe,wiltonpittmanogxe,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
17,21,Efrain Torres,C,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/efraintorresnrij,efraintorresnrij,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
18,22,Gavn Corzine,P,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/gavncorzinebill,gavncorzinebill,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
19,23,Jace Dunsford,P,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jacedunsford3hni,jacedunsford3hni,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
20,24,Ty Buchanan,P,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/tybuchanan9l1u,tybuchanan9l1u,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
21,25,Jeremiah Martin,IF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jeremiahmartin53em,jeremiahmartin53em,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
22,27,Demarckus Smiley,C,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/demarckussmileyxyid,demarckussmileyxyid,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
23,28,Justin Repasky,P,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/justinrepasky02ha,justinrepasky02ha,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
24,30,Carson Taylor,P,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/carsontaylorxvwx,carsontaylorxvwx,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
25,42,Sam Rudd,OF,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/samruddq0qr,samruddq0qr,Coastal Alabama - Monroeville,2021-22,div1,coastalalabamanorth,2022
