,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
31,35,Micah Brown,OF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/micahbrown1k2o,micahbrown1k2o,Cisco,2021-22,div1,ciscocollege,2022
32,37,Jason Scrantom,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jasonscrantom1kwh,jasonscrantom1kwh,Cisco,2021-22,div1,ciscocollege,2022
33,38,DJ Cavazos,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/djcavazos3gs4,djcavazos3gs4,Cisco,2021-22,div1,ciscocollege,2022
34,39,Tate Thompson,LHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/tatethompsonwecd,tatethompsonwecd,Cisco,2021-22,div1,ciscocollege,2022
35,40,Lane Powledge,LHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/lanepowledgem097,lanepowledgem097,Cisco,2021-22,div1,ciscocollege,2022
36,41,Aiden Hart,,SO,https://www.njcaa.org//sports/bsb/2021-22/div1/players/aidenharttvpg,aidenharttvpg,Cisco,2021-22,div1,ciscocollege,2022
37,42,Luis Berrios,RHP,SO,https://www.njcaa.org//sports/bsb/2021-22/div1/players/luisberrios8dzn,luisberrios8dzn,Cisco,2021-22,div1,ciscocollege,2022
38,,Elijah Bear,IF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/elijahbear4hrk,elijahbear4hrk,Cisco,2021-22,div1,ciscocollege,2022
39,,Kalan Clark,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/kalanclarktv2t,kalanclarktv2t,Cisco,2021-22,div1,ciscocollege,2022
40,,JC Coronado,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jccoronadom6wg,jccoronadom6wg,Cisco,2021-22,div1,ciscocollege,2022
41,,Roberto Coronado,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/robertocoronadobr0h,robertocoronadobr0h,Cisco,2021-22,div1,ciscocollege,2022
42,,Aiden Hart,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/aidenhartzpod,aidenhartzpod,Cisco,2021-22,div1,ciscocollege,2022
43,,Chris Jackson,LHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/chrisjacksonamaw,chrisjacksonamaw,Cisco,2021-22,div1,ciscocollege,2022
44,,Josh Johnson,OF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/joshjohnsonr7m9,joshjohnsonr7m9,Cisco,2021-22,div1,ciscocollege,2022
