,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
0,1,Mason Schulz,,So,https://www.njcaa.org//sports/bsb/2021-22/div1/players/masonschulzbe3r,masonschulzbe3r,Cisco,2021-22,div1,ciscocollege,2022
1,2,Tanner Seider,IF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/tannerseidernn4o,tannerseidernn4o,Cisco,2021-22,div1,ciscocollege,2022
2,3,Blake Hubble,OF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/blakehubble1c65,blakehubble1c65,Cisco,2021-22,div1,ciscocollege,2022
3,4,Erick Davila,IF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/erickdavilau0j8,erickdavilau0j8,Cisco,2021-22,div1,ciscocollege,2022
4,5,Cain Kittrell,OF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/cainkittrellxanm,cainkittrellxanm,Cisco,2021-22,div1,ciscocollege,2022
5,6,Nate Price,C,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/natepriceq0ck,natepriceq0ck,Cisco,2021-22,div1,ciscocollege,2022
6,8,Colton Moore,C,SO,https://www.njcaa.org//sports/bsb/2021-22/div1/players/coltonmoorem5ac,coltonmoorem5ac,Cisco,2021-22,div1,ciscocollege,2022
7,9,Will Pendergrass,IF,SO,https://www.njcaa.org//sports/bsb/2021-22/div1/players/willpendergrassm266,willpendergrassm266,Cisco,2021-22,div1,ciscocollege,2022
8,10,Austin Adair,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/austinadairp33l,austinadairp33l,Cisco,2021-22,div1,ciscocollege,2022
9,11,Timothy Malone,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/timothymalonecrk9,timothymalonecrk9,Cisco,2021-22,div1,ciscocollege,2022
10,12,Thomas Mangus,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/thomasmangusneei,thomasmangusneei,Cisco,2021-22,div1,ciscocollege,2022
11,13,Thomas Latham,IF,SO,https://www.njcaa.org//sports/bsb/2021-22/div1/players/thomaslathamo0xk,thomaslathamo0xk,Cisco,2021-22,div1,ciscocollege,2022
12,14,Will Hahnfeld,LHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/willhahnfeldr8kx,willhahnfeldr8kx,Cisco,2021-22,div1,ciscocollege,2022
13,15,Titan Hayes,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/titanhayesus2z,titanhayesus2z,Cisco,2021-22,div1,ciscocollege,2022
14,17,Westin Walls,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/westinwalls7uxm,westinwalls7uxm,Cisco,2021-22,div1,ciscocollege,2022
15,18,Gavin Pringle,RHP,SO,https://www.njcaa.org//sports/bsb/2021-22/div1/players/gavinpringlevuqi,gavinpringlevuqi,Cisco,2021-22,div1,ciscocollege,2022
16,19,Sam Pierce,OF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/sampierce64bx,sampierce64bx,Cisco,2021-22,div1,ciscocollege,2022
17,20,Cade Maclin,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/cademaclinjyyg,cademaclinjyyg,Cisco,2021-22,div1,ciscocollege,2022
18,21,Devon DeLeon,C,SO,https://www.njcaa.org//sports/bsb/2021-22/div1/players/devondeleoni1wh,devondeleoni1wh,Cisco,2021-22,div1,ciscocollege,2022
19,22,Aaron Plotkin,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/aaronplotkinm68v,aaronplotkinm68v,Cisco,2021-22,div1,ciscocollege,2022
20,23,Bobby Serfass,IF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/bobbyserfass1mz6,bobbyserfass1mz6,Cisco,2021-22,div1,ciscocollege,2022
21,24,Cole Hill,OF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/colehillti6s,colehillti6s,Cisco,2021-22,div1,ciscocollege,2022
22,25,Carlos Pichardo,IF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/carlospichardo7tgb,carlospichardo7tgb,Cisco,2021-22,div1,ciscocollege,2022
23,26,Matt Crump,IF,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/mattcrumpcwzx,mattcrumpcwzx,Cisco,2021-22,div1,ciscocollege,2022
24,27,Marco Martinez,LHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/marcomartinezzvl8,marcomartinezzvl8,Cisco,2021-22,div1,ciscocollege,2022
25,28,Gunnar Brown,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/gunnarbrowns540,gunnarbrowns540,Cisco,2021-22,div1,ciscocollege,2022
26,29,Dave Johnson,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/davejohnsonzrfu,davejohnsonzrfu,Cisco,2021-22,div1,ciscocollege,2022
27,30,Bryce Whiteley,RHP,SO,https://www.njcaa.org//sports/bsb/2021-22/div1/players/brycewhiteley50g5,brycewhiteley50g5,Cisco,2021-22,div1,ciscocollege,2022
28,32,Brad Sayre,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/bradsayreak39,bradsayreak39,Cisco,2021-22,div1,ciscocollege,2022
29,33,Samuel Mendez,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/samuelmendezh6it,samuelmendezh6it,Cisco,2021-22,div1,ciscocollege,2022
30,34,Danny Davis,RHP,FR,https://www.njcaa.org//sports/bsb/2021-22/div1/players/dannydavisc5fe,dannydavisc5fe,Cisco,2021-22,div1,ciscocollege,2022
