,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
0,2,Luke Evans,LHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/lukeevansyrh7,lukeevansyrh7,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
1,3,Tristan Frederick,UT,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/tristanfrederick2ug0,tristanfrederick2ug0,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
2,4,Ethan Prescott,LHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/ethanprescott4ket,ethanprescott4ket,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
3,5,Jonas LeBourgeois,INF/OF,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jonaslebourgeoisv2q6,jonaslebourgeoisv2q6,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
4,6,Zach Martin,OF,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/zachmartiniz6m,zachmartiniz6m,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
5,7,Grant Landry,OF/RHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/grantlandryph8f,grantlandryph8f,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
6,8,Elliot Hebert,OF,Sophomore,https://www.njcaa.org//sports/bsb/2021-22/div1/players/elliothebertrbup,elliothebertrbup,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
7,9,Britt Jordan,C,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/brittjordanhh8m,brittjordanhh8m,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
8,10,TJ Thomas Jr.,RHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/tjthomasjrvfxv,tjthomasjrvfxv,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
9,11,Braden Keen,,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/bradenkeene5cl,bradenkeene5cl,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
10,12,Gavin Green,RHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/gavingreen8imq,gavingreen8imq,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
11,14,Braxton Gallet,OF,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/braxtongalletiv7z,braxtongalletiv7z,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
12,15,William Dunn,INF,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/williamdunnqhwu,williamdunnqhwu,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
13,16,Nick Carriere,OF,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/nickcarrieresp37,nickcarrieresp37,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
14,17,Case Roark,LHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/caseroarklk3h,caseroarklk3h,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
15,18,Drew Blanchard,RHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/drewblanchardaf37,drewblanchardaf37,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
16,20,Teddy Webb,LHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/teddywebbvko9,teddywebbvko9,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
17,21,Gage Breithaupt,1B,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/gagebreithauptnxm0,gagebreithauptnxm0,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
18,22,Alex Guilbeau,C,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/alexguilbeauk4cz,alexguilbeauk4cz,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
19,23,Braden Corkern,,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/bradencorkern7djq,bradencorkern7djq,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
20,24,Sean Burkhead,RHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/seanburkheadeqcd,seanburkheadeqcd,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
21,25,Ethan Menard,,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/ethanmenardznel,ethanmenardznel,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
22,26,Alex Norris,,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/alexnorrisk6wt,alexnorrisk6wt,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
23,27,Blaise Foote,1B/RHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/blaisefootesdf8,blaisefootesdf8,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
24,28,Jacob Dunn,INF,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jacobdunnih1p,jacobdunnih1p,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
25,29,John Shahrdar,RHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/johnshahrdarcpc7,johnshahrdarcpc7,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
26,30,Caden Akana,INF/RHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/cadenakana5faz,cadenakana5faz,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
27,32,Slade Zeppuhar,,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/sladezeppuharrn3s,sladezeppuharrn3s,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
28,33,Branson McCoy,RHP,Freshman,https://www.njcaa.org//sports/bsb/2021-22/div1/players/bransonmccoyije1,bransonmccoyije1,Baton Rouge,2021-22,div1,batonrougecommunitycollege,2022
