,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_njcaa_division,team_id,team_season
0,1,Baylan Vaughan,OF,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/baylanvaughanjj0r,baylanvaughanjj0r,Clarendon,2021-22,div1,clarendoncollege,2022
1,2,Elias Koury,INF,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/eliaskourypn8q,eliaskourypn8q,Clarendon,2021-22,div1,clarendoncollege,2022
2,3,Isaiah Vasquez,OF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/isaiahvasquez9wkn,isaiahvasquez9wkn,Clarendon,2021-22,div1,clarendoncollege,2022
3,4,Samuel Metzger,1B,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/samuelmetzgerqqn5,samuelmetzgerqqn5,Clarendon,2021-22,div1,clarendoncollege,2022
4,5,Steven Manon,RHP,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/stevenmanon5yq8,stevenmanon5yq8,Clarendon,2021-22,div1,clarendoncollege,2022
5,6,Cedric Mitchell Jr.,OF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/cedricmitchelljrnztf,cedricmitchelljrnztf,Clarendon,2021-22,div1,clarendoncollege,2022
6,7,Parker Pittman,UTL,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/parkerpittman7455,parkerpittman7455,Clarendon,2021-22,div1,clarendoncollege,2022
7,8,Matthew Mejia,"RHP, OF",,https://www.njcaa.org//sports/bsb/2021-22/div1/players/matthewmejiaorxl,matthewmejiaorxl,Clarendon,2021-22,div1,clarendoncollege,2022
8,9,JR Fox,C,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jrfoxmoc1,jrfoxmoc1,Clarendon,2021-22,div1,clarendoncollege,2022
9,10,Cedrik Beaudry,INF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/cedrikbeaudry8s47,cedrikbeaudry8s47,Clarendon,2021-22,div1,clarendoncollege,2022
10,11,Justice Andrade,INF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/justiceandrade3944,justiceandrade3944,Clarendon,2021-22,div1,clarendoncollege,2022
11,12,Konnor Baird,RHP,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/konnorbairdpwel,konnorbairdpwel,Clarendon,2021-22,div1,clarendoncollege,2022
12,13,Cesar Koury,INF,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/cesarkoury1p1p,cesarkoury1p1p,Clarendon,2021-22,div1,clarendoncollege,2022
13,14,Hunter Phillips,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/hunterphillipscc7x,hunterphillipscc7x,Clarendon,2021-22,div1,clarendoncollege,2022
14,15,Jaylon Sullivan,INF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jaylonsullivanv1uw,jaylonsullivanv1uw,Clarendon,2021-22,div1,clarendoncollege,2022
15,16,Lane Imhoff,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/laneimhofflfpc,laneimhofflfpc,Clarendon,2021-22,div1,clarendoncollege,2022
16,17,Sean Starnes,INF,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/seanstarneso7gf,seanstarneso7gf,Clarendon,2021-22,div1,clarendoncollege,2022
17,18,Hayden Pike,C,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/haydenpikeyssu,haydenpikeyssu,Clarendon,2021-22,div1,clarendoncollege,2022
18,19,Harrison Shoemaker,RHP,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/harrisonshoemakerhjix,harrisonshoemakerhjix,Clarendon,2021-22,div1,clarendoncollege,2022
19,20,Juan Polo Rodriguez,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/juanpolorodriguezgqdc,juanpolorodriguezgqdc,Clarendon,2021-22,div1,clarendoncollege,2022
20,21,Matthew Bass,1B,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/matthewbassyoj9,matthewbassyoj9,Clarendon,2021-22,div1,clarendoncollege,2022
21,22,Geomar Santana,"OF, C",,https://www.njcaa.org//sports/bsb/2021-22/div1/players/geomarsantanarmrc,geomarsantanarmrc,Clarendon,2021-22,div1,clarendoncollege,2022
22,23,Andres Carrillo,"C, INF",,https://www.njcaa.org//sports/bsb/2021-22/div1/players/andrescarrilloau5v,andrescarrilloau5v,Clarendon,2021-22,div1,clarendoncollege,2022
23,24,Jose Gutierrez,INF,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/josegutierrezrh98,josegutierrezrh98,Clarendon,2021-22,div1,clarendoncollege,2022
24,25,Dylan Martin,OF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/dylanmartinw0vz,dylanmartinw0vz,Clarendon,2021-22,div1,clarendoncollege,2022
25,26,Scott Guzman,INF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/scottguzmanmn57,scottguzmanmn57,Clarendon,2021-22,div1,clarendoncollege,2022
26,28,Austin Nadeau,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/austinnadeaul61i,austinnadeaul61i,Clarendon,2021-22,div1,clarendoncollege,2022
27,29,Isaias Urriola,C,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/isaiasurriolapb6l,isaiasurriolapb6l,Clarendon,2021-22,div1,clarendoncollege,2022
28,30,Handel Gonzalez,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/handelgonzalez1w3s,handelgonzalez1w3s,Clarendon,2021-22,div1,clarendoncollege,2022
29,31,Abel Reyes,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/abelreyess3bf,abelreyess3bf,Clarendon,2021-22,div1,clarendoncollege,2022
30,32,Francisco Moscoso,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/franciscomoscosoqbek,franciscomoscosoqbek,Clarendon,2021-22,div1,clarendoncollege,2022
31,33,Daniel Bellow,RHP,,https://www.njcaa.org//sports/bsb/2021-22/div1/players/danielbellowau5h,danielbellowau5h,Clarendon,2021-22,div1,clarendoncollege,2022
32,36,Liam Scott,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/liamscottis2x,liamscottis2x,Clarendon,2021-22,div1,clarendoncollege,2022
33,44,Jace Johnson,OF,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/jacejohnsonqrpz,jacejohnsonqrpz,Clarendon,2021-22,div1,clarendoncollege,2022
34,51,Bryce Winter,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/brycewinter63j2,brycewinter63j2,Clarendon,2021-22,div1,clarendoncollege,2022
35,55,Andrew Mathieson,RHP,Fr,https://www.njcaa.org//sports/bsb/2021-22/div1/players/andrewmathiesonstef,andrewmathiesonstef,Clarendon,2021-22,div1,clarendoncollege,2022
