date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,away,Seward County,W,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Feb 10,away,Garden City,L,3-2,3,3,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Feb 13,away,Labette,L,6-4,6,6,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Feb 13,away,Labette,L,9-5,9,9,2,1,0,,,,0,1,,,,,,,0,0,,,1,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Feb 14,away,Labette,L,7-6,7,7,3,0,0,,,,1,1,1,,,,,,0,0,,,2,,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Feb 18,away,Oklahoma Panhandle State University JV,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Feb 20,away,Otero,L,4-3,4,4,3,1,1,,,,0,,,,,,,,1,0,1,1,,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Feb 20,away,Otero,L,6-3,6,6,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Feb 25,home,Hastings College JV,W,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Feb 25,home,Hastings College JV,W,4-0,4,4,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Feb 28,away,Trinidad State,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 1,away,Otero,,,,,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 5,home,Colby,W,10-9,10,10,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 7,home,Lamar,W,5-2,5,5,3,0,0,,,,0,,,,,,,,0,0,,1,1,1.00,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 7,home,Lamar,L,11-0,11,11,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 8,home,Lamar,L,5-1,5,5,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 8,home,Lamar,L,3-1,3,3,2,1,1,1,,,0,,,,,,,2,2,1,,2,,,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 14,home,Trinidad State,W,5-4,5,5,3,1,1,,,,0,,1,,,,,,1,0,,1,,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 14,home,Trinidad State,L,7-4,7,7,4,0,0,,,,0,,2,,,,,,0,0,,,2,,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 15,home,Trinidad State,L,9-5,9,9,2,0,1,,,,0,,2,,,,,,1,0,1,,,,2,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 15,home,Trinidad State,L,14-10,14,14,2,0,0,,,,0,1,,,,,,,0,0,,,2,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 19,home,Colby,W,5-4,5,5,2,0,0,,,,0,,,,,,,,0,0,,2,,,2,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 21,away,Lamar,L,6-0,6,6,3,0,1,1,,,0,,1,,,,,,2,1,,1,,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 21,away,Lamar,W,3-1,3,3,3,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 22,away,Western Nebraska,W,8-4,8,8,5,1,1,,,,1,,,,,,,,1,0,,2,1,2.00,5,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 26,away,Hastings College JV,W,5-1,5,5,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 26,away,Hastings College JV,W,4-1,4,4,1,1,0,,,,0,2,,,,,,,0,0,,,1,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 28,away,Northeastern,L,4-2,4,4,3,0,0,,,,0,,,,,,,,0,0,,2,1,2.00,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 28,away,Northeastern,L,1-0,1,1,3,0,0,,,,0,,1,,,,,,0,0,,,2,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 29,away,Northeastern,L,3-2,3,3,3,0,1,,,,0,,1,,,,,,1,0,,,1,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 29,away,Northeastern,W,7-3,7,7,4,0,0,,,,0,,1,,,,,,0,0,,1,1,1.00,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 31,home,Southeast,W,6-2,6,6,3,0,0,,,,0,,1,,,,,,0,0,,,2,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Mar 31,home,Southeast,W,9-6,9,9,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 4,home,Western Nebraska,L,8-6,8,8,3,1,1,,,,0,,1,,,,,,1,0,,1,,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 4,home,Western Nebraska,W,8-4,8,8,3,0,0,,,,0,,,,,,,,0,0,1,,2,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 5,home,Western Nebraska,W,6-1,6,6,3,2,2,,,,0,,1,,,,,,2,0,,,,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 5,home,Western Nebraska,L,10-8,10,10,3,0,1,,,,2,,,1,,1,,,1,0,,1,1,1.00,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 7,away,Colby,L,7-2,7,7,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 11,home,Otero,L,6-1,6,6,2,0,0,,,,0,1,,,,,,,0,0,,1,1,1.00,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 11,home,Otero,W,3-2,3,3,2,1,1,1,,,1,1,1,1,,,,,2,1,,,,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 12,home,Otero,W,6-5,6,6,4,1,2,2,,,1,,,,,,,,4,2,,1,,,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 12,home,Otero,L,10-3,10,10,4,0,1,,,,1,,2,,,,,,1,0,,,1,,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 17,away,Miles,W,5-1,5,5,2,0,0,,,,0,2,,,,,,,0,0,,1,,,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 17,away,Miles,W,9-0,9,9,4,1,1,1,,,1,,,,,,,,2,1,,2,2,1.00,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 18,away,Miles,L,1-0,1,1,3,0,1,,,,0,,1,,,,,,1,0,,,1,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 18,away,Miles,L,7-6,7,7,3,2,2,,,,0,1,,,,,,,2,0,,,1,,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 19,away,Miles,L,9-8,9,9,4,1,3,2,,,3,,,,,,,,5,2,,,,,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 19,away,Miles,W,9-3,9,9,2,0,1,,,,1,,1,,,,,,1,0,,,,,2,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 22,home,Garden City,W,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 23,home,Northeastern,L,6-4,6,6,3,1,1,,,1,1,,,,,,,,4,1,,1,1,1.00,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 23,home,Northeastern,L,10-1,10,10,3,0,1,,,,0,,,,,,,,1,0,1,1,,,3,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 25,home,York College JV,W,3-0,3,3,2,1,0,,,,0,2,,,,,,,0,0,,,1,,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 25,home,York College JV,W,10-2,10,10,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 28,away,Western Nebraska,L,6-3,6,6,4,0,1,,,,0,1,1,,,,,,1,0,,2,,,5,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
Apr 29,away,Colby,L,12-6,12,12,5,2,2,1,,,1,,,,,,,,3,1,1,2,,,5,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
May 1,away,Trinidad State,W,4-2,4,4,4,0,1,1,,,1,,1,,,,,,2,1,,1,1,1.00,4,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
May 1,away,Trinidad State,L,10-0,10,10,,,,,,,,,,,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,aidenlaurinig3iz,Aiden Laurini
