date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 1,away,Angelina,L,2-0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,,2,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 1,away,Angelina,W,4-2,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,,0,,,1,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 5,home,Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 7,home,Dallas College - Eastfield,W,5-3,5,5,3,0,0,,,,0,,,,,,,1,0,0,,,,,4,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 8,home,Dallas College - Eastfield,W,3-0,3,3,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 8,home,Dallas College - Eastfield,W,6-1,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 11,away,Temple,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 14,home,vs. Paris,L,6-4,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 14,home,vs. Weatherford,W,4-1,4,4,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 15,home,vs. Howard (TX),W,3-0,3,3,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 15,home,vs. Navarro,W,8-6,8,8,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 18,away,Coastal Bend,L,5-4,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 18,away,Coastal Bend,W,9-5,9,9,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 21,home,Alvin,W,3-0,3,3,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 22,away,Alvin,L,1-0,1,1,2,0,0,,,,0,,1,,,,,,0,0,,,,,2,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 22,away,Alvin,W,5-1,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 27,home,Galveston,L,6-4,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 27,home,Galveston,W,6-0,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 29,away,Galveston,L,6-2,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Feb 29,away,Galveston,W,6-0,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 3,away,Navarro,W,6-4,6,6,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 5,away,San Jacinto,L,5-1,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 7,home,San Jacinto,L,5-2,5,5,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 7,home,San Jacinto,L,3-0,3,3,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 10,home,South Suburban,W,6-0,6,6,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 13,home,Laredo,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 13,home,Laredo,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 13,home,Laredo,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 13,home,Laredo,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 14,home,Laredo,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 14,home,Laredo,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 14,home,Laredo,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 14,home,Laredo,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 16,home,McLennan,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 19,home,Wharton County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 21,away,Wharton County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 21,away,Wharton County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 21,away,Wharton County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 21,away,Wharton County,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 24,home,Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 26,away,Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 28,home,Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 28,home,Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 28,home,Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Mar 28,home,Alvin,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Apr 2,away,Galveston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Apr 4,home,Galveston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Apr 4,home,Galveston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Apr 4,home,Galveston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Apr 4,home,Galveston,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
Apr 6,away,McLennan,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Blinn,blinncollege,aaronkohring9ee5,Aaron Kohring
