date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Jan 30,home,Florida State Jacksonville,W,9-2,9,9,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Jan 30,home,Florida State Jacksonville,W,5-4,5,5,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 1,away,Seminole State (FL),W,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 2,home,Palm Beach State,W,6-2,6,6,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 3,away,Polk State,W,12-8,12,12,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 6,away,Miami Dade,L,11-8,11,11,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 8,home,Daytona State,W,12-7,12,12,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 10,away,Daytona State,L,3-1,3,3,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 12,away,Hillsborough,W,12-11,12,12,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 13,home,Central Florida,L,7-2,7,7,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 15,away,Florida State Jacksonville,W,1-0,1,1,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 16,home,Polk State,L,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 17,away,Lake-Sumter State,W,17-9,17,17,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 19,home,CCBC Catonsville,W,11-1,11,11,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 22,home,Lake-Sumter State,W,8-4,8,8,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 23,away,Indian River State,W,2-0,2,2,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 24,home,Seminole State (FL),,,,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 25,home,Broward,L,5-4,5,5,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 27,away,University of Tampa (JV),,,,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Feb 28,home,Hillsborough,W,14-0,14,14,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Mar 1,home,Indian River State,W,8-2,8,8,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Mar 2,away,Indian River State,W,4-3,4,4,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Mar 4,away,Miami Dade,W,9-0,9,9,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Mar 5,away,Miami Dade,W,9-0,9,9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Mar 7,home,Macomb,L,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Mar 8,away,Palm Beach State,L,3-1,3,3,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Mar 9,home,Palm Beach State,L,5-3,5,5,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Mar 11,home,Broward,L,8-4,8,8,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
Mar 12,home,Broward,W,9-0,9,9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,2015-16,div1,Eastern Florida State,easternfloridastatecollege,danielgarmendiaw0zt,Daniel Garmendia
