date,location,opponent,result,score,team_score,opp_score,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 8,home,Southern Union State,W,15-3,15,15,3,2,0,,,,0,1,,,,1,,,0,0,,,,,5,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Feb 8,home,Southern Union State,W,1-0,1,1,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Feb 10,away,Southern Union State,L,9-7,9,9,4,1,2,,,,1,2,,1,,,,,2,0,,,,,6,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Feb 15,home,vs. Chipola,W,1-0,1,1,4,0,0,,,,0,,,1,,,,,0,0,,,,,4,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Feb 15,home,vs. San Jacinto,W,6-2,6,6,3,0,1,,,,3,,,,,,,2,1,0,,,,,5,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Feb 16,home,vs. Chipola,L,2-1,2,2,4,0,1,,,,1,,,,,,,,1,0,,,,,4,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Feb 27,away,USC Salkehatchie,W,2-1,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Feb 27,away,USC Salkehatchie,W,1-0,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1.00,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 1,home,USC Salkehatchie,L,1-0,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1.00,4,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 2,home,USC Salkehatchie,W,6-2,6,6,3,1,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,1.00,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 2,home,USC Salkehatchie,L,3-2,3,3,5,0,2,0,0,0,0,1,0,2,0,1,0,0,2,0,0,0,3,0.00,7,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 3,home,Lake Michigan,W,6-2,6,6,2,1,2,,,,1,,,,1,,,1,2,0,,,,,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 3,home,Lake Michigan,W,3-2,3,3,2,0,0,,,,0,,,,,,,,0,0,,,,,2,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 5,away,Georgia Perimeter,L,5-0,5,5,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 8,home,Georgia Perimeter,W,3-2,3,3,3,0,0,,,,0,,2,,,,,,0,0,,,,,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 9,home,Georgia Perimeter,W,3-2,3,3,3,0,2,,,,0,,,1,1,,,,2,0,,,,,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 9,home,Georgia Perimeter,W,3-2,3,3,3,0,2,,,,0,,,1,1,,,,0,0,,,,,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 9,home,Georgia Perimeter,W,3-2,3,3,3,0,0,,,,0,,1,,,,,,2,0,,,,,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 9,home,Georgia Perimeter,W,3-2,3,3,3,0,0,,,,0,,1,,,,,,0,0,,,,,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 12,home,Gordon State,W,8-7,8,8,5,1,2,1,,,2,,1,,,,,,3,1,,,,,5,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 14,away,Gordon State,L,6-5,6,6,2,0,0,,,,0,1,2,,,,,1,0,0,,,,,4,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 16,away,Gordon State,L,5-4,5,5,3,0,1,,,,1,,1,1,,,,,1,0,,,,,3,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 16,away,Gordon State,L,4-1,4,4,2,1,1,,,1,1,,1,,,,,,4,1,,,,,2,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
Mar 19,away,South Georgia State,W,7-5,7,7,5,1,0,,,,0,1,2,1,,,,,0,0,,,,,6,2013,2012-13,div1,Middle Georgia State,middlegeorgiacollege,adameggnatzexnl,Adam Eggnatz
